date,time,grid,trap,l_ear,r_ear,sex,age,weight,hindft
2012-09-12,-,bonbs,2c,a3388,a3389,-,-,-,-
2012-09-12,-,bonbs,3d,a3307,a3308,f,-,1590,135
2012-09-12,-,bonbs,5e,a3305,a3306,f,-,1150,132
2012-09-12,-,bonbs,6e,a3245,a3246,f,a,1550,133
2012-09-12,-,bonbs,7e,a3392,a3393,m,a,1290,145
2012-09-12,-,bonbs,8c,2194,2195,-,-,-,-
2012-09-13,-,bonbs,1d,a3307,a3308,-,-,-,-
2012-09-13,-,bonbs,2e,b2812,b2813,-,-,-,-
2012-09-13,-,bonbs,3c,a3388,a3389,-,-,-,-
2012-09-13,-,bonbs,3d,a3309,a3310,f,-,1690,148
2012-09-13,-,bonbs,3e,a3311,a3312,f,-,1590,145
2012-09-13,-,bonbs,5d,a3245,a3246,-,-,-,-
2012-09-13,-,bonbs,6e,a3392,a3393,-,-,-,-
2012-09-13,-,bonbs,8c,a3303,a3304,-,-,-,-
2012-09-13,-,bonbs,8d,a3313,a3314,f,j,710,105
2012-09-13,-,bonbs,9c,a3315,a3316,f,-,1070,129
2012-09-13,-,bonbs,9e,a3317,a3318,f,j,980,124
2012-09-14,-,bonbs,10c,b2834,b2835,-,-,-,-
2012-09-14,-,bonbs,1e,a3307,a3308,-,-,-,-
2012-09-14,-,bonbs,3c,a3388,a3389,-,-,-,-
2012-09-14,-,bonbs,3d,b2812,b2813,-,-,-,-
2012-09-14,-,bonbs,5c,a3245,a3246,-,-,-,-
2012-09-14,-,bonbs,7a,2194,2195,-,-,-,-
2012-09-14,-,bonbs,8e,a3313,a3314,-,-,-,-
