PERIOD,DATE,PLOT,MND,ID No,SPP,AGE,SEX,SUB,CNT
F01,09/17/01,PK,PN,PN205,PAPA,A,F,SPAI,1
F01,09/17/01,PK,PN,PN220,AUFE,A,M,SCBR2,1
F01,09/17/01,PK,PN,PN237,AUFE,A,M,GRND,1
F01,09/17/01,PK,PN,PN237,ERSI,A,F,HIJA,1
F01,09/17/01,PK,PN,PN237,ERSI,A,M,HIJA,1
F01,09/17/01,PK,PN,PN237,MEAZ,A,M,SAKA,1
F01,09/17/01,PK,PN,PN237,MELA,A,M,CHIN,1
F01,09/17/01,PK,PN,PN237,PAPA,A,F,SPCO,1
F01,09/17/01,PK,PN,PN237,PAPA,A,M,BOER,1
F01,09/17/01,PK,PN,PN237,TRCA,A,M,GRND,1
F01,09/17/01,PK,PN,PN237,TRPA,A,F,GRND,1
F01,09/17/01,PK,PN,PN249,AGDE,A,F,SCBR2,1
F01,09/17/01,PK,PN,PN249,ERSI,A,F,BOGR,1
F01,09/17/01,PK,PN,PN249,MEAZ,A,F,BOGR,1
F01,09/17/01,PK,PN,PN249,PAPA,A,M,BOGR,1
F01,09/17/01,PK,PN,PN251,TRPA,A,F,GRND,2
F01,09/17/01,PK,PN,PN251,TRPA,A,M,GRND,3
F01,09/17/01,PK,PN,PN263,MELA,3,N,CHIN,1
F01,09/17/01,PK,PN,PN263,TRPA,A,F,GRND,1
F01,09/17/01,PK,PN,PN275,AUFE,A,M,GRND,1
F01,09/17/01,PK,PN,PN290,AGDE,A,F,SCBR2,1
F01,09/17/01,PK,PN,PN290,AGDE,A,F,GRND,1
F01,09/17/01,PK,PN,PN299,ARCO,A,F,GRND,1
F01,09/17/01,PK,PN,PN299,ARCO,A,M,GRND,1
F01,09/17/01,PK,PN,PN300,ARCO,A,M,GRND,1
F01,09/17/01,PK,PN,PN312,ARCO,A,M,GRND,1
F01,09/17/01,PK,PN,PN312,PSDE,A,F,GRND,1
F01,09/17/01,PK,PN,PN312,XACO,A,F,GRND,1
F01,09/17/01,PK,PN,PN318,ARCO,A,M,GRND,1
F01,09/17/01,PK,PN,PN318,PSDE,A,F,GRND,1
F01,09/17/01,PK,PN,PN318,PSDE,A,F,SCBR,1
F01,09/17/01,PK,PN,PN318,PSDE,A,F,GRND,1
F01,09/17/01,PK,PN,PN36,PSDE,A,M,GRND,1
F01,09/17/01,PK,PN,PN36,PSDE,A,F,GRND,1
F01,09/17/01,PK,PN,PN36,PSDE,A,F,SCBR,1
F01,09/17/01,PK,PN,PN36,PSDE,A,M,GRND,1
F01,09/17/01,PK,PN,PN36,XACO,A,M,GRND,1
F01,09/17/01,PK,PN,PN370,ARCO,A,M,GRND,1
F01,09/17/01,PK,PN,PN370,PSDE,A,F,SCBR,1
F01,09/17/01,PK,PN,PN370,PSDE,A,F,SCBR,1
F01,09/17/01,PK,PN,PN71,PSDE,A,M,SCBR,1
F01,09/17/01,PK,PN,PN71,PSDE,A,M,SCBR,1
F01,09/17/01,PK,PN,PN78,COOC,3,N,SCBR,1
F01,09/17/01,PK,PN,PN78,PSDE,A,F,SCBR,1
F01,09/17/01,PK,PN,PN78,PSDE,A,F,GRND,1
F01,09/18/01,PK,KM,KM154,ARPS,A,M,GRND,1
F01,09/18/01,PK,KM,KM154,MEAZ,A,F,SAKA,1
F01,09/18/01,PK,KM,KM156,ERSI,A,F,HIJA,1
F01,09/18/01,PK,KM,KM156,PAPA,A,M,BOGR,1
F01,09/18/01,PK,KM,KM156,PAPA,A,F,BOGR,1
F01,09/18/01,PK,KM,KM156,TRKI,A,F,GRND,1
F01,09/18/01,PK,KM,KM212,ERSI,A,M,BOGR,1
F01,09/18/01,PK,KM,KM212,PAPA,A,M,BOER,1
F01,09/18/01,PK,KM,KM24,MELA,A,M,TILA,1
F01,09/18/01,PK,KM,KM24,MELA,A,F,TILA,1
F01,09/18/01,PK,KM,KM24,PAPA,A,M,BOER,1
F01,09/18/01,PK,KM,KM256,ERSI,A,F,BOER,1
F01,09/18/01,PK,KM,KM256,ERSI,A,M,BOER,1
F01,09/18/01,PK,KM,KM28,MEAZ,A,M,TILA,1
F01,09/18/01,PK,KM,KM297,MEAZ,A,F,SAKA,1
F01,09/18/01,PK,KM,KM297,MELA,A,M,TILA,1
F01,09/18/01,PK,KM,KM297,MELA,A,M,TILA,2
F01,09/18/01,PK,KM,KM297,PAPA,A,F,MUPO,1
F01,09/18/01,PK,KM,KM304,PAPA,A,F,BOER,1
F01,09/18/01,PK,KM,KM304,PAPA,A,M,BOER,1
F01,09/18/01,PK,KM,KM304,PSSP,2,N,BOER,1
F01,09/18/01,PK,KM,KM304,TRPA,A,M,GRND,1
F01,09/18/01,PK,KM,KM332,MEAZ,A,F,SAKA,1
F01,09/18/01,PK,KM,KM332,MELA,A,F,SAKA,1
F01,09/18/01,PK,KM,KM332,MELA,A,M,SAKA,2
F01,09/18/01,PK,KM,KM34,ERSI,A,M,BOER,1
F01,09/18/01,PK,KM,KM34,MELA,A,F,CHIN,1
F01,09/18/01,PK,KM,KM34,TRFO,A,M,TILA,1
F01,09/18/01,PK,KM,KM368,MELA,A,F,SAKA,1
F01,09/18/01,PK,KM,KM382,MEAZ,A,F,SAKA,1
F01,09/18/01,PK,KM,KM382,MELA,A,M,TILA,1
F01,09/18/01,PK,KM,KM382,TRFO,A,F,TILA,1
F01,09/18/01,PK,KM,KM382,TRPA,A,M,GRND,1
F01,09/18/01,PK,KM,KM382,TRPA,A,F,GRND,1
F01,09/18/01,PK,KM,KM385,MELA,A,M,SAKA,1
F01,09/18/01,PK,KM,KM385,PSSP,2,N,SCBR2,1
F01,09/18/01,PK,KM,KM388,AGDE,A,F,GRND,1
F01,09/18/01,PK,KM,KM388,PSSP,2,N,ERPU,1
F01,09/18/01,PK,KM,KM43,AUEL,A,F,ARPU,1
F01,09/18/01,PK,KM,KM43,AUEL,A,F,ERPU,1
F01,09/18/01,PK,KM,KM43,ERSI,A,F,ARPU,1
F01,09/18/01,PK,KM,KM43,ERSI,A,M,ARPU,1
F01,09/18/01,PK,KM,KM44,MEAZ,A,F,TILA,1
F01,09/18/01,PK,KM,KM44,MELA,A,M,TILA,2
F01,09/18/01,PK,KM,KM467,AUFE,A,F,ERPU,1
F01,09/18/01,PK,KM,KM467,PSSP,2,M,SCBR2,2
F01,09/18/01,PK,KM,KM6,AUEL,A,M,ERPU,1
F01,09/18/01,PK,KM,KM6,PAPA,A,M,BOER,1
F01,09/18/01,PK,KM,KM6,PSSP,2,M,SCBR2,1
F01,09/18/01,PK,KM,KM6,PSSP,2,N,SCBR2,1
F01,09/18/01,PK,KM,KM6,XACO,2,M,GRND,1
F01,09/18/01,PK,KM,KM7,AUFE,A,M,DAPU,1
F01,09/18/01,PK,KM,KM7,MEAZ,A,F,SAKA,1
F01,09/18/01,PK,KM,KM7,MEAZ,A,M,ALIN,1
F01,09/18/01,PK,KM,KM7,MEAZ,A,M,SAKA,1
F01,09/18/01,PK,KM,KM7,MEAZ,A,F,TILA,1
F01,09/18/01,PK,KM,KM7,MELA,A,F,SAKA,2
F01,09/18/01,PK,KM,KM7,PAPA,A,M,MUPO,1
F01,09/18/01,PK,KM,KM83,MELA,A,F,SAKA,1
F01,09/18/01,PK,KM,KM83,TRKI,A,F,GRND,1
F01,09/18/01,PK,KN,KN154,AGDE,A,M,GRND,1
F01,09/18/01,PK,KN,KN154,TRKI,A,F,GRND,1
F01,09/18/01,PK,KN,KN154,TRKI,A,M,GRND,1
F01,09/18/01,PK,KN,KN156,PSSP,2,N,BOBA,1
F01,09/18/01,PK,KN,KN156,TRKI,A,M,GRND,1
F01,09/18/01,PK,KN,KN156,TRPA,A,M,GRND,1
F01,09/18/01,PK,KN,KN212,AGDE,A,F,SCBR2,1
F01,09/18/01,PK,KN,KN212,PSSP,2,N,SCBR2,1
F01,09/18/01,PK,KN,KN212,TRKI,A,M,GRND,1
F01,09/18/01,PK,KN,KN24,AUFE,A,M,SCBR2,1
F01,09/18/01,PK,KN,KN24,ERSI,A,M,ARHA,1
F01,09/18/01,PK,KN,KN24,ERSI,A,M,PAOB,1
F01,09/18/01,PK,KN,KN24,PAPA,A,M,PAOB,1
F01,09/18/01,PK,KN,KN256,AGDE,A,M,GRND,1
F01,09/18/01,PK,KN,KN256,AGDE,A,F,SCBR2,1
F01,09/18/01,PK,KN,KN256,ARPS,A,M,GRND,1
F01,09/18/01,PK,KN,KN256,DABI,A,M,SAKA,1
F01,09/18/01,PK,KN,KN256,MEAZ,A,M,SAKA,1
F01,09/18/01,PK,KN,KN256,TRKI,A,M,GRND,1
F01,09/18/01,PK,KN,KN256,XACO,A,M,GRND,1
F01,09/18/01,PK,KN,KN28,MELA,A,M,SPHA,1
F01,09/18/01,PK,KN,KN28,MELA,A,F,AMCR,1
F01,09/18/01,PK,KN,KN297,AMCO,A,M,PAOB,1
F01,09/18/01,PK,KN,KN297,ERSI,A,F,PAOB,1
F01,09/18/01,PK,KN,KN297,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN297,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN304,AGDE,A,M,MUAR,1
F01,09/18/01,PK,KN,KN304,AGDE,A,F,MUAR,1
F01,09/18/01,PK,KN,KN304,AUFE,A,F,MUAR,1
F01,09/18/01,PK,KN,KN304,PSSP,2,N,MUAR,1
F01,09/18/01,PK,KN,KN304,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN304,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN332,AUEL,A,F,SCBR2,1
F01,09/18/01,PK,KN,KN332,MELA,A,F,TILA,1
F01,09/18/01,PK,KN,KN332,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN332,TRPA,A,M,GRND,3
F01,09/18/01,PK,KN,KN34,AGDE,A,F,SCBR2,1
F01,09/18/01,PK,KN,KN34,ERSI,A,F,ARDI,1
F01,09/18/01,PK,KN,KN34,MEGL,A,M,SCBR2,1
F01,09/18/01,PK,KN,KN34,TRPA,A,M,GRND,1
F01,09/18/01,PK,KN,KN368,AUFE,A,M,GRND,1
F01,09/18/01,PK,KN,KN368,AUFE,A,F,GRND,1
F01,09/18/01,PK,KN,KN368,TRKI,A,M,GRND,1
F01,09/18/01,PK,KN,KN368,TRKI,A,M,GRND,1
F01,09/18/01,PK,KN,KN368,TRKI,A,F,GRND,1
F01,09/18/01,PK,KN,KN382,AGDE,A,M,GRND,1
F01,09/18/01,PK,KN,KN382,ERSI,A,F,ARPU,1
F01,09/18/01,PK,KN,KN382,MELA,A,M,ERRO,1
F01,09/18/01,PK,KN,KN382,PAPA,A,M,ARPU,1
F01,09/18/01,PK,KN,KN382,TRPA,A,M,GRND,1
F01,09/18/01,PK,KN,KN385,AGDE,A,M,SCBR2,1
F01,09/18/01,PK,KN,KN385,TRPA,A,M,GRND,1
F01,09/18/01,PK,KN,KN388,AGDE,A,F,SCBR2,1
F01,09/18/01,PK,KN,KN388,MELA,A,M,ERRO,1
F01,09/18/01,PK,KN,KN388,MELA,A,F,SAKA,1
F01,09/18/01,PK,KN,KN43,AGDE,A,F,SCBR2,1
F01,09/18/01,PK,KN,KN43,TRKI,A,M,GRND,1
F01,09/18/01,PK,KN,KN43,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN44,AGDE,A,F,SCBR2,1
F01,09/18/01,PK,KN,KN44,ARPS,A,M,GRND,1
F01,09/18/01,PK,KN,KN44,ERSI,A,M,ARDI,1
F01,09/18/01,PK,KN,KN44,PSSP,2,N,SCBR2,1
F01,09/18/01,PK,KN,KN467,ERSI,A,F,ARDI,1
F01,09/18/01,PK,KN,KN467,PAPA,A,F,ARDI,1
F01,09/18/01,PK,KN,KN467,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN6,AGDE,A,F,GRND,1
F01,09/18/01,PK,KN,KN6,MELA,A,M,SAKA,1
F01,09/18/01,PK,KN,KN6,TRPA,A,M,GRND,1
F01,09/18/01,PK,KN,KN7,AGDE,A,M,GRND,1
F01,09/18/01,PK,KN,KN7,MELA,A,F,ERAB,1
F01,09/18/01,PK,KN,KN7,MELA,3,N,AMCR,1
F01,09/18/01,PK,KN,KN7,TRPA,A,M,GRND,1
F01,09/18/01,PK,KN,KN7,TRPA,A,M,GRND,1
F01,09/18/01,PK,KN,KN83,MEAZ,A,F,ERAB,1
F01,09/18/01,PK,KN,KN83,TRPA,A,F,GRND,1
F01,09/18/01,PK,KN,KN83,XACO,A,F,GRND,1
F01,09/21/01,K,KM,KM11,PAPA,A,F,ERPU,2
F01,09/21/01,K,KM,KM11,TRPA,A,M,GRND,2
F01,09/21/01,K,KM,KM12,TRFO,A,M,TILA2,2
F01,09/21/01,K,KM,KM12,TRPA,A,M,GRND,2
F01,09/21/01,K,KM,KM12,TRPA,A,F,GRND,2
F01,09/21/01,K,KM,KM19,PSSP,2,N,ERPU,3
F01,09/21/01,K,KM,KM19,TRPA,A,M,GRND,2
F01,09/21/01,K,KM,KM19,TRPA,A,F,GRND,2
F01,09/21/01,K,KM,KM19,TRPA,A,F,GRND,2
F01,09/21/01,K,KM,KM2,MEAZ,A,F,SPCR,2
F01,09/21/01,K,KM,KM2,TRPA,A,M,GRND,2
F01,09/21/01,K,KM,KM20,TRPA,A,M,GRND,5
F01,09/21/01,K,KM,KM20,TRPA,A,F,GRND,5
F01,09/21/01,K,KM,KM5,TRPA,A,M,GRND,2
F01,09/21/01,K,KM,KM53,TRPA,A,F,GRND,2
F01,09/21/01,K,KM,KM55,AUFE,A,M,SCBR2,1
F01,09/21/01,K,KM,KM55,MEAZ,A,F,GUSA,1
F01,09/21/01,K,KM,KM55,MELA,A,F,TILA2,1
F01,09/21/01,K,KM,KM55,MELA,A,M,GRND,1
F01,09/21/01,K,KM,KM55,TRPA,A,F,GRND,1
F01,09/21/01,K,KM,KM55,TRPA,A,F,GRND,1
F01,09/21/01,K,KM,KM55,TRPA,A,M,GRND,2
F01,09/21/01,K,KM,KM55,TRPA,A,F,GRND,5
F01,09/21/01,K,KM,KM56,AUFE,A,F,SCBR2,1
F01,09/21/01,K,KM,KM56,PSSP,2,N,GRND,1
F01,09/21/01,K,KM,KM56,TRKI,A,M,GRND,1
F01,09/21/01,K,KM,KM56,TRPA,A,M,GRND,1
F01,09/21/01,K,KM,KM56,TRPA,A,M,GRND,1
F01,09/21/01,K,KM,KM57,MEAZ,A,F,SCBR2,1
F01,09/21/01,K,KM,KM57,MELA,A,M,KAPA,1
F01,09/21/01,K,KM,KM57,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KM,KM57,PSSP,2,N,GRND,2
F01,09/21/01,K,KM,KM57,TRME,A,M,GRND,1
F01,09/21/01,K,KM,KM57,TRPA,A,F,GRND,1
F01,09/21/01,K,KM,KM57,TRPA,A,F,GRND,1
F01,09/21/01,K,KM,KM6,ERSI,A,M,ARPU,1
F01,09/21/01,K,KM,KM6,ERSI,A,F,ARPU,1
F01,09/21/01,K,KM,KM6,ERSI,A,F,PAOB,1
F01,09/21/01,K,KM,KM6,ERSI,A,M,PAOB,1
F01,09/21/01,K,KM,KM6,MELA,A,M,SCBR2,1
F01,09/21/01,K,KM,KM6,PAPA,A,F,PAOB,1
F01,09/21/01,K,KM,KM6,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KM,KM6,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KM,KM6,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KM,KM6,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KM,KM6,TRPA,A,F,GRND,1
F01,09/21/01,K,KM,KM7,MEAZ,A,F,SCBR2,1
F01,09/21/01,K,KM,KM7,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KM,KM7,TRPA,A,F,GRND,1
F01,09/21/01,K,KM,KM7,TRPA,A,F,GRND,1
F01,09/21/01,K,KM,KM7,TRPA,2,N,GRND,1
F01,09/21/01,K,KM,KM7,TRPA,A,M,GRND,1
F01,09/21/01,K,KM,KM9,TRKI,A,M,GRND,1
F01,09/21/01,K,KM,KM9,TRPA,A,F,GRND,1
F01,09/21/01,K,KN,KN1,AUFE,A,M,SCBR2,1
F01,09/21/01,K,KN,KN1,AUFE,A,M,SCBR2,1
F01,09/21/01,K,KN,KN1,ERSI,A,M,HIJA,1
F01,09/21/01,K,KN,KN1,ERSI,A,F,SCBR2,1
F01,09/21/01,K,KN,KN1,MEAZ,A,F,SCBR2,1
F01,09/21/01,K,KN,KN1,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN1,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN1,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN1,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN1,PSSP,2,N,GRND,1
F01,09/21/01,K,KN,KN1,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN1,PSSP,2,N,SCBR2,2
F01,09/21/01,K,KN,KN1,TRPA,A,M,GRND,1
F01,09/21/01,K,KN,KN1,TRPA,A,M,GRND,2
F01,09/21/01,K,KN,KN10,COSP,3,N,SCBR2,1
F01,09/21/01,K,KN,KN10,PSDE,A,F,GRND,1
F01,09/21/01,K,KN,KN10,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN10,PSDE,A,M,LITT,1
F01,09/21/01,K,KN,KN10,PSDE,A,F,GRND,1
F01,09/21/01,K,KN,KN12,AGDE,2,N,SCBR2,1
F01,09/21/01,K,KN,KN12,AGDE,1,N,SCBR2,1
F01,09/21/01,K,KN,KN12,COOC,A,M,SPCR,1
F01,09/21/01,K,KN,KN12,COSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN12,COSP,3,N,SCBR2,1
F01,09/21/01,K,KN,KN12,PSDE,A,0,GRND,1
F01,09/21/01,K,KN,KN12,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN12,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN12,PSDE,A,M,SCBR2,2
F01,09/21/01,K,KN,KN12,TRPA,A,F,GRND,1
F01,09/21/01,K,KN,KN13,AGDE,1,N,SCBR2,1
F01,09/21/01,K,KN,KN13,AGDE,1,N,SCBR2,1
F01,09/21/01,K,KN,KN13,COOC,A,M,SCBR2,1
F01,09/21/01,K,KN,KN13,COSP,3,N,SCBR2,1
F01,09/21/01,K,KN,KN13,COSP,3,N,SCBR2,1
F01,09/21/01,K,KN,KN13,PSDE,A,F,GRND,1
F01,09/21/01,K,KN,KN13,PSDE,A,F,LITT,1
F01,09/21/01,K,KN,KN13,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN13,TRPA,A,M,GRND,1
F01,09/21/01,K,KN,KN19,COOC,A,M,BOER4,1
F01,09/21/01,K,KN,KN19,COSP,3,N,BOER4,1
F01,09/21/01,K,KN,KN19,PAPA,2,N,BOER4,1
F01,09/21/01,K,KN,KN19,PAPA,1,N,BOER4,1
F01,09/21/01,K,KN,KN19,PAPA,A,F,GRND,1
F01,09/21/01,K,KN,KN19,PAPA,A,F,GRND,1
F01,09/21/01,K,KN,KN19,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN19,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN19,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN19,XACO,A,F,GRND,1
F01,09/21/01,K,KN,KN2,ARCO,A,F,GRND,1
F01,09/21/01,K,KN,KN2,COSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN2,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN2,PSDE,A,F,GRND,1
F01,09/21/01,K,KN,KN2,XACO,A,M,GRND,1
F01,09/21/01,K,KN,KN20,ARCO,A,M,GRND,1
F01,09/21/01,K,KN,KN20,COSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN20,COSP,3,N,SCBR2,1
F01,09/21/01,K,KN,KN20,ERSI,2,N,SCBR2,1
F01,09/21/01,K,KN,KN20,PAPA,2,N,ARPU,1
F01,09/21/01,K,KN,KN20,PAPA,2,N,SPCR,1
F01,09/21/01,K,KN,KN20,PSDE,A,F,LITT,1
F01,09/21/01,K,KN,KN20,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN20,PSDE,A,F,GRND,1
F01,09/21/01,K,KN,KN20,TRPA,A,M,GRND,1
F01,09/21/01,K,KN,KN20,XACO,A,M,GRND,1
F01,09/21/01,K,KN,KN23,ARCO,A,F,GRND,1
F01,09/21/01,K,KN,KN23,ERSI,A,M,HIJA,1
F01,09/21/01,K,KN,KN23,PAPA,2,N,BOGR2,1
F01,09/21/01,K,KN,KN23,PAPA,2,N,BOER4,1
F01,09/21/01,K,KN,KN23,PAPA,2,N,BOER4,1
F01,09/21/01,K,KN,KN23,PAPA,2,N,BOER4,2
F01,09/21/01,K,KN,KN23,PSDE,A,F,LITT,1
F01,09/21/01,K,KN,KN23,PSDE,A,F,SPAI,1
F01,09/21/01,K,KN,KN23,PSDE,A,M,GRND,1
F01,09/21/01,K,KN,KN23,PSDE,A,M,BOER4,1
F01,09/21/01,K,KN,KN23,XACO,A,F,GRND,1
F01,09/21/01,K,KN,KN24,ARCO,A,M,GRND,1
F01,09/21/01,K,KN,KN24,ARCO,A,M,GRND,1
F01,09/21/01,K,KN,KN24,ARCO,A,M,GRND,1
F01,09/21/01,K,KN,KN24,ARCO,A,M,GRND,1
F01,09/21/01,K,KN,KN24,ERSI,A,F,HIJA,1
F01,09/21/01,K,KN,KN24,MELA,A,M,SAKA,1
F01,09/21/01,K,KN,KN24,PAPA,2,N,BOER4,1
F01,09/21/01,K,KN,KN24,PAPA,2,N,BOER4,1
F01,09/21/01,K,KN,KN24,PAPA,2,N,BOER4,1
F01,09/21/01,K,KN,KN24,PAPA,2,N,BOER4,2
F01,09/21/01,K,KN,KN24,PSDE,A,M,BOER4,1
F01,09/21/01,K,KN,KN24,PSDE,A,F,GRND,1
F01,09/21/01,K,KN,KN24,PSTE,A,F,BOER4,1
F01,09/21/01,K,KN,KN3,AUEL,A,F,GRND,1
F01,09/21/01,K,KN,KN3,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN3,TRFO,A,M,TILA,1
F01,09/21/01,K,KN,KN3,TRKI,A,F,GRND,1
F01,09/21/01,K,KN,KN4,AUFE,A,F,SCBR2,1
F01,09/21/01,K,KN,KN4,MEAZ,A,F,SCBR2,1
F01,09/21/01,K,KN,KN4,MEAZ,A,M,SAKA,1
F01,09/21/01,K,KN,KN4,MELA,A,F,SCBR2,1
F01,09/21/01,K,KN,KN4,MELA,A,F,SAKA,1
F01,09/21/01,K,KN,KN4,MELA,A,F,SAKA,1
F01,09/21/01,K,KN,KN4,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN4,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN4,TRKI,A,F,GRND,1
F01,09/21/01,K,KN,KN4,TRKI,A,F,SAKA,1
F01,09/21/01,K,KN,KN4,TRKI,A,M,GRND,2
F01,09/21/01,K,KN,KN4,TRPA,A,F,GRND,1
F01,09/21/01,K,KN,KN4,TRPA,A,M,GRND,1
F01,09/21/01,K,KN,KN4,TRPA,A,M,GRND,2
F01,09/21/01,K,KN,KN5,AUFE,A,F,SCBR2,1
F01,09/21/01,K,KN,KN5,AUFE,A,M,SCBR2,1
F01,09/21/01,K,KN,KN5,AUFE,A,M,SCBR2,1
F01,09/21/01,K,KN,KN5,MEAZ,A,M,ARPU,1
F01,09/21/01,K,KN,KN5,MEAZ,A,F,SCBR2,1
F01,09/21/01,K,KN,KN5,MELA,A,M,SAKA,1
F01,09/21/01,K,KN,KN5,PSSP,2,N,SPCR,1
F01,09/21/01,K,KN,KN5,PSSP,2,N,SCBR2,2
F01,09/21/01,K,KN,KN53,AGDE,A,M,SCBR2,1
F01,09/21/01,K,KN,KN53,AUFE,A,F,SCBR2,1
F01,09/21/01,K,KN,KN53,AUFE,A,F,SCBR2,1
F01,09/21/01,K,KN,KN53,ERSI,A,F,ARPU,1
F01,09/21/01,K,KN,KN53,PSSP,2,N,GRND,1
F01,09/21/01,K,KN,KN55,ARPS,A,F,GRND,1
F01,09/21/01,K,KN,KN55,AUEL,A,F,GRND,1
F01,09/21/01,K,KN,KN55,PAPA,A,F,HIJA,1
F01,09/21/01,K,KN,KN55,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN55,PSSP,2,N,HIJA,1
F01,09/21/01,K,KN,KN55,PSSP,2,N,HIJA,1
F01,09/21/01,K,KN,KN55,TRKI,A,M,GRND,1
F01,09/21/01,K,KN,KN55,TRKI,A,M,GRND,1
F01,09/21/01,K,KN,KN56,ERSI,A,M,HIJA,1
F01,09/21/01,K,KN,KN56,ERSI,A,F,HIJA,1
F01,09/21/01,K,KN,KN56,ERSI,A,F,ARPU,1
F01,09/21/01,K,KN,KN56,MEAZ,A,F,BOGR,1
F01,09/21/01,K,KN,KN56,PAPA,A,F,BOER,1
F01,09/21/01,K,KN,KN56,PAPA,A,F,BOER,1
F01,09/21/01,K,KN,KN56,TRKI,A,M,GRND,1
F01,09/21/01,K,KN,KN56,TRPA,A,F,GRND,1
F01,09/21/01,K,KN,KN56,TRPA,A,M,GRND,1
F01,09/21/01,K,KN,KN56,TRPA,A,F,GRND,1
F01,09/21/01,K,KN,KN57,ERSI,A,F,SPCO,1
F01,09/21/01,K,KN,KN57,ERSI,2,N,ARPU,1
F01,09/21/01,K,KN,KN57,ERSI,A,M,ARPU,2
F01,09/21/01,K,KN,KN57,MEAZ,A,F,SCBR2,1
F01,09/21/01,K,KN,KN57,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN6,AUFE,A,M,GRND,1
F01,09/21/01,K,KN,KN6,MEAZ,A,F,SPHA,1
F01,09/21/01,K,KN,KN6,MEAZ,A,M,EUAL,1
F01,09/21/01,K,KN,KN6,MELA,A,M,EUAL,1
F01,09/21/01,K,KN,KN6,PSSP,2,N,SPCO,1
F01,09/21/01,K,KN,KN6,TRFO,A,M,SPHA,1
F01,09/21/01,K,KN,KN6,TRPA,A,M,GRND,1
F01,09/21/01,K,KN,KN7,AGDE,A,M,GRND,1
F01,09/21/01,K,KN,KN7,AUFE,A,M,SCBR2,1
F01,09/21/01,K,KN,KN7,MELA,A,M,CHIN,1
F01,09/21/01,K,KN,KN7,PSSP,2,N,SCBR2,1
F01,09/21/01,K,KN,KN7,PSSP,2,N,DAPU,1
F01,09/21/01,K,KN,KN7,TRKI,A,F,GRND,1
F01,09/21/01,K,KN,KN9,ARPS,A,M,GRND,1
F01,09/21/01,K,KN,KN9,DABI,A,F,SCBR2,1
F01,09/21/01,K,KN,KN9,TRKI,A,F,GRND,1
F01,09/21/01,K,KN,KN9,TRPA,A,F,GRND,1
F01,09/21/01,K,KN,KN9,TRPA,A,M,GRND,2
F99,10/10/99,K,KM,KM10,TRPA,A,M,GRND,2
F99,10/10/99,K,KM,KM10,TRPA,A,M,GRND,3
F99,10/10/99,K,KM,KM10,TRPA,A,F,GRND,3
F99,10/10/99,K,KM,KM12,PAPA,A,M,BOER4,2
F99,10/10/99,K,KM,KM12,PSSP,2,N,ERPU,2
F99,10/10/99,K,KM,KM12,TRPA,A,F,GRND,2
F99,10/10/99,K,KM,KM12,TRPA,A,F,GRND,2
F99,10/10/99,K,KM,KM12,TRPA,A,M,GRND,3
F99,10/10/99,K,KM,KM13,TRKI,A,F,GRND,2
F99,10/10/99,K,KM,KM19,PAPA,A,M,HIJA,2
F99,10/10/99,K,KM,KM19,PSSP,2,N,ERPU,2
F99,10/10/99,K,KM,KM19,TRPA,A,F,GRND,2
F99,10/10/99,K,KM,KM19,TRPA,A,M,GRND,4
F99,10/10/99,K,KM,KM2,TRPA,A,M,GRND,3
