Date,Mound ID,Animal ID,Capture Type,Sex,Repro,Animal Mass
2/19/2005,305,172,N,F,PL,140
2/19/2005,6505,173,N,F,NR,75
2/19/2005,5505,174,N,M,NS,93
2/19/2005,3105,175,N,F,PL,146
2/19/2005,6005,176,N,F,NR,150
2/19/2005,4505,177,N,M,SC,150
2/19/2005,205,178,N,F,RL,132
2/19/2005,4205,179,N,F,RL,130
2/19/2005,7205,180,N,F,RL,116
2/19/2005,7705,182,N,F,RL,123
2/19/2005,5905,184,N,F,PL,155
2/19/2005,2305,185,N,F,PL,140
2/19/2005,705,187,N,F,RL,132
2/19/2005,3605,188,N,F,P,169
2/19/2005,2405,189,N,M,SC,144
2/19/2005,7605,191,N,F,RL,148
2/19/2005,6705,192,N,F,PL,136
2/20/2005,5205,181,N,F,NR,32
2/20/2005,5805,183,N,F,RL,142
2/20/2005,6805,186,N,M,NS,63
2/20/2005,3705,190,N,F,P,164
3/17/2005,6005,176,RC,F,RL,161
3/17/2005,205,178,RC,F,P,168
3/17/2005,3905,179,RC,F,RL,151
3/17/2005,7705,182,RC,F,NR,130
3/17/2005,5805,183,RC,F,RL,149
3/17/2005,5905,184,RC,F,PL,170
3/17/2005,2205,187,RC,F,RL,150
3/17/2005,2405,189,RC,M,SC,148
3/17/2005,7605,191,RC,F,RL,152
3/17/2005,6505,192,RC,F,RL,134
3/17/2005,4105,194,N,F,RL,147
3/17/2005,7305,195,N,F,RL,127
3/17/2005,13605,198,N,M,SC,164
3/17/2005,11205,202,N,M,NS,100
3/17/2005,7305,204,N,M,SC,164
3/17/2005,1405,205,N,F,PL,151
3/17/2005,6905,210,N,F,PL,124
3/17/2005,12505,212,N,F,NR,72
3/17/2005,5205,213,N,F,RL,141
3/17/2005,6205,214,N,M,SC,154
3/17/2005,12805,217,N,F,PL,156
3/17/2005,1505,218,N,M,NS,105
3/17/2005,105,220,N,M,SC,146
3/17/2005,2305,221,N,F,NR,89
3/17/2005,12405,222,N,F,NR,108
3/17/2005,13505,225,N,F,NR,103
3/17/2005,2705,226,N,M,NS,85
3/17/2005,8505,227,N,F,NR,108
3/17/2005,6805,228,N,F,NR,92
3/17/2005,12505,229,N,F,RL,169
3/17/2005,305,230,N,M,UNK,102
3/17/2005,705,231,N,M,SC,160
3/17/2005,2305,232,N,M,NS,100
3/17/2005,4505,233,N,M,SC,158
3/17/2005,13005,234,N,M,NS,108
3/17/2005,10105,235,N,M,NS,118
3/18/2005,5505,174,RC,M,-888,-888
3/18/2005,7505,176,RC,F,-888,-888
3/18/2005,205,178,RC,F,-888,-888
3/18/2005,3905,179,RC,F,-888,-888
3/18/2005,7705,182,RC,F,-888,-888
3/18/2005,2405,183,RC,F,-888,-888
3/18/2005,6505,186,RC,M,-888,-888
3/18/2005,2405,189,RC,M,-888,-888
3/18/2005,3705,190,RC,F,RL,135
3/18/2005,7605,191,RC,F,-888,-888
3/18/2005,6505,192,RC,F,-888,-888
3/18/2005,12405,193,N,F,RL,150
3/18/2005,7205,195,RC,F,-888,-888
3/18/2005,13605,198,RC,M,-888,-888
3/18/2005,6905,200,N,F,NR,63
3/18/2005,11005,202,RC,M,-888,-888
3/18/2005,7405,204,RC,M,-888,-888
3/18/2005,1405,205,RC,F,-888,-888
3/18/2005,7805,206,N,F,NR,91
3/18/2005,13505,208,N,M,NS,97
3/18/2005,11205,209,N,M,SC,148
3/18/2005,6905,210,RC,F,-888,-888
3/18/2005,5905,211,N,F,NR,102
3/18/2005,5205,213,RC,F,-888,-888
3/18/2005,1505,218,RC,M,-888,-888
3/18/2005,105,220,RC,M,-888,-888
3/18/2005,8505,223,N,F,RL,152
3/18/2005,2705,224,N,M,SC,90
3/18/2005,13505,225,RC,F,-888,-888
3/18/2005,12505,229,RC,F,-888,-888
3/18/2005,705,231,RC,M,-888,-888
3/18/2005,2305,232,RC,M,-888,-888
3/18/2005,10105,235,RC,M,-888,-888
3/19/2005,305,172,RC,F,RL,145
3/19/2005,5505,174,RC,M,NS,114
3/19/2005,3105,175,RC,F,RL,146
3/19/2005,205,178,RC,F,-888,-888
3/19/2005,8905,182,RC,F,-888,-888
3/19/2005,5805,183,RC,F,-888,-888
3/19/2005,5905,184,RC,F,-888,-888
3/19/2005,6505,186,RC,M,NS,105
3/19/2005,705,187,RC,F,-888,-888
3/19/2005,2405,189,RC,M,-888,-888
3/19/2005,3705,190,RC,F,-888,-888
3/19/2005,7605,191,RC,F,-888,-888
3/19/2005,7205,195,RC,F,-888,-888
3/19/2005,205,196,N,M,NS,100
3/19/2005,13605,197,N,F,RL,149
3/19/2005,13605,198,RC,M,-888,-888
3/19/2005,1605,199,N,F,NR,111
3/19/2005,2705,201,N,F,PL,144
3/19/2005,8105,203,N,M,SC,152
3/19/2005,7305,204,RC,M,-888,-888
3/19/2005,1405,205,RC,F,-888,-888
3/19/2005,7805,206,RC,F,-888,-888
3/19/2005,6505,207,N,F,RL,131
3/19/2005,6905,210,RC,F,-888,-888
3/19/2005,1405,215,N,F,NR,77
3/19/2005,9405,216,N,F,PL,130
3/19/2005,12805,217,RC,F,-888,-888
3/19/2005,5905,219,N,M,NS,144
3/19/2005,105,220,RC,M,-888,-888
3/19/2005,13505,225,RC,F,-888,-888
3/19/2005,2705,226,RC,M,-888,-888
3/19/2005,6805,228,RC,F,-888,-888
3/19/2005,12505,229,RC,F,-888,-888
3/19/2005,305,230,RC,M,-888,-888
3/19/2005,705,231,RC,M,-888,-888
4/22/2005,305,172,RC,F,RL,152
4/22/2005,6005,176,RC,F,PL,152
4/22/2005,7505,182,RC,F,PL,137
4/22/2005,2205,187,RC,F,RL,126
4/22/2005,2405,189,RC,M,SC,146
4/22/2005,3705,190,RC,F,RL,145
4/22/2005,6705,192,RC,F,RL,128
4/22/2005,4105,194,RC,F,PL,166
4/22/2005,7205,195,RC,F,PL,120
4/22/2005,7405,204,RC,M,SC,152
4/22/2005,1405,205,RC,F,RL,124
4/22/2005,12805,217,RC,F,RL,146
4/22/2005,1505,218,RC,M,NS,102
4/22/2005,3405,219,RC,M,NS,120
4/22/2005,8505,223,RC,F,RL,143
4/22/2005,8905,225,RC,F,NR,104
4/22/2005,4505,228,RC,F,NR,110
4/22/2005,1605,230,RC,M,NS,108
4/22/2005,705,231,RC,M,SC,146
4/22/2005,3005,232,RC,M,NS,114
4/22/2005,10105,235,RC,M,NS,121
4/22/2005,7805,240,N,M,SC,148
4/22/2005,305,249,N,M,NS,80
4/22/2005,6505,251,N,M,NS,98
4/22/2005,13605,255,N,M,SC,172
4/22/2005,13405,257,N,M,SC,157
4/22/2005,6105,258,N,M,NS,115
4/22/2005,5205,259,N,M,NS,120
4/22/2005,6805,260,N,F,RL,149
4/22/2005,7405,261,N,M,NS,105
4/22/2005,3405,266,N,M,SC,166
4/22/2005,3205,267,N,F,RL,124
4/22/2005,7805,270,N,F,E,141
4/23/2005,305,172,RC,F,-888,-888
4/23/2005,5505,174,RC,M,NS,117
4/23/2005,6005,176,RC,F,-888,-888
4/23/2005,205,178,RC,F,PL,156
4/23/2005,3905,179,RC,F,RL,135
4/23/2005,5905,184,RC,F,E,146
4/23/2005,2205,187,RC,F,-888,-888
4/23/2005,2405,189,RC,M,-888,-888
4/23/2005,3705,190,RC,F,-888,-888
4/23/2005,7605,191,RC,F,RL,135
4/23/2005,6505,192,RC,F,-888,-888
4/23/2005,12405,193,RC,F,RL,140
4/23/2005,4105,194,RC,F,-888,-888
4/23/2005,7205,195,RC,F,-888,-888
4/23/2005,13605,197,RC,F,E,141
4/23/2005,13605,198,RC,M,SC,163
4/23/2005,2705,201,RC,F,RL,140
4/23/2005,8105,203,RC,M,SC,144
4/23/2005,7405,204,RC,M,-888,-888
4/23/2005,1405,205,RC,F,-888,-888
4/23/2005,7805,206,RC,F,NR,114
4/23/2005,6505,207,RC,F,RL,137
4/23/2005,11205,209,RC,M,UNK,146
4/23/2005,6905,210,RC,F,RL,134
4/23/2005,5105,213,RC,F,PL,132
4/23/2005,6205,214,RC,M,SC,151
4/23/2005,9405,216,RC,F,PL,139
4/23/2005,12805,217,RC,F,-888,-888
4/23/2005,1505,218,RC,M,-888,-888
4/23/2005,2305,221,RC,F,NR,113
4/23/2005,8505,223,RC,F,-888,-888
4/23/2005,8905,225,RC,F,-888,-888
4/23/2005,1605,230,RC,M,-888,-888
4/23/2005,3005,232,RC,M,-888,-888
4/23/2005,4505,233,RC,M,SC,154
4/23/2005,13005,234,RC,M,NS,113
4/23/2005,4205,235,RC,M,-888,-888
4/23/2005,7505,236,N,M,SC,147
4/23/2005,605,237,N,M,SC,165
4/23/2005,10305,239,N,M,NS,100
4/23/2005,6605,240,RC,M,-888,-888
4/23/2005,13005,245,N,F,RL,125
4/23/2005,5205,246,N,M,NS,119
4/23/2005,11405,250,N,F,RL,139
4/23/2005,6705,251,RC,M,-888,-888
4/23/2005,2205,254,N,M,NS,108
4/23/2005,7505,256,N,M,NS,100
4/23/2005,13405,257,RC,M,-888,-888
4/23/2005,6105,258,RC,M,-888,-888
4/23/2005,7405,261,RC,M,-888,-888
4/23/2005,4105,262,N,F,NR,66
4/23/2005,5305,265,N,M,SC,146
4/23/2005,3405,266,RC,M,-888,-888
4/23/2005,3205,267,RC,F,-888,-888
4/23/2005,15905,268,N,M,SC,155
4/23/2005,13505,269,N,F,RL,145
4/23/2005,7805,270,RC,F,-888,-888
4/24/2005,305,172,RC,F,-888,-888
4/24/2005,5505,174,RC,M,-888,-888
4/24/2005,3105,175,RC,F,RL,146
4/24/2005,6105,176,RC,F,-888,-888
4/24/2005,3905,179,RC,F,-888,-888
4/24/2005,8905,182,RC,F,-888,-888
4/24/2005,5805,183,RC,F,PL,146
4/24/2005,2305,185,RC,F,RL,129
4/24/2005,2205,187,RC,F,-888,-888
4/24/2005,5905,189,RC,M,-888,-888
4/24/2005,7605,191,RC,F,-888,-888
4/24/2005,6705,192,RC,F,-888,-888
4/24/2005,12405,193,RC,F,-888,-888
4/24/2005,4105,194,RC,F,-888,-888
4/24/2005,7205,195,RC,F,-888,-888
4/24/2005,13605,197,RC,F,-888,-888
4/24/2005,13605,198,RC,M,-888,-888
4/24/2005,8605,202,RC,M,NS,118
4/24/2005,8105,203,RC,M,-888,-888
4/24/2005,1405,205,RC,F,-888,-888
4/24/2005,7505,210,RC,F,-888,-888
4/24/2005,6205,214,RC,M,-888,-888
4/24/2005,9405,216,RC,F,-888,-888
4/24/2005,12805,217,RC,F,-888,-888
4/24/2005,1505,218,RC,M,-888,-888
4/24/2005,105,220,RC,M,SC,149
4/24/2005,8505,223,RC,F,-888,-888
4/24/2005,8905,225,RC,F,-888,-888
4/24/2005,6805,228,RC,F,-888,-888
4/24/2005,12505,229,RC,F,RL,141
4/24/2005,705,231,RC,M,-888,-888
4/24/2005,3005,232,RC,M,-888,-888
4/24/2005,10105,235,RC,M,-888,-888
4/24/2005,605,237,RC,M,-888,-888
4/24/2005,9405,238,N,M,NS,104
4/24/2005,6605,240,RC,M,-888,-888
4/24/2005,6005,241,N,M,NS,120
4/24/2005,9005,242,N,M,SC,150
4/24/2005,6505,243,N,F,NR,104
4/24/2005,5105,244,N,F,NR,105
4/24/2005,5205,246,RC,M,-888,-888
4/24/2005,3705,247,N,F,NR,74
4/24/2005,8505,248,N,F,NR,93
4/24/2005,11405,250,RC,F,-888,-888
4/24/2005,6405,252,N,M,SC,158
4/24/2005,8205,253,N,M,SC,136
4/24/2005,7405,261,RC,M,-888,-888
4/24/2005,12405,263,N,M,UNK,84
4/24/2005,2205,264,N,M,NS,111
4/24/2005,5305,265,RC,M,-888,-888
4/24/2005,3405,266,RC,M,-888,-888
4/24/2005,3205,267,RC,F,-888,-888
4/24/2005,13505,269,RC,F,-888,-888
4/24/2005,7805,270,RC,F,-888,-888
5/27/2005,1505,172,RC,F,RL,133
5/27/2005,5505,174,RC,M,NS,124
5/27/2005,3105,175,RC,F,PL,142
5/27/2005,7705,182,RC,F,RL,136
5/27/2005,2405,183,RC,F,PL,142
5/27/2005,5805,183,RC,F,PL,149
5/27/2005,5905,184,RC,F,P,168
5/27/2005,2305,185,RC,F,PL,116
5/27/2005,2205,187,RC,F,PL,132
5/27/2005,2405,189,RC,M,SC,140
5/27/2005,3705,190,RC,F,RL,135
5/27/2005,7605,191,RC,F,PL,133
5/27/2005,6505,192,RC,F,RL,136
5/27/2005,4105,194,RC,F,PL,134
5/27/2005,13605,197,RC,F,RL,156
5/27/2005,7405,204,RC,M,SC,158
5/27/2005,1405,205,RC,F,PL,126
5/27/2005,8005,206,RC,F,NR,117
5/27/2005,6505,207,RC,F,PL,131
5/27/2005,11205,209,RC,M,SC,149
5/27/2005,7505,210,RC,F,PL,133
5/27/2005,12805,217,RC,F,RL,137
5/27/2005,1505,218,RC,M,NS,118
5/27/2005,3405,219,RC,M,NS,129
5/27/2005,105,220,RC,M,SC,142
5/27/2005,8505,223,RC,F,PL,143
5/27/2005,2805,224,RC,M,NS,118
5/27/2005,8905,225,RC,F,NR,117
5/27/2005,8405,228,RC,F,NR,112
5/27/2005,1605,230,RC,M,NS,116
5/27/2005,705,231,RC,M,SC,148
5/27/2005,3005,232,RC,M,NS,123
5/27/2005,4505,233,RC,M,SC,153
5/27/2005,12905,234,RC,M,NS,115
5/27/2005,4205,235,RC,M,NS,138
5/27/2005,7505,236,RC,M,SC,136
5/27/2005,605,237,RC,M,SC,155
5/27/2005,5405,238,RC,M,NS,109
5/27/2005,10305,239,RC,M,NS,110
5/27/2005,6605,240,RC,M,SC,134
5/27/2005,6005,241,RC,M,NS,135
5/27/2005,9005,242,RC,M,SC,134
5/27/2005,13005,245,RC,F,PL,134
5/27/2005,5205,246,RC,M,NS,129
5/27/2005,11605,250,RC,F,RL,115
5/27/2005,805,254,RC,M,NS,111
5/27/2005,13405,257,RC,M,SC,155
5/27/2005,6105,258,RC,M,NS,122
5/27/2005,6805,260,RC,F,PL,130
5/27/2005,7005,261,RC,M,NS,117
5/27/2005,5305,265,RC,M,SC,142
5/27/2005,3205,267,RC,F,PL,130
5/27/2005,15905,268,RC,M,SC,147
5/27/2005,7805,270,RC,F,P,171
5/27/2005,2605,271,N,M,NS,114
5/27/2005,3605,272,N,F,NR,122
5/27/2005,5005,273,N,M,NS,110
5/27/2005,15705,274,N,F,NR,110
5/27/2005,9505,275,N,F,PL,134
5/27/2005,3505,276,N,M,SC,139
5/27/2005,4005,277,N,M,NS,94
5/27/2005,3205,278,N,F,NR,90
5/27/2005,3105,279,N,M,NS,104
5/27/2005,7105,280,N,F,NR,121
5/27/2005,11105,281,N,M,NS,110
5/27/2005,14305,282,N,M,SC,141
5/27/2005,13505,283,N,F,NR,93
5/27/2005,13305,284,N,M,NS,101
5/27/2005,13105,285,N,M,NS,111
5/27/2005,12405,286,N,M,NS,57
5/27/2005,12505,287,N,M,NS,99
5/27/2005,13005,288,N,M,NS,86
5/27/2005,9905,289,N,F,NR,119
5/27/2005,9705,290,N,M,NS,114
5/27/2005,6805,291,N,F,UNK,100
5/27/2005,10305,292,N,F,NR,118
5/27/2005,9005,293,N,F,NR,99
5/27/2005,5805,294,N,F,NR,100
5/27/2005,8805,295,N,F,PL,134
5/28/2005,305,172,RC,F,-888,-888
5/28/2005,5505,174,RC,M,-888,-888
5/28/2005,3105,175,RC,F,-888,-888
5/28/2005,205,178,RC,F,PL,141
5/28/2005,7705,182,RC,F,-888,-888
5/28/2005,5805,183,RC,F,-888,-888
5/28/2005,5905,184,RC,F,-888,-888
5/28/2005,2205,187,RC,F,-888,-888
5/28/2005,2405,189,RC,M,-888,-888
5/28/2005,3705,190,RC,F,-888,-888
5/28/2005,6505,192,RC,F,-888,-888
5/28/2005,4105,194,RC,F,-888,-888
5/28/2005,13605,197,RC,F,-888,-888
5/28/2005,8105,203,RC,M,SC,140
5/28/2005,7405,204,RC,M,-888,-888
5/28/2005,1405,205,RC,F,-888,-888
5/28/2005,8005,206,RC,F,-888,-888
5/28/2005,6905,210,RC,F,-888,-888
5/28/2005,5105,213,RC,F,PL,133
5/28/2005,6205,214,RC,M,SC,153
5/28/2005,12805,217,RC,F,-888,-888
5/28/2005,1505,218,RC,M,-888,-888
5/28/2005,3405,219,RC,M,-888,-888
5/28/2005,2405,220,RC,M,-888,-888
5/28/2005,2805,224,RC,M,-888,-888
5/28/2005,8905,225,RC,F,-888,-888
5/28/2005,4505,228,RC,F,-888,-888
5/28/2005,1605,230,RC,M,-888,-888
5/28/2005,3005,232,RC,M,-888,-888
5/28/2005,4505,233,RC,M,-888,-888
5/28/2005,12905,234,RC,M,-888,-888
5/28/2005,10105,235,RC,M,-888,-888
5/28/2005,7505,236,RC,M,-888,-888
5/28/2005,605,237,RC,M,-888,-888
5/28/2005,5405,238,RC,M,-888,-888
5/28/2005,10305,239,RC,M,-888,-888
5/28/2005,6605,240,RC,M,-888,-888
5/28/2005,6005,241,RC,M,-888,-888
5/28/2005,13005,245,RC,F,-888,-888
5/28/2005,5205,246,RC,M,-888,-888
5/28/2005,11605,250,RC,F,-888,-888
5/28/2005,9505,252,RC,M,SC,162
5/28/2005,805,254,RC,M,-888,-888
5/28/2005,7505,256,RC,M,NS,122
5/28/2005,6105,258,RC,M,-888,-888
5/28/2005,5305,265,RC,M,-888,-888
5/28/2005,3205,267,RC,F,-888,-888
5/28/2005,15905,268,RC,M,-888,-888
5/28/2005,13505,269,RC,F,RL,124
5/28/2005,2605,271,RC,M,-888,-888
5/28/2005,3605,272,RC,F,-888,-888
5/28/2005,5005,273,RC,M,-888,-888
5/28/2005,15705,274,RC,F,-888,-888
5/28/2005,3505,276,RC,M,-888,-888
5/28/2005,4005,277,RC,M,-888,-888
5/28/2005,3105,279,RC,M,-888,-888
5/28/2005,13305,284,RC,M,-888,-888
5/28/2005,13105,285,RC,M,-888,-888
5/28/2005,12405,286,RC,M,-888,-888
5/28/2005,12505,287,RC,M,-888,-888
5/28/2005,13005,288,RC,M,-888,-888
5/28/2005,9905,289,RC,F,-888,-888
5/28/2005,10305,292,RC,F,-888,-888
5/28/2005,10405,293,RC,F,-888,-888
5/28/2005,5805,294,RC,F,-888,-888
5/28/2005,13505,296,N,M,NS,109
5/28/2005,12805,297,N,F,NR,112
5/28/2005,6405,298,N,M,NS,110
5/28/2005,7605,299,N,F,NR,120
5/28/2005,405,300,N,M,NS,108
5/28/2005,1405,301,N,M,NS,87
5/28/2005,2205,302,N,F,NR,114
5/28/2005,2705,303,N,F,NR,91
5/28/2005,3705,304,N,M,NS,111
5/28/2005,4705,305,N,M,NS,90
5/28/2005,15805,306,N,M,NS,124
5/28/2005,9405,307,N,M,NS,99
5/28/2005,3205,308,N,M,NS,95
5/28/2005,4105,309,N,F,NR,102
5/29/2005,305,172,RC,F,-888,-888
5/29/2005,5505,174,RC,M,-888,-888
5/29/2005,2405,175,RC,F,-888,-888
5/29/2005,3905,176,RC,F,PL,152
5/29/2005,205,178,RC,F,-888,-888
5/29/2005,7705,182,RC,F,-888,-888
5/29/2005,5905,184,RC,F,-888,-888
5/29/2005,2305,185,RC,F,-888,-888
5/29/2005,2405,189,RC,M,-888,-888
5/29/2005,3705,190,RC,F,-888,-888
5/29/2005,7605,191,RC,F,-888,-888
5/29/2005,6705,192,RC,F,-888,-888
5/29/2005,4105,194,RC,F,-888,-888
5/29/2005,13605,198,RC,M,SC,164
5/29/2005,2705,201,RC,F,RL,148
5/29/2005,8105,203,RC,M,-888,-888
5/29/2005,1405,205,RC,F,-888,-888
5/29/2005,8005,206,RC,F,-888,-888
5/29/2005,11205,209,RC,M,-888,-888
5/29/2005,5205,213,RC,F,-888,-888
5/29/2005,4005,214,RC,M,-888,-888
5/29/2005,9405,216,RC,F,PL,128
5/29/2005,12805,217,RC,F,-888,-888
5/29/2005,1505,218,RC,M,-888,-888
5/29/2005,3405,219,RC,M,-888,-888
5/29/2005,8505,223,RC,F,-888,-888
5/29/2005,2805,224,RC,M,-888,-888
5/29/2005,8905,225,RC,F,-888,-888
5/29/2005,1605,230,RC,M,-888,-888
5/29/2005,705,231,RC,M,-888,-888
5/29/2005,3005,232,RC,M,-888,-888
5/29/2005,4505,233,RC,M,-888,-888
5/29/2005,12905,234,RC,M,-888,-888
5/29/2005,10105,235,RC,M,-888,-888
5/29/2005,7505,236,RC,M,-888,-888
5/29/2005,605,237,RC,M,SC,-888
5/29/2005,5405,238,RC,M,-888,-888
5/29/2005,10305,239,RC,M,-888,-888
5/29/2005,6605,240,RC,M,-888,-888
5/29/2005,6005,241,RC,M,-888,-888
5/29/2005,9005,242,RC,M,-888,-888
5/29/2005,13005,245,RC,F,-888,-888
5/29/2005,5205,246,RC,M,-888,-888
5/29/2005,11605,250,RC,F,-888,-888
5/29/2005,6405,252,RC,M,-888,-888
5/29/2005,805,254,RC,M,-888,-888
5/29/2005,6805,260,RC,F,-888,-888
5/29/2005,3205,267,RC,F,-888,-888
5/29/2005,15905,268,RC,M,-888,-888
5/29/2005,2605,271,RC,M,-888,-888
5/29/2005,3605,272,RC,F,-888,-888
5/29/2005,5005,273,RC,M,-888,-888
5/29/2005,9505,275,RC,F,-888,-888
5/29/2005,3505,276,RC,M,-888,-888
5/29/2005,4005,277,RC,M,-888,-888
5/29/2005,3105,279,RC,M,-888,-888
5/29/2005,7105,280,RC,F,-888,-888
5/29/2005,13305,284,RC,M,-888,-888
5/29/2005,12405,286,RC,M,-888,-888
5/29/2005,12505,287,RC,M,-888,-888
5/29/2005,9905,289,RC,F,-888,-888
5/29/2005,9705,290,RC,M,-888,-888
5/29/2005,10405,293,RC,F,-888,-888
5/29/2005,5805,294,RC,F,-888,-888
5/29/2005,12805,297,RC,F,-888,-888
5/29/2005,4705,305,RC,M,-888,-888
5/29/2005,6205,309,RC,F,-888,-888
5/29/2005,7605,310,N,F,NR,66
5/29/2005,205,311,N,F,PL,139
5/29/2005,605,312,N,F,NR,94
5/29/2005,1405,313,N,M,NS,93
6/20/2005,305,172,RC,F,PL,143
6/20/2005,5505,174,RC,M,NS,125
6/20/2005,3105,175,RC,F,PL,145
6/20/2005,205,178,RC,F,PL,151
6/20/2005,7705,182,RC,F,PL,131
6/20/2005,16105,183,RC,F,PL,144
6/20/2005,5905,184,RC,F,PL,142
6/20/2005,3705,190,RC,F,PL,131
6/20/2005,4105,194,RC,F,PL,140
6/20/2005,13605,197,RC,F,PL,135
6/20/2005,2705,201,RC,F,RL,132
6/20/2005,8105,203,RC,M,SC,145
6/20/2005,6505,207,RC,F,PL,139
6/20/2005,11205,209,RC,M,SC,140
6/20/2005,5105,213,RC,F,PL,135
6/20/2005,3405,219,RC,M,NS,131
6/20/2005,2805,224,RC,M,NS,121
6/20/2005,4705,228,RC,F,NR,119
6/20/2005,12505,229,RC,F,PL,138
6/20/2005,1605,230,RC,M,NS,120
6/20/2005,3005,232,RC,M,NS,117
6/20/2005,12905,234,RC,M,NS,121
6/20/2005,13005,245,RC,F,PL,135
6/20/2005,6705,251,RC,M,NS,107
6/20/2005,6405,252,RC,M,SC,148
6/20/2005,805,254,RC,M,NS,117
6/20/2005,11605,256,RC,M,NS,126
6/20/2005,7005,261,RC,M,NS,124
6/20/2005,5305,265,RC,M,SC,141
6/20/2005,13505,269,RC,F,PL,132
6/20/2005,2605,271,RC,M,NS,114
6/20/2005,5005,273,RC,M,NS,121
6/20/2005,3105,279,RC,M,NS,116
6/20/2005,7105,280,RC,F,NR,122
6/20/2005,13105,285,RC,M,NS,115
6/20/2005,10405,293,RC,F,NR,109
6/20/2005,8805,295,RC,F,PL,132
6/20/2005,12705,297,RC,F,NR,123
6/20/2005,1405,301,RC,M,NS,117
6/20/2005,7205,328,N,M,SC,124
6/21/2005,16105,183,RC,F,-888,-888
6/21/2005,2305,185,RC,F,PL,114
6/21/2005,3705,190,RC,F,-888,-888
6/21/2005,4105,194,RC,F,-888,-888
6/21/2005,2705,201,RC,F,-888,-888
6/21/2005,5105,213,RC,F,-888,-888
6/21/2005,105,220,RC,M,SC,143
6/21/2005,4705,228,RC,F,-888,-888
6/21/2005,3005,232,RC,M,-888,-888
6/21/2005,12905,234,RC,M,-888,-888
6/21/2005,10105,235,RC,M,NS,132
6/21/2005,605,237,RC,M,SC,154
6/21/2005,16005,247,RC,F,NR,108
6/21/2005,805,254,RC,M,-888,-888
6/21/2005,7805,270,RC,F,PL,142
6/21/2005,2605,271,RC,M,-888,-888
6/21/2005,3105,279,RC,M,-888,-888
6/21/2005,13105,285,RC,M,-888,-888
6/21/2005,12405,287,RC,M,NS,116
6/21/2005,8805,295,RC,F,-888,-888
6/21/2005,12705,297,RC,F,-888,-888
6/21/2005,1405,301,RC,M,-888,-888
6/22/2005,5505,174,RC,M,-888,-888
6/22/2005,3905,176,RC,F,PL,158
6/22/2005,205,178,RC,F,-888,-888
6/22/2005,7705,182,RC,F,-888,-888
6/22/2005,16105,183,RC,F,-888,-888
6/22/2005,2305,185,RC,F,-888,-888
6/22/2005,2405,189,RC,M,SC,142
6/22/2005,3705,190,RC,F,-888,-888
6/22/2005,6505,192,RC,F,PL,130
6/22/2005,13605,197,RC,F,-888,-888
6/22/2005,2705,201,RC,F,-888,-888
6/22/2005,8005,206,RC,F,NR,120
6/22/2005,11205,209,RC,M,-888,-888
6/22/2005,5105,213,RC,F,-888,-888
6/22/2005,9405,216,RC,F,PL,146
6/22/2005,12805,217,RC,F,-888,-888
6/22/2005,105,220,RC,M,-888,-888
6/22/2005,2805,224,RC,M,-888,-888
6/22/2005,8905,225,RC,F,NR,122
6/22/2005,1605,230,RC,M,-888,-888
6/22/2005,3005,232,RC,M,-888,-888
6/22/2005,4505,233,RC,M,SC,150
6/22/2005,12905,234,RC,M,-888,-888
6/22/2005,9005,242,RC,M,SC,142
6/22/2005,5205,246,RC,M,NS,137
6/22/2005,16005,247,RC,F,-888,-888
6/22/2005,6705,251,RC,M,-888,-888
6/22/2005,805,254,RC,M,-888,-888
6/22/2005,11605,256,RC,M,-888,-888
6/22/2005,6105,258,RC,M,NS,136
6/22/2005,6805,260,RC,F,UNK,132
6/22/2005,7005,261,RC,M,-888,-888
6/22/2005,5305,265,RC,M,-888,-888
6/22/2005,3205,267,RC,F,PL,122
6/22/2005,13505,269,RC,F,-888,-888
6/22/2005,2605,271,RC,M,-888,-888
6/22/2005,3605,272,RC,F,NR,125
6/22/2005,15705,274,RC,F,NR,118
6/22/2005,3505,276,RC,M,SC,136
6/22/2005,3105,279,RC,M,-888,-888
6/22/2005,7105,280,RC,F,-888,-888
6/22/2005,14305,282,RC,M,-888,-888
6/22/2005,13505,283,RC,F,NR,107
6/22/2005,13305,284,RC,M,NS,126
6/22/2005,13105,285,RC,M,-888,-888
6/22/2005,12405,287,RC,M,-888,-888
6/22/2005,9905,289,RC,F,NR,125
6/22/2005,10405,293,RC,F,-888,-888
6/22/2005,5805,294,RC,F,NR,110
6/22/2005,8805,295,RC,F,-888,-888
6/22/2005,12705,297,RC,F,-888,-888
6/22/2005,7605,299,RC,F,NR,126
6/22/2005,1405,301,RC,M,-888,-888
6/22/2005,9305,307,RC,M,NS,102
6/22/2005,405,312,RC,F,NR,108
6/22/2005,2505,318,N,F,NR,108
6/22/2005,10905,319,N,M,SC,146
6/22/2005,8605,320,N,F,NR,106
6/22/2005,13005,321,N,M,NS,104
7/28/2005,3105,175,RC,F,PL,143
7/28/2005,3905,176,RC,F,PL,159
7/28/2005,7705,182,RC,F,PL,136
7/28/2005,5905,184,RC,F,PL,149
7/28/2005,3705,190,RC,F,PL,132
7/28/2005,6705,192,RC,F,PL,138
7/28/2005,4105,194,RC,F,PL,141
7/28/2005,13605,197,RC,F,PL,138
7/28/2005,8805,203,RC,M,SC,146
7/28/2005,7405,204,RC,M,SC,153
7/28/2005,8005,206,RC,F,NR,122
7/28/2005,6505,207,RC,F,PL,142
