year,location,period,habitat,recap,night,web,trap,species_code,id,tag,sex,age,mass,reproduction,body,tail,foot,ear,comments
1991,fireblk1,2,grass,n,1,1,75,pmle,na,na,m,a,23,na,90,79,22,15,"tail bicolored, but not real obvious"
1991,fireblk1,2,grass,n,1,2,119,neal,na,na,m,a,213,na,na,na,na,na,
1991,fireblk1,2,grass,n,2,1,144,pmtr,na,na,m,a,23.5,na,85,90,23,22,
1991,fireblk1,2,grass,n,2,1,27,pmle,na,na,f,a,20,na,73,76,22,13,nipples visible
1991,fireblk1,2,grass,n,2,1,41,neal,na,na,m,a,133,na,na,na,na,na,
1991,fireblk1,2,grass,n,2,1,71,spsp,na,na,f,a,107,l,na,na,na,na,
1991,fireblk1,2,grass,n,2,1,72,neal,na,na,f,j,87,na,na,na,na,na,nipples visible
1991,fireblk1,2,grass,n,2,2,104,neal,na,na,f,a,154,l,na,na,na,na,nipples visible
1991,fireblk1,2,grass,n,2,2,141,spsp,na,na,f,a,119,na,na,na,na,na,
1991,fireblk1,2,grass,n,2,2,48,pmtr,na,na,f,a,21,na,90,82,22,20,
1991,fireblk1,2,grass,n,2,2,69,pmle,na,na,f,a,28,na,97,80,21,15,nipples visible
1991,fireblk1,2,grass,n,2,3,43,spsp,na,na,m,a,107,st,na,na,na,na,
1991,fireblk1,2,grass,n,2,4,63,pmle,na,na,f,a,36,p,na,na,na,na,
1991,fireblk1,2,grass,n,3,1,142,spsp,na,na,m,a,8.5,st,60,52,na,na,ear patch
1991,fireblk1,2,grass,n,3,3,22,pmle,na,na,m,a,20,na,85,83,21,14,
1991,fireblk1,2,grass,n,3,4,32,spsp,na,na,f,a,86,na,na,na,na,na,
1991,fireblk2,2,grass,n,1,1,18,onar,na,na,m,a,26,st,87,50,na,na,
1991,fireblk2,2,grass,n,1,2,138,neal,na,na,m,a,159,na,na,na,na,na,
1991,fireblk2,2,grass,n,1,3,52,neal,na,na,f,a,128,na,na,na,na,na,
1991,fireblk2,2,grass,n,1,3,98,disp,na,na,f,a,122,l,na,na,na,na,
1991,fireblk2,2,grass,n,1,4,97,pmle,na,na,m,a,na,na,na,na,na,na,escaped
1991,fireblk2,2,grass,n,2,1,110,spsp,na,na,f,a,97,na,na,na,na,na,
1991,fireblk2,2,grass,n,2,1,118,pmle,na,na,m,a,na,na,76,74,20,15,escaped
1991,fireblk2,2,grass,n,2,2,10,pmle,na,na,f,a,22,na,85,80,22,15,
1991,fireblk2,2,grass,n,2,2,121,onar,na,na,f,a,30,p,95,47,na,na,appears to be late in pregnacy- maybe lactating
1991,fireblk2,2,grass,n,2,2,78,spsp,na,na,f,a,106,na,na,na,na,na,
1991,fireblk2,2,grass,n,2,3,117,spsp,na,na,f,a,90,na,na,na,na,na,
1991,fireblk2,2,grass,n,2,3,54,neal,na,na,m,a,180,na,na,na,na,na,
1991,fireblk2,2,grass,n,2,3,58,pmle,na,na,f,a,19,na,92,71,21,13,
1991,fireblk2,2,grass,n,2,3,68,neal,na,na,m,a,138,na,na,na,na,na,
1991,fireblk2,2,grass,n,2,3,78,spsp,na,na,m,a,143,na,na,na,na,na,
1991,fireblk2,2,grass,n,2,4,139,pmle,na,na,f,a,20,na,72,81,20,12,
1991,fireblk2,2,grass,n,2,4,14,pmle,na,na,na,a,na,na,na,na,na,na,
1991,fireblk2,2,grass,n,2,4,16,pmle,na,na,m,a,23,na,89,70,22,15,
1991,fireblk2,2,grass,n,3,2,91,onar,na,na,m,a,15,na,87,50,na,na,
1991,fireblk2,2,grass,n,3,4,68,pgsp,na,na,f,a,10,l,na,na,na,na,approximate weight
1991,fireblk3,2,grass,n,1,2,115,spsp,na,na,f,j,60,na,na,na,na,na,hard to tell sex
1991,fireblk3,2,grass,n,1,2,79,spsp,na,na,na,j,69,na,na,na,na,na,to young to sex positively
1991,fireblk3,2,grass,n,1,4,10,spsp,na,na,f,j,na,na,na,na,na,na,dit
1991,fireblk3,2,grass,n,2,2,114,spsp,na,na,m,j,63,na,na,na,na,na,"sex undetermined; barely alive, probably wont make it"
1991,fireblk3,2,grass,n,2,2,126,onsp,na,na,m,a,na,na,87,na,na,na,escaped before tail length taken; species unknown
1991,fireblk3,2,grass,n,2,2,35,pgsp,na,na,m,a,9,na,51,52,na,na,post auricular patches
1991,fireblk3,2,grass,n,2,2,53,spsp,na,na,f,j,62,na,na,na,na,na,sex hard to tell
1991,fireblk3,2,grass,n,2,2,81,spsp,na,na,f,j,79,na,na,na,na,na,sex hard to tell
1991,fireblk3,2,grass,n,2,2,83,spsp,na,na,f,a,125,na,na,na,na,na,dit
1991,fireblk3,2,grass,n,2,2,91,spsp,na,na,m,j,61,na,na,na,na,na,sex hard to determine; dit
1991,fireblk3,2,grass,n,2,3,24,spsp,na,na,na,a,na,na,na,na,na,na,escaped before could mark or collect data
1991,fireblk3,2,grass,n,2,3,57,spsp,na,na,f,a,na,na,na,na,na,na,dit
1991,fireblk3,2,grass,n,2,4,57,pgsp,na,na,f,a,9,na,60,58,na,na,
1991,fireblk3,2,grass,n,3,2,31,spsp,na,na,na,j,63,na,na,na,na,na,cant tell sex
1991,fireblk3,2,grass,n,3,3,60,pgsp,na,na,m,a,8,st,52,56,na,na,
1991,fireblk3,2,grass,n,3,4,27,pgsp,na,na,m,a,10,na,61,62,na,na,post auricular patches
1991,fireblk4,2,grass,n,1,1,93,pmtr,na,na,f,a,16,na,73,65,22,21,
1991,fireblk4,2,grass,n,2,2,31,onle,na,na,m,a,24,na,98,50,na,na,
1991,fireblk4,2,grass,n,2,4,48,spsp,na,na,f,j,62,na,na,na,na,na,
1991,fireblk4,2,grass,n,3,1,103,pgsp,na,na,f,a,8.5,p,58,51,na,na,
1991,fireblk4,2,grass,n,3,1,116,pmtr,na,na,f,a,11.5,na,72,77,22,20,
1991,fireblk4,2,grass,n,3,1,130,spsp,na,na,m,j,51,na,na,na,na,na,not positive on sex due to immaturity of animal
1991,fireblk4,2,grass,n,3,1,16,pgsp,na,na,m,a,8,st,56,50,na,na,
1991,fireblk4,2,grass,n,3,1,33,spsp,na,na,f,a,111,l,na,na,na,na,
1991,fireblk4,2,grass,n,3,2,30,pgsp,na,na,m,a,7,na,55,50,na,na,
1991,fireblk4,2,grass,n,3,2,46,pmer,na,na,f,a,na,na,56,73,21,13,tail fairly bald; forgot to weigh
1991,fireblk4,2,grass,n,3,2,74,onar,na,na,m,a,na,na,78,49,na,na,dit- heat
1992,fireblk?,2,grass,n,2,3,60,onar,na,na,m,a,18,st,na,na,na,na,
1992,fireblk1,1,grass,n,1,1,125,pmsp,na,na,m,a,24,na,82,80,20,15,weakly bicolored tail
1992,fireblk1,1,grass,n,1,1,128,resp,na,na,f,a,15,p,72,60,16,14,
1992,fireblk1,1,grass,n,1,1,45,resp,na,na,f,a,10,na,70,62,15,13,
1992,fireblk1,1,grass,n,1,1,48,onar,na,na,f,a,35,na,na,na,na,na,
1992,fireblk1,1,grass,n,1,1,70,pgfv,na,na,m,a,8,na,na,na,na,na,
1992,fireblk1,1,grass,n,1,1,89,pgfl,na,na,f,a,10,na,na,na,na,na,
1992,fireblk1,1,grass,n,1,1,96,spsp,na,na,m,j,75,na,na,na,na,na,near full moon; partly cloudy
1992,fireblk1,1,grass,n,1,2,130,spsp,na,na,f,a,94,na,na,na,na,na,
1992,fireblk1,1,grass,n,1,3,33,pgfv,na,na,f,a,7,na,na,na,na,na,
1992,fireblk1,1,grass,n,1,3,45,dior,na,na,m,a,48,st,na,na,na,na,
1992,fireblk1,1,grass,n,1,3,8,pgfv,na,na,f,a,52,na,na,na,na,na,
1992,fireblk1,1,grass,n,1,3,89,onar,na,na,f,a,24,na,na,na,na,na,
1992,fireblk1,1,grass,n,2,1,137,pgfv,na,na,m,a,9,st,na,na,na,na,
1992,fireblk1,1,grass,n,2,1,48,onar,na,na,m,a,24,st,na,na,na,na,
1992,fireblk1,1,grass,n,2,1,89,pgfv,na,na,m,a,9,na,na,na,na,na,partly cloudy; full moon
1992,fireblk1,1,grass,n,2,1,96,spsp,na,na,m,a,78,st,na,na,na,na,subadult?
1992,fireblk1,1,grass,n,2,2,59,spsp,na,na,f,a,118,na,na,na,na,na,
1992,fireblk1,1,grass,n,2,2,70,pgfv,na,na,f,a,9,l,na,na,na,na,
1992,fireblk1,1,grass,n,2,3,46,disp,na,na,f,a,126,na,na,na,na,na,
1992,fireblk1,1,grass,n,2,3,62,onar,na,na,m,a,26,na,na,na,na,na,
1992,fireblk1,1,grass,n,2,3,79,pgfv,na,na,f,a,9,na,na,na,na,na,
1992,fireblk1,1,grass,n,2,3,80,pgfv,na,na,f,a,9,l,na,na,na,na,
1992,fireblk1,1,grass,n,2,3,83,spsp,na,na,m,a,94,st,na,na,na,na,
1992,fireblk1,1,grass,n,2,4,101,spsp,na,na,m,a,94,na,na,na,na,na,
1992,fireblk1,1,grass,n,2,4,60,spsp,na,na,f,a,90,na,na,na,na,na,subadult?
1992,fireblk1,1,grass,n,3,1,137,pgfv,na,na,m,a,9,st,na,na,na,na,
1992,fireblk1,1,grass,n,3,1,75,resp,na,na,m,a,10,na,na,na,na,na,
1992,fireblk1,1,grass,n,3,1,88,pgfv,na,na,m,a,9,st,na,na,na,na,
1992,fireblk1,1,grass,n,3,2,21,spsp,na,na,f,a,86,na,na,na,na,na,
1992,fireblk1,1,grass,n,3,2,27,syl,na,na,na,j,165,na,na,na,na,na,dit
1992,fireblk1,1,grass,n,3,2,59,spsp,na,na,f,a,110,na,na,na,na,na,
1992,fireblk1,1,grass,n,3,2,69,spsp,na,na,m,a,101,st,na,na,na,na,
1992,fireblk1,1,grass,n,3,3,45,spsp,na,na,f,a,115,p,na,na,na,na,
1992,fireblk1,1,grass,n,3,4,123,onar,na,na,m,a,24,na,na,na,na,na,
1992,fireblk1,1,grass,n,3,4,124,spsp,na,na,m,a,88,st,na,na,na,na,
1992,fireblk1,1,grass,y,2,1,125,pmsp,na,na,m,a,23,na,na,na,na,na,
1992,fireblk1,1,grass,y,2,1,45,resp,na,na,f,a,10,na,na,na,na,na,
1992,fireblk1,1,grass,y,2,2,125,spsp,na,na,f,a,85,na,na,na,na,na,subadult?
1992,fireblk1,1,grass,y,2,3,33,pgfv,na,na,f,a,na,na,na,na,na,na,
1992,fireblk1,1,grass,y,2,3,45,dior,na,na,m,a,48,na,na,na,na,na,
1992,fireblk1,1,grass,y,2,3,50,pgfv,na,na,f,a,8,na,na,na,na,na,
1992,fireblk1,1,grass,y,2,3,64,onar,na,na,f,a,22,na,na,na,na,na,
1992,fireblk1,1,grass,y,3,1,89,pgfv,na,na,m,a,9,na,na,na,na,na,
1992,fireblk1,1,grass,y,3,2,128,spsp,na,na,f,a,87,na,na,na,na,na,
1992,fireblk1,1,grass,y,3,3,47,dior,na,na,na,a,50,na,na,na,na,na,wet hair
1992,fireblk1,1,grass,y,3,3,64,onar,na,na,f,a,19,na,na,na,na,na,vaginal bleeding
1992,fireblk1,1,grass,y,3,3,82,pgfv,na,na,f,a,9,l,na,na,na,na,
1992,fireblk1,1,grass,y,3,3,86,onar,na,na,m,a,24,na,na,na,na,na,
1992,fireblk1,1,grass,y,3,4,21,spsp,na,na,m,a,102,st,na,na,na,na,
1992,fireblk1,1,grass,y,3,4,58,spsp,na,na,f,a,82,na,na,na,na,na,
1992,fireblk1,1,grass,y,3,4,8,spsp,na,na,f,a,94,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,1,104,pgfv,na,na,m,a,9.5,st,na,na,na,na,
1992,fireblk1,2,grass,n,1,1,131,neal,na,na,m,a,78,na,na,na,na,na,subadult
1992,fireblk1,2,grass,n,1,1,138,spsp,na,na,m,a,94,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,1,56,pgfv,na,na,m,a,9.5,st,na,na,na,na,missing right front leg
1992,fireblk1,2,grass,n,1,1,57,pmtr,na,na,f,a,25,na,85,91,22,22,
1992,fireblk1,2,grass,n,1,1,65,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk1,2,grass,n,1,1,94,pgfv,na,na,f,a,8.5,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,2,106,neal,na,na,f,a,100,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,2,141,disp,na,na,m,a,142,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,2,30,pgfv,na,na,m,a,9,st,na,na,na,na,
1992,fireblk1,2,grass,n,1,3,100,spsp,na,na,f,a,86,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,3,46,disp,na,na,f,a,121,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,3,60,dior,na,na,m,a,53,st,na,na,na,na,5 toes; black stripe>white on tail
1992,fireblk1,2,grass,n,1,3,65,onar,na,na,f,a,23,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,3,67,disp,na,na,f,a,134,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,3,80,spsp,na,na,m,a,76,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,3,95,sihi,na,na,m,a,123,st,na,na,na,na,sigmodon hispidos
1992,fireblk1,2,grass,n,1,4,100,disp,na,na,m,a,102,na,na,na,na,na,
1992,fireblk1,2,grass,n,1,4,136,pmle,na,na,m,a,26,na,85,79,22,16,weakly bicolored tail
1992,fireblk1,2,grass,n,1,4,32,onar,na,na,m,a,22,st,na,na,na,na,
1992,fireblk1,2,grass,n,1,4,80,pmle,na,na,m,a,18,na,78,70,20,15,weakly bicolored tail
1992,fireblk1,2,grass,n,1,4,88,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk1,2,grass,n,2,1,108,spsp,na,na,f,a,125,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,1,135,pmtr,na,na,m,a,15,st,75,87,22,22,
1992,fireblk1,2,grass,n,2,1,48,pgfv,na,na,f,a,8,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,1,57,spsp,na,na,m,na,96,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,1,71,spsp,na,na,m,a,106,st,na,na,na,na,
1992,fireblk1,2,grass,n,2,2,105,pgfv,na,na,m,a,8,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,2,118,spsp,na,na,f,a,96,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,2,130,pgfv,na,na,f,a,7,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,2,18,pgfv,na,na,f,a,7,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,2,29,spsp,na,na,m,j,51,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,2,72,spsp,na,na,m,a,65,na,na,na,na,na,subadult
1992,fireblk1,2,grass,n,2,3,114,pgfv,na,na,m,a,7,st,na,na,na,na,
1992,fireblk1,2,grass,n,2,3,142,pmtr,na,na,m,a,27,na,90,99,22,23,
1992,fireblk1,2,grass,n,2,3,144,spsp,na,na,f,a,74,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,3,24,pgfv,na,na,m,a,8,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,3,32,spsp,na,na,f,a,98,l,na,na,na,na,
1992,fireblk1,2,grass,n,2,3,60,onar,na,na,m,a,18,st,na,na,na,na,
1992,fireblk1,2,grass,n,2,4,116,pmsp,na,na,f,a,20,na,75,80,21,20,
1992,fireblk1,2,grass,n,2,4,120,onar,na,na,f,a,25,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,4,131,spsp,na,na,f,a,101,na,na,na,na,na,
1992,fireblk1,2,grass,n,2,4,41,resp,na,na,f,a,8,na,na,na,na,na,adult?
1992,fireblk1,2,grass,n,2,4,60,spsp,na,na,f,a,106,l,na,na,na,na,
1992,fireblk1,2,grass,n,2,4,8,pmle,na,na,m,a,27,st,90,80,20,15,
1992,fireblk1,2,grass,n,2,4,83,neal,na,na,f,a,82,na,na,na,na,na,subadult
1992,fireblk1,2,grass,n,3,1,110,pgfv,na,na,m,a,9,st,na,na,na,na,
1992,fireblk1,2,grass,n,3,1,139,disp,na,na,f,a,112,na,na,na,na,na,
1992,fireblk1,2,grass,n,3,1,41,pmle,na,na,m,a,21,na,82,70,19,14,
1992,fireblk1,2,grass,n,3,1,48,pgfv,na,na,m,a,9,st,na,na,na,na,
1992,fireblk1,2,grass,n,3,2,12,spsp,na,na,m,j,56,na,na,na,na,na,
1992,fireblk1,2,grass,n,3,2,55,pmtr,na,na,m,a,17,st,75,77,22,22,
1992,fireblk1,2,grass,n,3,3,104,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk1,2,grass,n,3,3,43,pgfv,na,na,f,a,11,l,na,na,na,na,
1992,fireblk1,2,grass,n,3,3,62,disp,na,na,f,a,96,na,na,na,na,na,
1992,fireblk1,2,grass,n,3,4,43,spsp,na,na,m,a,84,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,1,120,neal,na,na,m,a,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,1,24,spsp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,2,106,neal,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,2,142,disp,na,na,m,a,na,st,na,na,na,na,
1992,fireblk1,2,grass,y,2,3,100,spsp,na,na,m,a,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,3,112,pmle,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,3,67,disp,na,na,f,a,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,3,74,spsp,na,na,f,a,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,4,118,pmle,na,na,m,a,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,4,136,disp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,2,4,88,pgfv,na,na,m,a,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,1,135,pmle,na,na,na,na,na,na,na,na,na,na,dit
1992,fireblk1,2,grass,y,3,1,57,spsp,na,na,na,na,na,na,na,na,na,na,dit
1992,fireblk1,2,grass,y,3,1,96,spsp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,2,106,neal,na,na,na,na,na,na,na,na,na,na,dit
1992,fireblk1,2,grass,y,3,2,116,spsp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,2,125,spsp,na,na,na,j,na,na,na,na,na,na,dit
1992,fireblk1,2,grass,y,3,2,130,pgfv,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,2,142,disp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,12,spsp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,122,onar,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,23,pgfv,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,46,dior,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,60,disp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,73,disp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,8,spsp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,3,90,sihi,na,na,m,a,na,na,na,na,na,na,sigmodon hispidos
1992,fireblk1,2,grass,y,3,4,102,pmle,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,4,117,onar,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,4,123,disp,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,4,137,pmle,na,na,na,na,na,na,na,na,na,na,
1992,fireblk1,2,grass,y,3,4,88,pgfv,na,na,na,na,na,na,na,na,na,na,
1992,fireblk2,1,grass,n,1,1,100,pgfv,na,na,f,a,8,na,na,na,na,na,
1992,fireblk2,1,grass,n,1,1,18,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk2,1,grass,n,1,1,65,pgfv,na,na,f,a,7.5,na,na,na,na,na,
1992,fireblk2,1,grass,n,1,1,83,spsp,na,na,m,a,103,st,na,na,na,na,
1992,fireblk2,1,grass,n,1,2,82,resp,na,na,m,a,8.5,na,67,61,16,14,
1992,fireblk2,1,grass,n,1,2,83,spsp,na,na,m,a,95,na,na,na,na,na,missing half of tail
1992,fireblk2,1,grass,n,1,3,111,disp,na,na,m,a,75,na,na,na,na,na,subadult
1992,fireblk2,1,grass,n,1,3,36,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk2,1,grass,n,1,3,72,resp,na,na,f,a,14,p,71,66,16,15,
1992,fireblk2,1,grass,n,1,3,82,resp,na,na,m,a,11,na,67,64,16,14,missing white tail tip
1992,fireblk2,1,grass,n,1,3,98,disp,na,na,f,a,116,na,na,na,na,na,
1992,fireblk2,1,grass,n,1,4,115,pgfv,na,na,f,a,7,na,na,na,na,na,
1992,fireblk2,1,grass,n,1,4,131,pgfv,na,na,m,a,7.5,st,na,na,na,na,
1992,fireblk2,1,grass,n,2,1,132,pgfv,na,na,f,a,6,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,1,17,disp,na,na,m,a,96,st,na,na,na,na,
1992,fireblk2,1,grass,n,2,1,30,pgfv,na,na,m,a,7.5,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,1,46,resp,na,na,f,a,9.5,na,64,63,16,12,
1992,fireblk2,1,grass,n,2,1,79,onar,na,na,f,a,23,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,1,83,spsp,na,na,m,a,89,st,na,na,na,na,
1992,fireblk2,1,grass,n,2,1,9,pgfv,na,na,f,a,7.5,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,2,100,resp,na,na,f,a,13,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,2,131,spsp,na,na,f,a,117,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,2,2,pmsp,na,na,f,a,24,na,92,89,21,22,bicolored tail; wet hair
1992,fireblk2,1,grass,n,2,2,82,pgfv,na,na,m,a,7.5,st,na,na,na,na,
1992,fireblk2,1,grass,n,2,3,36,pgfv,na,na,m,a,8.5,st,na,na,na,na,
1992,fireblk2,1,grass,n,2,3,72,resp,na,na,f,a,14,na,72,69,12,13,
1992,fireblk2,1,grass,n,2,3,83,onar,na,na,f,a,26,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,4,107,spsp,na,na,f,a,78,na,na,na,na,na,
1992,fireblk2,1,grass,n,2,4,32,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk2,1,grass,n,3,1,11,pgfv,na,na,m,a,8.5,st,na,na,na,na,
1992,fireblk2,1,grass,n,3,1,113,spsp,na,na,f,a,98,na,na,na,na,na,right rear thigh injured
1992,fireblk2,1,grass,n,3,1,132,spsp,na,na,m,a,104,st,na,na,na,na,
1992,fireblk2,1,grass,n,3,1,46,resp,na,na,m,a,10,st,65,64,16,13,
1992,fireblk2,1,grass,n,3,1,73,petr,na,na,m,a,27,na,82,88,21,24,distinctly bicolored tail
1992,fireblk2,1,grass,n,3,1,92,pema,na,na,f,a,17,na,80,57,19,17,
1992,fireblk2,1,grass,n,3,2,18,petr,na,na,f,a,24,na,86,81,22,23,
1992,fireblk2,1,grass,n,3,2,25,resp,na,na,m,a,8,na,58,51,14,13,
1992,fireblk2,1,grass,n,3,2,65,petr,na,na,m,a,29,st,95,91,21,23,bicolored tail
1992,fireblk2,1,grass,n,3,2,71,spsp,na,na,f,a,112,na,na,na,na,na,
1992,fireblk2,1,grass,n,3,2,82,pgfv,na,na,f,a,6,na,na,na,na,na,
1992,fireblk2,1,grass,n,3,3,14,resp,na,na,f,a,13,p,59,66,18,12,
1992,fireblk2,1,grass,n,3,4,128,petr,na,na,m,a,28,na,89,80,21,23,fleas
1992,fireblk2,1,grass,n,3,4,142,pgfv,na,na,m,a,6,na,54,42,14,na,
1992,fireblk2,1,grass,y,2,1,16,pgfv,na,na,m,a,7,st,na,na,na,na,
1992,fireblk2,1,grass,y,2,1,28,pgfv,na,na,f,a,7,na,na,na,na,na,
1992,fireblk2,1,grass,y,2,3,111,disp,na,na,f,a,108,na,na,na,na,na,
1992,fireblk2,1,grass,y,2,3,68,disp,na,na,m,a,74,na,na,na,na,na,subadult
1992,fireblk2,1,grass,y,3,1,19,disp,na,na,m,a,88,na,na,na,na,na,dit
1992,fireblk2,1,grass,y,3,1,28,pgfv,na,na,m,a,7.5,na,na,na,na,na,
1992,fireblk2,1,grass,y,3,1,89,onar,na,na,f,a,24,na,na,na,na,na,
1992,fireblk2,1,grass,y,3,2,143,spsp,na,na,f,a,114,na,na,na,na,na,
1992,fireblk2,1,grass,y,3,2,96,spsp,na,na,m,a,96,na,na,na,na,na,
1992,fireblk2,1,grass,y,3,3,110,disp,na,na,f,a,na,na,na,na,na,na,
1992,fireblk2,1,grass,y,3,3,41,pgfv,na,na,m,a,8,na,na,na,na,na,
1992,fireblk2,1,grass,y,3,3,64,onsp,na,na,m,a,24,na,95,50,21,14,
1992,fireblk2,1,grass,y,3,3,88,disp,na,na,m,a,78,na,na,na,na,na,
1992,fireblk2,1,grass,y,3,4,104,spsp,na,na,m,a,71,na,na,na,na,na,
1992,fireblk2,2,grass,n,1,1,11,onar,na,na,m,a,17,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,1,119,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,1,125,pmle,na,na,f,a,16,na,73,69,20,18,npt marked
1992,fireblk2,2,grass,n,1,1,3,pgfv,na,na,m,a,na,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,1,46,pgfv,na,na,m,a,7,na,na,na,na,na,
1992,fireblk2,2,grass,n,1,1,76,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,2,137,pgfv,na,na,f,a,8,na,na,na,na,na,
1992,fireblk2,2,grass,n,1,2,145,pgfv,na,na,m,a,9,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,2,44,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,3,100,disp,na,na,f,a,123,na,na,na,na,na,
1992,fireblk2,2,grass,n,1,3,111,disp,na,na,m,a,144,na,na,na,na,na,
1992,fireblk2,2,grass,n,1,3,13,sihi,na,na,m,a,57,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,3,48,spsp,na,na,m,a,138,na,na,na,na,na,
1992,fireblk2,2,grass,n,1,4,53,onar,na,na,m,a,17,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,4,72,pgfv,na,na,m,a,8.5,st,na,na,na,na,
1992,fireblk2,2,grass,n,1,4,93,spsp,na,na,m,a,118,st,na,na,na,na,
1992,fireblk2,2,grass,n,2,1,44,onar,na,na,f,a,19,na,na,na,na,na,
1992,fireblk2,2,grass,n,2,1,47,pgfv,na,na,m,a,8,st,na,na,na,na,
1992,fireblk2,2,grass,n,2,1,56,dior,na,na,f,a,33,na,na,na,na,na,4 toes
1992,fireblk2,2,grass,n,2,1,79,spsp,na,na,m,a,108,na,na,na,na,na,
1992,fireblk2,2,grass,n,2,1,90,pmle,na,na,f,a,24,na,150,79,20,15,
1992,fireblk2,2,grass,n,2,2,141,disp,na,na,f,a,114,na,na,na,na,na,
1992,fireblk2,2,grass,n,2,2,143,onar,na,na,f,a,23,na,na,na,na,na,
1992,fireblk2,2,grass,n,2,3,78,pgfv,na,na,m,a,8,na,na,na,na,na,
1992,fireblk2,2,grass,n,2,3,92,pgfv,na,na,m,a,7,na,na,na,na,na,
1992,fireblk2,2,grass,n,2,4,132,spsp,na,na,f,a,89,na,na,na,na,na,
1992,fireblk2,2,grass,n,2,4,32,pgfv,na,na,f,a,8,na,na,na,na,na,
