year,location,period,habitat,recap,night,web,trap,species_code,id,tag,sex,age,mass,reproduction,body,tail,foot,ear,comments
1993,fireblk3,1,grass,y,3,3,34,onar,1,tc,f,a,21,na,na,na,na,na,
1993,fireblk3,1,grass,y,3,3,56,disp,2,tc,f,a,110,na,na,na,na,na,
1993,fireblk3,1,grass,y,3,3,9,spsp,1,tc,m,a,101,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,1,121,disp,1,tc,f,a,na,l,na,na,na,na,fell off scale; see below for weight.  125  night 2
1993,fireblk4,1,grass,n,1,1,128,spsp,1,tc,f,a,102,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,1,136,pmle,1,tc,f,a,23.5,na,92,75,20,18,
1993,fireblk4,1,grass,n,1,1,142,neal,1,tc,m,j,131,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,1,68,onar,2,tc,f,a,20,na,84,58,na,na,
1993,fireblk4,1,grass,n,1,1,70,pgfv,1,tc,f,a,8.5,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,1,78,onar,1,tc,m,a,20.5,na,92,57,na,na,
1993,fireblk4,1,grass,n,1,1,95,disp,2,tc,m,a,151,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,1,95,pele,2,tc,m,a,23.5,na,87,78,20,16,
1993,fireblk4,1,grass,n,1,2,119,onar,1,tc,f,a,23,na,86,56,na,na,
1993,fireblk4,1,grass,n,1,2,121,dior,1,tc,m,j,37,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,2,130,spsp,2,tc,m,a,116,st,na,na,na,na,
1993,fireblk4,1,grass,n,1,2,141,pmle,2,tc,m,j,na,na,80,78,20,15,gray pleage- tail distinctly bicolored
1993,fireblk4,1,grass,n,1,2,77,spsp,1,tc,m,a,92,st,na,na,na,na,
1993,fireblk4,1,grass,n,1,2,88,resp,1,tc,f,a,13,na,68,65,14,13,narrow distinct tail stripe
1993,fireblk4,1,grass,n,1,2,96,pmbo,1,tc,f,a,25.5,na,92,92,21,14,pibrylii?  Indistinct tail stripe
1993,fireblk4,1,grass,n,1,3,116,onar,1,tc,m,a,21,na,90,53,na,na,
1993,fireblk4,1,grass,n,1,3,118,spsp,2,tc,m,a,104,st,na,na,na,na,
1993,fireblk4,1,grass,n,1,3,80,spsp,1,tc,m,a,102,st,na,na,na,na,
1993,fireblk4,1,grass,n,1,3,96,resp,1,tc,f,a,11.5,na,62,64,16,13,indistinct tail stripe
1993,fireblk4,1,grass,n,1,4,136,pmle,1,tc,f,a,23.5,na,92,75,20,18,
1993,fireblk4,1,grass,n,1,4,142,neal,1,tc,m,j,131,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,4,30,onar,1,tc,f,a,20,na,97,58,na,na,tail has sear at midpoint
1993,fireblk4,1,grass,n,1,4,68,onar,2,tc,f,a,20,na,84,58,na,na,
1993,fireblk4,1,grass,n,1,4,70,pgfv,1,tc,f,a,8.5,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,4,78,onar,1,tc,m,a,20.5,na,92,57,na,na,
1993,fireblk4,1,grass,n,1,4,89,pgfl,1,tc,f,a,10,na,na,na,na,na,
1993,fireblk4,1,grass,n,1,4,89,pmle,2,tc,m,a,23.5,na,87,78,20,16,
1993,fireblk4,1,grass,n,1,4,95,disp,2,tc,m,a,151,na,na,na,na,na,
1993,fireblk4,1,grass,n,2,1,105,spsp,7,tc,m,a,94,st,na,na,na,na,
1993,fireblk4,1,grass,n,2,1,106,spsp,6,tc,m,a,99,st,na,na,na,na,
1993,fireblk4,1,grass,n,2,1,120,spsp,5,tc,m,a,118,na,na,na,na,na,
1993,fireblk4,1,grass,n,2,1,125,spsp,2,tc,m,a,103,st,na,na,na,na,
1993,fireblk4,1,grass,n,2,1,131,pmle,3,tc,m,a,27,na,91,87,21,16,
1993,fireblk4,1,grass,n,2,1,44,spsp,3,tc,m,a,91,st,na,na,na,na,
1993,fireblk4,1,grass,n,2,1,95,spsp,4,tc,f,a,102,na,na,na,na,na,
1993,fireblk4,1,grass,n,2,2,106,onle,1,tc,m,a,40.5,na,113,49,na,na,"toe #1 clipped, recaptured from another web"
1993,fireblk4,1,grass,n,2,2,108,spsp,4,tc,m,a,113,st,na,na,na,na,"toe #4 missing, apparently from another web"
1993,fireblk4,1,grass,n,2,2,131,resp,2,tc,f,a,11.5,na,60,59,14,11,distinct stripe on tail
1993,fireblk4,1,grass,n,2,2,133,dior,2,tc,f,a,138,na,na,na,na,na,
1993,fireblk4,1,grass,n,2,2,145,spsp,3,tc,m,a,94,st,na,na,na,na,
1993,fireblk4,1,grass,n,2,2,33,spsp,6,tc,f,a,85,na,na,na,na,na,
1993,fireblk4,1,grass,n,2,2,89,spsp,5,tc,m,a,94,st,na,na,na,na,
1993,fireblk4,1,grass,n,2,2,93,onar,2,tc,f,a,25.5,na,89,59,na,na,
1993,fireblk4,1,grass,n,2,3,59,pgfv,1,tc,f,a,8,na,na,na,na,na,
1993,fireblk4,1,grass,n,2,4,122,pmsp,2,tc,m,j,12.5,na,69,64,20,15,"juvenile, gray, maybe leucopus, tail indistinctly bicolored"
1993,fireblk4,1,grass,n,2,4,30,petr,1,tc,m,a,21.5,na,85,82,20,22,
1993,fireblk4,1,grass,n,2,4,32,spsp,2,tc,f,a,108,na,na,na,na,na,
1993,fireblk4,1,grass,n,2,4,60,spsp,3,tc,m,a,na,st,na,na,na,na,escaped before weighed
1993,fireblk4,1,grass,n,2,4,82,spsp,1,tc,f,a,121,na,na,na,na,na,
1993,fireblk4,1,grass,n,3,1,113,spsp,9,tc,m,a,95,na,na,na,na,na,"clipped outside toe, front right foot"
1993,fireblk4,1,grass,n,3,1,125,spsp,8,tc,m,a,98,st,na,na,na,na,
1993,fireblk4,1,grass,n,3,1,133,disp,3,tc,m,j,65,na,na,na,na,na,
1993,fireblk4,1,grass,n,3,1,135,disp,4,tc,m,j,70,na,na,na,na,na,sex unsure
1993,fireblk4,1,grass,n,3,1,70,pmle,4,tc,f,a,23,na,72,73,17,14,
1993,fireblk4,1,grass,n,3,1,92,pmle,5,tc,m,a,20,na,80,73,21,16,
1993,fireblk4,1,grass,n,3,2,107,spsp,8,tc,m,a,110,st,na,na,na,na,
1993,fireblk4,1,grass,n,3,2,116,resp,4,tc,m,a,7,st,52,51,15,10,
1993,fireblk4,1,grass,n,3,2,35,resp,5,tc,m,a,7,st,49,49,14,9,
1993,fireblk4,1,grass,n,3,2,41,resp,3,tc,na,a,7,na,50,53,14,10,
1993,fireblk4,1,grass,n,3,2,6,pmle,3,tc,f,a,8,na,68,66,17,12,vaginal bleeding
1993,fireblk4,1,grass,n,3,2,95,spsp,7,tc,f,a,70,na,na,na,na,na,
1993,fireblk4,1,grass,n,3,2,97,pgfv,1,tc,m,a,6,st,na,na,na,na,
1993,fireblk4,1,grass,n,3,3,126,pgfv,2,tc,m,a,7,st,na,na,na,na,
1993,fireblk4,1,grass,n,3,3,48,resp,3,tc,na,j,6,na,na,na,na,na,
1993,fireblk4,1,grass,n,3,3,49,pmsp,2,tc,f,a,14,na,63,73,16,13,
1993,fireblk4,1,grass,n,3,3,58,resp,4,tc,m,a,10,st,57,56,15,10,
1993,fireblk4,1,grass,n,3,3,80,spsp,3,tc,f,a,108,na,na,na,na,na,
1993,fireblk4,1,grass,n,3,3,84,resp,2,tc,m,a,8,na,53,51,15,11,scar tissue on tail
1993,fireblk4,1,grass,n,3,3,95,pmle,1,tc,f,a,14,na,63,74,16,11,
1993,fireblk4,1,grass,n,3,4,136,pmsp,3,tc,m,a,15,na,66,61,20,15,"gray coat, tail not distinctly bicolored"
1993,fireblk4,1,grass,n,3,4,43,onar,3,tc,m,a,18,na,68,45,na,na,
1993,fireblk4,1,grass,n,3,4,60,spsp,5,tc,m,a,92,st,na,na,na,na,tip of tail missing
1993,fireblk4,1,grass,n,3,4,68,spsp,4,tc,m,a,100,na,na,na,na,na,tip of tail missing
1993,fireblk4,1,grass,n,3,4,94,pmle,4,tc,m,a,33,na,88,84,21,12,
1993,fireblk4,1,grass,n,3,4,97,onar,2,tc,m,a,19,na,78,45,na,na,
1993,fireblk4,1,grass,y,2,1,113,onar,2,tc,f,a,20,na,na,na,na,na,
1993,fireblk4,1,grass,y,2,1,130,pmle,1,tc,f,a,23,na,na,na,na,na,
1993,fireblk4,1,grass,y,2,1,70,pgfv,1,tc,f,a,7.5,na,na,na,na,na,pouches full of oats
1993,fireblk4,1,grass,y,2,1,93,disp,2,tc,m,a,148,st,na,na,na,na,
1993,fireblk4,1,grass,y,2,1,94,spsp,1,tc,f,a,102,na,na,na,na,na,
1993,fireblk4,1,grass,y,2,1,98,disp,1,tc,f,a,125,na,na,na,na,na,
1993,fireblk4,1,grass,y,2,2,13,spsp,2,tc,m,a,118,st,na,na,na,na,
1993,fireblk4,1,grass,y,2,2,80,resp,1,tc,f,a,10.5,na,na,na,na,na,
1993,fireblk4,1,grass,y,2,2,90,pmle,2,tc,m,j,14.5,na,na,na,na,na,gray
1993,fireblk4,1,grass,y,2,2,95,onar,1,tc,f,a,23,na,na,na,na,na,
1993,fireblk4,1,grass,y,2,3,106,spsp,1,tc,m,a,101,na,na,na,na,na,
1993,fireblk4,1,grass,y,2,3,80,spsp,2,tc,m,a,104,st,na,na,na,na,
1993,fireblk4,1,grass,y,2,4,43,onar,1,tc,f,a,19,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,1,111,disp,1,tc,f,a,120,l,na,na,na,na,
1993,fireblk4,1,grass,y,3,1,120,spsp,7,tc,m,a,90,st,na,na,na,na,
1993,fireblk4,1,grass,y,3,1,142,pmle,3,tc,m,a,27,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,1,6,pmle,1,tc,f,a,19,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,1,93,disp,2,tc,m,a,143,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,1,95,spsp,2,tc,m,a,na,st,na,na,na,na,died in trap
1993,fireblk4,1,grass,y,3,1,96,spsp,4,tc,f,a,100,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,1,99,onar,2,tc,f,a,17,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,2,106,onle,1,tc,m,a,38,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,2,120,pmle,1,tc,m,a,24,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,2,131,resp,2,tc,f,a,9,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,2,22,spsp,6,tc,f,a,92,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,2,30,spsp,4,tc,m,a,103,st,na,na,na,na,
1993,fireblk4,1,grass,y,3,2,88,resp,1,tc,f,a,9.5,na,59,58,15,10,distinct tail stripe
1993,fireblk4,1,grass,y,3,2,91,pmle,2,tc,m,j,13,na,na,na,na,na,gray coat
1993,fireblk4,1,grass,y,3,3,107,onar,1,tc,m,a,23,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,3,116,spsp,1,tc,m,a,90,na,na,na,na,na,marginal health
1993,fireblk4,1,grass,y,3,3,77,resp,1,tc,f,a,14,p,na,na,na,na,
1993,fireblk4,1,grass,y,3,4,137,pmsp,2,tc,m,j,12,na,na,na,na,na,gray coat
1993,fireblk4,1,grass,y,3,4,28,spsp,2,tc,f,a,101,na,na,na,na,na,
1993,fireblk4,1,grass,y,3,4,30,onar,1,tc,f,a,18,na,na,na,na,na,tail scarred
1993,fireblk4,1,grass,y,3,4,55,spsp,3,tc,m,a,111,st,na,na,na,na,
