PERIOD,DATE,PLOT,MND ID,LN,QUAD,PSPP,PCOV,PHT,PF,KRF,RBF,SDUNK,SDP,SDKR,SDRD,SDAN,BY
F00,09/19/00,K,KM10,E,1,NONE,0.0,0,0,0,0,0.0,0.0,4.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,2,DAPU7,0.5,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,2,MUAR,0.2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,2,SPCO4,1.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,3,MUAR,1.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,3,SAKA,1.3,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,4,MUAR,3.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,4,SCBR2,0.3,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,5,MUAR,1.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,E,5,SAKA,2.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,1,SPCR,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,1,TILA2,0.4,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,2,MUAR,0.5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,3,DAPU7,0.5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,3,MUAR,0.8,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,4,DAPU7,0.3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,4,MUAR,0.5,2,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,4,SAKA,1.5,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,4,SPCR,2.5,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,5,MUAR,0.5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,N,5,SAKA,3.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,1,NONE,0.0,0,0,0,0,0.0,0.0,8.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,2,NONE,0.0,0,0,0,0,0.0,0.0,0.5,0.0,0.0,NA
F00,09/19/00,K,KM10,S,3,MUAR,0.5,5,0,2,0,0.0,0.0,1.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,3,SAKA,0.1,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,4,DAPU7,0.3,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,4,MUAR,0.3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,4,SPCO4,3.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,5,DAPU7,0.4,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,S,5,MUAR,0.2,6,0,1,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,W,1,TILA2,6.0,10,0,0,0,0.0,0.0,3.0,0.0,0.0,NA
F00,09/19/00,K,KM10,W,2,TILA2,0.1,2,0,0,0,0.0,0.0,5.0,0.0,0.0,NA
F00,09/19/00,K,KM10,W,3,MUAR,0.5,7,0,1,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,W,3,SAKA,0.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,W,4,DAPU7,2.5,4,0,2,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/19/00,K,KM10,W,5,DAPU7,2.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,1,NONE,0.0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,2,HOGL2,0.3,10,0,0,0,0.0,0.0,1.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,2,TILA2,6.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,3,DAPU7,0.3,2,0,2,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,4,BOER4,1.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,4,BOGR2,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,4,MUAR,0.3,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,5,BOER4,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,E,5,DAPU7,0.3,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,2,DAPU7,0.1,3,0,2,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,2,MUAR,0.1,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,3,DAPU7,0.5,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,3,SCBR2,0.8,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,3,SPCO4,1.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,4,DAPU7,2.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,N,5,DAPU7,0.8,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,S,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM11,S,2,BOER4,5.0,20,0,1,0,0.0,0.0,1.0,0.0,0.0,NA
F00,09/21/00,K,KM11,S,3,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM11,S,4,MUAR,0.3,7,0,0,0,0.0,0.0,1.0,0.0,0.0,NA
F00,09/21/00,K,KM11,S,4,SCBR2,1.3,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,S,5,BOER4,1.0,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,1,NONE,0.0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,2,BOGR2,1.0,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,2,MUAR,0.3,8,0,5,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,2,SPCO4,3.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,3,BOGR2,0.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,3,SOEL,0.5,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,3,SPCO4,4.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,4,SPCO4,5.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,5,MUAR,1.3,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,5,SOEL,0.3,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM11,W,5,SPCO4,0.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,E,1,NONE,0.0,0,0,0,0,0.0,0.0,3.5,0.0,0.0,NA
F00,09/21/00,K,KM12,E,2,SAKA,8.0,20,0,3,0,0.0,0.0,3.0,0.0,0.0,NA
F00,09/21/00,K,KM12,E,3,MUAR,0.5,5,0,0,0,0.0,0.0,1.0,0.0,0.0,NA
F00,09/21/00,K,KM12,E,4,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,E,5,HIJA,0.5,8,0,0,0,0.0,0.0,1.0,0.0,0.0,NA
F00,09/21/00,K,KM12,N,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM12,N,2,SPCO4,5.0,36,0,5,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,N,3,ARPU6,1.5,12,0,4,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,N,3,MUAR,0.5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,N,4,DAPU7,1.0,3,0,1,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,N,5,MUAR,1.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,N,5,SAKA,6.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,S,1,NONE,0.0,0,0,0,0,0.0,0.0,4.0,0.0,0.0,NA
F00,09/21/00,K,KM12,S,2,MUAR,0.5,4,0,2,0,0.0,0.0,3.0,0.0,0.0,NA
F00,09/21/00,K,KM12,S,3,MUAR,2.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,S,4,HOGL2,0.1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,S,4,SCBR2,2.0,8,0,0,0,0.0,0.0,2.0,0.0,0.0,NA
F00,09/21/00,K,KM12,S,5,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,W,1,NONE,0.0,0,0,0,0,0.0,0.0,7.0,0.0,0.0,NA
F00,09/21/00,K,KM12,W,2,SPCO4,0.8,16,0,3,0,0.0,0.0,2.0,0.0,0.0,NA
F00,09/21/00,K,KM12,W,3,MUAR,0.5,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,W,3,TILA2,0.1,2,0,1,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,W,4,TILA2,0.3,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM12,W,5,MUAR,0.5,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,E,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM13,E,2,SPCO4,7.0,39,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,E,3,SPCO4,0.1,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,E,4,SPCO4,1.5,38,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,E,5,SPCO4,6.0,27,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,N,1,SPCO4,0.2,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,N,2,SPCO4,3.0,44,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,N,3,SPCO4,2.5,50,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,N,4,SPCO4,8.0,40,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,N,5,EPTO,1.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,S,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM13,S,2,SPCO4,7.0,34,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,S,3,SPCO4,7.0,38,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,S,4,SCRB2,0.6,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,S,4,SPCO4,2.0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,S,5,DAPU7,0.7,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,W,1,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,W,2,HIJA,9.0,33,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,W,3,HIJA,9.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,W,4,SPCR,0.5,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,W,5,BOER4,4.5,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM13,W,5,SPCR,1.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,1,AMCR,3.0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,1,CHIN2,2.0,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,1,SPCO4,0.2,20,0,0,0,0.0,0.0,5.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,2,SAKA,4.0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,2,SCRB2,1.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,2,SPCO4,4.0,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,3,SPCR,7.0,31,0,0,0,0.0,0.0,2.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,4,BOER4,1.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,4,SPCO4,4.0,40,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,5,BOER4,2.0,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,5,SPCO4,1.0,25,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,E,5,SPCR,0.5,24,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,2,MUAR,0.4,13,0,0,0,0.0,0.0,3.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,2,SAKA,2.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,3,DAPU7,2.0,4,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,3,MUAR,1.0,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,3,SPCO4,2.0,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,4,BOER4,5.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,4,MUAR,0.5,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,4,SPCO4,1.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,4,SPCR,0.2,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,5,KAPA,0.4,6,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,5,MUAR,0.5,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,5,SPCR,0.5,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,N,5,SPHA,3.5,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,S,1,AMCR,1.0,12,0,1,0,0.0,0.0,8.0,0.0,0.0,NA
F00,09/21/00,K,KM19,S,2,SPCO4,8.0,42,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,S,3,SAKA,1.5,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,S,3,SPCO4,0.1,40,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,S,4,SPCR,6.5,40,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,S,5,SPCO4,6.0,37,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,1,CHIN2,0.7,10,0,0,0,0.0,0.0,8.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,1,SPCO4,1.0,48,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,2,SAKA,1.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,2,SPCO4,2.0,44,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,3,DAPU7,0.4,7,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,3,SPCO4,0.8,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,3,SPCR,0.4,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,4,SPCO4,3.0,38,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,5,BOER4,0.5,37,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM19,W,5,SPCR,0.4,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,2,NONE,0.0,0,0,12,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,3,SPCO4,4.0,34,0,2,0,0.0,0.0,7.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,4,MUAR ,0.4,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,4,SCBR2,1.7,11,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,4,SPCO4,0.9,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,5,MUAR ,0.3,10,0,1,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,5,SCBR2,0.8,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,5,SPCO4,1.0,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,E,5,SPCR,1.5,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,2,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,3,DAPU7,0.1,4,0,4,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,4,MUAR ,0.2,5,0,1,0,0.0,0.0,7.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,4,SCBR2,0.7,9,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,4,SPCO4,0.6,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,5,MUAR ,0.2,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,5,SCBR2,1.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,N,5,SPCO4,2.6,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,1,CHIN2,3.0,24,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,2,HIJA,1.5,12,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,3,BOER4,1.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,3,HIJA,0.6,8,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,3,SCBR2,0.9,8,0,0,0,0.0,0.0,1.5,0.0,0.0,NA
F00,09/21/00,K,KM2,S,3,SPCO4,0.9,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,3,SPCR,1.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,4,HIJA,1.5,15,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,4,MUAR ,0.2,4,0,1,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,5,BOER4,6.5,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,S,5,HIJA,0.7,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,1,DAPU7,0.5,10,0,1,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,1,MUAR ,0.9,5,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,2,SCBR2,0.4,8,0,3,0,0.0,0.0,5.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,2,SPCO4,1.0,29,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,2,SPCR,0.5,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,3,BOER4,0.9,13,0,0,1,0.0,0.0,2.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,3,HIJA,0.4,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,3,SCBR2,1.5,10,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,3,SPCO4,1.5,19,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,3,SPCR,1.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,4,HIJA,1.4,12,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,4,SCBR2,0.4,6,0,0,0,0.0,0.0,2.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,4,SPCR,2.3,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,5,HIJA,0.8,17,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,5,SCBR2,0.3,8,0,0,0,0.0,0.0,1.0,0.0,0.0,NA
F00,09/21/00,K,KM2,W,5,SPCR,1.4,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,E,1,DAPU7,0.2,6,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM20,E,1,HIJA,8.0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,E,2,HIJA,0.7,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,E,3,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,E,4,NONE,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,E,5,HIJA,1.5,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,2,BOER4,1.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,2,SAKA,3.5,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,2,SPCO4,2.5,47,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,2,SPCR,0.5,23,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,3,SPCR,2.0,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,4,HIJA,3.5,29,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,4,SPCR,1.0,28,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,N,5,HIJA,3.5,26,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,1,NONE,0.0,0,0,0,0,0.0,0.0,9.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,2,SPCO4,2.5,36,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,3,BOER4,6.0,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,3,SPCO4,2.5,30,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,4,BOER4,5.0,22,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,4,SPCR,0.5,16,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,5,BOER4,1.0,18,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,5,SCRB2,0.5,13,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,S,5,SPCR,0.8,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,W,1,SCRB2,0.4,7,0,25,0,0.0,0.0,6.0,0.0,0.0,NA
F00,09/21/00,K,KM20,W,1,SPCO4,5.5,28,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,W,2,SAKA,3.0,17,0,10,0,0.0,0.0,4.0,0.0,0.0,NA
F00,09/21/00,K,KM20,W,3,BOER4,4.0,14,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,W,3,SPCR,1.5,20,0,2,0,0.0,0.0,0.0,0.0,0.0,NA
F00,09/21/00,K,KM20,W,4,BOER4,3.5,20,0,0,0,0.0,0.0,0.0,0.0,0.0,NA
