YEAR,MONTH,DATE,SITE,LOCATION,COUNT,ACTIVITY,NOTES
2009,11,23NOV2009,MOHK,MOHK,0,-99999,-99999
2009,12,01DEC2009,AQUE,AQUE,0,-99999,-99999
2009,12,01DEC2009,AQUE,AQUE,0,-99999,-99999
2009,12,01DEC2009,IVEE,IVEE,0,-99999,-99999
2009,12,01DEC2009,NAPL,NAPL,0,-99999,-99999
2009,12,02DEC2009,MOHK,MOHK,0,-99999,-99999
2009,12,03DEC2009,ABUR,ABUR,0,-99999,-99999
2009,12,03DEC2009,GOLB,GOLB,0,-99999,-99999
2009,12,03DEC2009,MOHK,MOHK,0,-99999,-99999
2009,12,03DEC2009,MOHK,MOHK,0,-99999,-99999
2009,12,15DEC2009,ABUR,ABUR,0,-99999,-99999
2009,12,18DEC2009,ABUR,ABUR,0,-99999,-99999
2009,12,18DEC2009,AQUE,REFUGIO,1,-99999,-99999
2009,12,18DEC2009,MOHK,MOHK,0,-99999,-99999
2010,1,05JAN2010,AQUE,AQUE,0,-99999,-99999
2010,1,07JAN2010,ABUR,ABUR,0,-99999,-99999
2010,1,07JAN2010,MOHK,MOHK,0,-99999,-99999
2010,1,07JAN2010,MOHK,MOHK,0,-99999,-99999
2010,1,28JAN2010,AQUE,AQUE,0,-99999,-99999
2010,1,28JAN2010,NAPL,NAPL,0,-99999,-99999
2010,1,29JAN2010,CARP,CARP,0,-99999,-99999
2010,2,01FEB2010,ABUR,ABUR,0,-99999,-99999
2010,2,01FEB2010,CARP,CARP,0,-99999,-99999
2010,2,02FEB2010,ABUR,ABUR,0,-99999,-99999
2010,2,02FEB2010,MOHK,MOHK,0,-99999,-99999
2010,2,04FEB2010,AQUE,AQUE,0,-99999,-99999
2010,2,09FEB2010,CARP,CARP,0,-99999,-99999
2010,2,11FEB2010,MOHK,MOHK,0,-99999,-99999
2010,2,18FEB2010,ABUR,ABUR,0,-99999,-99999
2010,2,18FEB2010,CARP,CARP,0,-99999,-99999
2010,2,18FEB2010,MOHK,MOHK,0,-99999,-99999
2010,2,23FEB2010,ABUR,ABUR,0,-99999,-99999
2010,2,23FEB2010,GOLB,GOLB,0,-99999,-99999
2010,2,23FEB2010,IVEE,IVEE,0,-99999,-99999
2010,2,23FEB2010,MOHK,MOHK,0,-99999,-99999
2010,3,02MAR2010,MOHK,MOHK,0,-99999,-99999
2010,3,02MAR2010,MOHK,MOHK,0,-99999,-99999
2010,3,02MAR2010,NAPL,NAPL,0,-99999,-99999
2010,3,05MAR2010,AQUE,AQUE,0,-99999,-99999
2010,3,05MAR2010,AQUE,AQUE,0,-99999,-99999
2010,3,05MAR2010,NAPL,NAPL,0,-99999,-99999
2010,3,08MAR2010,ABUR,ABUR,0,-99999,-99999
2010,3,08MAR2010,MOHK,MOHK,0,-99999,-99999
2010,3,11MAR2010,CARP,CARP,0,-99999,-99999
2010,3,12MAR2010,ABUR,ABUR,0,-99999,-99999
2010,3,12MAR2010,GOLB,GOLB,0,-99999,-99999
2010,3,15MAR2010,MOHK,MOHK,0,-99999,-99999
2010,3,17MAR2010,AHND,AHND,0,-99999,-99999
2010,3,17MAR2010,AHND,AHND,0,-99999,-99999
2010,3,17MAR2010,AHND,AHND,0,-99999,-99999
2010,3,17MAR2010,AHND,AHND,0,-99999,-99999
2010,3,19MAR2010,NAPL,NAPL,0,-99999,-99999
2010,3,22MAR2010,AQUE,REFUGIO,1,FEEDING,-99999
2010,3,22MAR2010,NAPL,NAPL,1,RAFTING,-99999
2010,3,23MAR2010,MOHK,MOHK,0,-99999,-99999
2010,3,29MAR2010,ABUR,ABUR,0,-99999,-99999
2010,3,29MAR2010,MOHK,MOHK,0,-99999,-99999
2010,4,06APR2010,AQUE,AQUE,0,-99999,-99999
2010,4,08APR2010,ABUR,ABUR,0,-99999,-99999
2010,4,08APR2010,MOHK,MOHK,0,-99999,-99999
2010,4,19APR2010,NAPL,NAPL,0,-99999,-99999
2010,4,20APR2010,MOHK,MOHK,0,-99999,-99999
2010,4,23APR2010,CARP,CARP,0,-99999,-99999
2010,4,26APR2010,AQUE,AQUE,0,-99999,-99999
2010,4,27APR2010,NAPL,NAPL,0,-99999,-99999
2010,5,03MAY2010,ABUR,ABUR,0,-99999,-99999
2010,5,03MAY2010,MOHK,MOHK,0,-99999,-99999
2010,5,05MAY2010,MOHK,MOHK,0,-99999,-99999
2010,5,07MAY2010,AQUE,AQUE,0,-99999,-99999
2010,5,07MAY2010,NAPL,NAPL,0,-99999,-99999
2010,5,14MAY2010,CARP,CARP,0,-99999,-99999
2010,5,19MAY2010,MOHK,MOHK,0,-99999,-99999
2010,5,26MAY2010,CARP,CARP,0,-99999,-99999
2010,5,26MAY2010,MOHK,MOHK,0,-99999,-99999
2010,6,01JUN2010,AQUE,AQUE,0,-99999,-99999
2010,6,04JUN2010,MOHK,MOHK,0,-99999,-99999
2010,6,04JUN2010,MOHK,MOHK,0,-99999,-99999
2010,6,07JUN2010,SCDI,SCDI,0,-99999,-99999
2010,6,07JUN2010,SCTW,SCTW,0,-99999,-99999
2010,6,09JUN2010,CARP,CARP,0,-99999,-99999
2010,6,09JUN2010,CARP,CARP,0,-99999,-99999
2010,6,10JUN2010,MOHK,MOHK,0,-99999,-99999
2010,6,10JUN2010,MOHK,MOHK,0,-99999,-99999
2010,6,11JUN2010,NAPL,NAPL,0,-99999,-99999
2010,6,11JUN2010,NAPL,NAPL,0,-99999,-99999
2010,6,14JUN2010,MOHK,MOHK,0,-99999,-99999
2010,6,14JUN2010,MOHK,MOHK,0,-99999,-99999
2010,6,15JUN2010,AQUE,AQUE,0,-99999,-99999
2010,6,15JUN2010,AQUE,AQUE,0,-99999,-99999
2010,6,17JUN2010,NAPL,NAPL,0,-99999,-99999
2010,6,17JUN2010,NAPL,NAPL,0,-99999,-99999
2010,6,22JUN2010,AHND,AHND,1,RAFTING,IN KELP BED
2010,6,22JUN2010,AHND,AHND,1,RAFTING,-99999
2010,6,22JUN2010,AQUE,AQUE,0,-99999,-99999
2010,6,22JUN2010,BULL,BULL,0,-99999,-99999
2010,6,23JUN2010,GOLB,GOLB,0,-99999,-99999
2010,6,23JUN2010,GOLB,GOLB,0,-99999,-99999
2010,6,24JUN2010,IVEE,IVEE,0,-99999,-99999
2010,6,24JUN2010,IVEE,IVEE,0,-99999,-99999
2010,6,28JUN2010,CARP,CARP,0,-99999,-99999
2010,6,28JUN2010,CARP,CARP,0,-99999,-99999
2010,7,01JUL2010,ABUR,ABUR,0,-99999,-99999
2010,7,01JUL2010,ABUR,ABUR,0,-99999,-99999
2010,7,01JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,02JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,02JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,06JUL2010,CARP,CARP,0,-99999,-99999
2010,7,06JUL2010,CARP,CARP,0,-99999,-99999
2010,7,07JUL2010,AQUE,AQUE,0,-99999,-99999
2010,7,07JUL2010,AQUE,AQUE,0,-99999,-99999
2010,7,09JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,09JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,13JUL2010,IVEE,IVEE,1,RAFTING,-99999
2010,7,13JUL2010,IVEE,IVEE,1,RAFTING,-99999
2010,7,13JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,16JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,16JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,19JUL2010,CARP,CARP,0,-99999,-99999
2010,7,19JUL2010,CARP,CARP,0,-99999,-99999
2010,7,20JUL2010,ABUR,ABUR,0,-99999,-99999
2010,7,20JUL2010,ABUR,ABUR,0,-99999,-99999
2010,7,20JUL2010,ABUR,ABUR,0,-99999,-99999
2010,7,20JUL2010,GOLB,GOLB,0,-99999,-99999
2010,7,20JUL2010,GOLB,GOLB,0,-99999,-99999
2010,7,20JUL2010,IVEE,IVEE,0,-99999,-99999
2010,7,21JUL2010,CARP,CARP,0,-99999,-99999
2010,7,21JUL2010,CARP,CARP,0,-99999,-99999
2010,7,21JUL2010,CARP,CARP,0,-99999,-99999
2010,7,22JUL2010,AQUE,AQUE,0,-99999,-99999
2010,7,22JUL2010,AQUE,AQUE,0,-99999,-99999
2010,7,22JUL2010,AQUE,AQUE,0,-99999,-99999
2010,7,22JUL2010,IVEE,IVEE,0,-99999,-99999
2010,7,23JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,23JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,23JUL2010,MOHK,MOHK,0,-99999,-99999
2010,7,26JUL2010,AHND,AHND,0,-99999,-99999
2010,7,26JUL2010,AHND,AHND,0,-99999,-99999
2010,7,26JUL2010,BULL,BULL,0,-99999,-99999
2010,7,26JUL2010,BULL,BULL,0,-99999,-99999
2010,7,27JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,27JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,27JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,27JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,28JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,28JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,28JUL2010,NAPL,NAPL,0,-99999,-99999
2010,7,29JUL2010,SCDI,SCDI,0,-99999,-99999
2010,7,29JUL2010,SCDI,SCDI,0,-99999,-99999
2010,7,29JUL2010,SCDI,SCDI,0,-99999,-99999
2010,7,29JUL2010,SCTW,SCTW,0,-99999,-99999
2010,7,29JUL2010,SCTW,SCTW,0,-99999,-99999
2010,8,04AUG2010,MOHK,MOHK,0,-99999,-99999
2010,8,04AUG2010,MOHK,MOHK,0,-99999,-99999
2010,8,05AUG2010,ABUR,ABUR,0,-99999,-99999
2010,8,05AUG2010,ABUR,ABUR,0,-99999,-99999
2010,8,09AUG2010,AQUE,AQUE,0,-99999,-99999
2010,8,09AUG2010,AQUE,AQUE,0,-99999,-99999
2010,8,09AUG2010,NAPL,NAPL,0,-99999,-99999
2010,8,16AUG2010,AHND,AHND,0,-99999,-99999
2010,8,16AUG2010,AHND,AHND,0,-99999,-99999
2010,8,16AUG2010,NAPL,NAPL,0,-99999,-99999
2010,8,17AUG2010,AQUE,AQUE,0,-99999,-99999
2010,8,17AUG2010,AQUE,AQUE,0,-99999,-99999
2010,8,17AUG2010,MOHK,MOHK,0,-99999,-99999
2010,8,17AUG2010,MOHK,MOHK,0,-99999,-99999
2010,8,19AUG2010,ABUR,ABUR,0,-99999,-99999
2010,8,19AUG2010,ABUR,ABUR,0,-99999,-99999
2010,8,19AUG2010,GOLB,GOLB,0,-99999,-99999
2010,8,19AUG2010,GOLB,GOLB,0,-99999,-99999
2010,8,25AUG2010,CARP,CARP,0,-99999,-99999
2010,8,25AUG2010,CARP,CARP,0,-99999,-99999
2010,9,01SEP2010,ABUR,ABUR,0,-99999,-99999
2010,9,01SEP2010,MOHK,MOHK,0,-99999,-99999
2010,9,03SEP2010,CARP,CARP,0,-99999,-99999
2010,9,07SEP2010,MOHK,MOHK,0,-99999,-99999
2010,9,07SEP2010,NAPL,NAPL,0,-99999,-99999
2010,9,08SEP2010,MOHK,MOHK,0,-99999,-99999
2010,9,09SEP2010,AQUE,AQUE,0,-99999,-99999
2010,9,21SEP2010,NAPL,NAPL,0,-99999,-99999
2010,9,24SEP2010,SCDI,DIABLO,0,-99999,-99999
2010,9,24SEP2010,SCDI,FRY'S 1,0,-99999,-99999
2010,9,24SEP2010,SCDI,FRY'S 2,0,-99999,-99999
2010,9,24SEP2010,SCDI,FRY'S 3,0,-99999,-99999
2010,9,27SEP2010,SCDI,BC 1,0,-99999,-99999
2010,9,27SEP2010,SCDI,BC 2,0,-99999,-99999
2010,9,27SEP2010,SCDI,BC POINT,0,-99999,-99999
2010,10,04OCT2010,MOHK,MOHK,0,-99999,-99999
2010,10,07OCT2010,SCDI,FERN 1,0,-99999,-99999
2010,10,07OCT2010,SCDI,FERN O,0,-99999,-99999
2010,10,07OCT2010,SCTW,TWIN W,0,-99999,-99999
2010,10,07OCT2010,SCTW,TWIN E,0,-99999,-99999
2010,10,08OCT2010,AQUE,AQUE,0,-99999,-99999
2010,10,11OCT2010,ABUR,ABUR,0,-99999,-99999
2010,10,11OCT2010,ABUR,ABUR,0,-99999,-99999
2010,10,11OCT2010,MOHK,MOHK,0,-99999,-99999
2010,10,12OCT2010,NAPL,NAPL,0,-99999,-99999
2010,10,13OCT2010,AQUE,AQUE,0,-99999,-99999
2010,10,14OCT2010,CARP,CARP,0,-99999,-99999
2010,10,20OCT2010,SCDI,BC 1,0,-99999,-99999
2010,10,29OCT2010,AQUE,AQUE,0,-99999,-99999
2010,10,29OCT2010,MOHK,MOHK,0,-99999,-99999
2010,11,01NOV2010,ABUR,ABUR,0,-99999,-99999
2010,11,02NOV2010,AQUE,AQUE,0,-99999,-99999
2010,11,05NOV2010,MOHK,MOHK,0,-99999,-99999
2010,11,16NOV2010,SCDI,DIABLO,0,-99999,-99999
2010,11,17NOV2010,NAPL,NAPL,0,-99999,-99999
2010,11,18NOV2010,MOHK,MOHK,0,-99999,-99999
2010,11,19NOV2010,AQUE,AQUE,0,-99999,-99999
2010,11,30NOV2010,SCDI,FRY'S 1,0,-99999,-99999
2010,11,30NOV2010,SCDI,FRY'S 2,0,-99999,-99999
2010,11,30NOV2010,SCDI,FRY'S 3,0,-99999,-99999
2010,11,30NOV2010,SCDI,DIABLO,0,-99999,-99999
2010,11,30NOV2010,SCDI,FERN 1,0,-99999,-99999
2010,11,30NOV2010,SCDI,FERN O,0,-99999,-99999
2010,11,30NOV2010,SCDI,BC 1,0,-99999,-99999
2010,11,30NOV2010,SCDI,BC 2,0,-99999,-99999
2010,11,30NOV2010,SCDI,BC POINT,0,-99999,-99999
2010,11,30NOV2010,SCTW,TWIN E,0,-99999,-99999
2010,11,30NOV2010,SCTW,TWIN W,0,-99999,-99999
2010,12,01DEC2010,SCDI,DIABLO,0,-99999,-99999
2010,12,02DEC2010,ABUR,ABUR,-99999,-99999,-99999
2010,12,03DEC2010,MOHK,MOHK,-99999,-99999,-99999
2010,12,06DEC2010,CARP,CARP,-99999,-99999,-99999
2010,12,07DEC2010,AQUE,AQUE,0,-99999,-99999
2010,12,14DEC2010,NAPL,NAPL,0,-99999,-99999
2010,12,14DEC2010,IVEE,IVEE,0,-99999,-99999
2010,12,14DEC2010,GOLB,GOLB,0,-99999,-99999
2011,1,04JAN2011,MOHK,MOHK,0,-99999,-99999
2011,1,07JAN2011,MOHK,MOHK,0,-99999,-99999
2011,1,10JAN2011,NAPL,NAPL,0,-99999,-99999
2011,1,11JAN2011,AQUE,AQUE,0,-99999,-99999
2011,1,12JAN2011,MOHK,MOHK,0,-99999,-99999
2011,1,21JAN2011,BULL,BULL,0,-99999,-99999
2011,1,21JAN2011,OTHER,ALLEGRIA MOO,0,-99999,-99999
2011,1,21JAN2011,AHND,AHND,0,-99999,-99999
2011,1,25JAN2011,CARP,CARP,-99999,-99999,-99999
2011,1,27JAN2011,SCDI,DIABLO,0,-99999,-99999
2011,1,27JAN2011,SCTW,TWIN W,0,-99999,-99999
2011,2,01FEB2011,AQUE,AQUE,0,-99999,-99999
2011,2,22FEB2011,NAPL,NAPL,0,-99999,-99999
2011,2,28FEB2011,NAPL,NAPL,0,-99999,-99999
2011,3,01MAR2011,MOHK,MOHK,0,-99999,-99999
2011,3,03MAR2011,AQUE,AQUE,0,-99999,-99999
2011,3,03MAR2011,NAPL,NAPL,0,-99999,-99999
2011,3,04MAR2011,ABUR,ABUR,0,-99999,-99999
2011,3,04MAR2011,MOHK,MOHK,0,-99999,-99999
2011,3,11MAR2011,CARP,CARP,0,-99999,-99999
2011,3,31MAR2011,ABUR,ABUR,0,-99999,-99999
2011,3,31MAR2011,CARP,CARP,0,-99999,-99999
2011,4,01APR2011,MOHK,MOHK,0,-99999,-99999
2011,4,04APR2011,AQUE,AQUE,0,-99999,-99999
2011,4,07APR2011,CARP,CARP,0,-99999,-99999
2011,4,12APR2011,MOHK,MOHK,0,-99999,-99999
2011,4,13APR2011,AQUE,AQUE,0,-99999,-99999
2011,4,14APR2011,CARP,CARP,0,-99999,-99999
2011,4,15APR2011,NAPL,NAPL,0,-99999,-99999
2011,4,21APR2011,ABUR,ABUR,0,-99999,-99999
2011,4,27APR2011,CARP,CARP,0,-99999,-99999
2011,4,28APR2011,MOHK,MOHK,0,-99999,-99999
2011,5,02MAY2011,MOHK,MOHK,0,-99999,-99999
2011,5,02MAY2011,ABUR,ABUR,0,-99999,-99999
2011,5,04MAY2011,AQUE,AQUE,0,-99999,-99999
2011,5,04MAY2011,GOLB,GOLB,0,-99999,-99999
2011,5,25MAY2011,NAPL,NAPL,0,-99999,-99999
2011,5,26MAY2011,MOHK,MOHK,0,-99999,-99999
2011,5,31MAY2011,CARP,CARP,0,-99999,-99999
2011,6,01JUN2011,AQUE,AQUE,0,-99999,-99999
2011,6,02JUN2011,MOHK,MOHK,0,-99999,-99999
2011,6,07JUN2011,ABUR,ABUR,0,-99999,-99999
2011,6,07JUN2011,MOHK,MOHK,0,-99999,-99999
2011,6,08JUN2011,AQUE,AQUE,0,-99999,-99999
2011,6,12JUN2011,MOHK,MOHK,-99999,-99999,-99999
2011,6,14JUN2011,NAPL,NAPL,0,-99999,-99999
2011,6,15JUN2011,CARP,CARP,0,-99999,-99999
2011,6,16JUN2011,NAPL,NAPL,0,-99999,-99999
2011,6,16JUN2011,IVEE,IVEE,0,-99999,-99999
2011,6,17JUN2011,GOLB,GOLB,0,-99999,-99999
2011,6,17JUN2011,OTHER,OTHER,0,-99999,-99999
2011,6,22JUN2011,BULL,BULL,0,-99999,-99999
2011,6,22JUN2011,AHND,AHND,0,-99999,-99999
2011,6,23JUN2011,GOLB,GOLB,0,-99999,-99999
2011,6,28JUN2011,GOLB,GOLB,0,-99999,-99999
2011,6,29JUN2011,AQUE,AQUE,0,-99999,-99999
2011,6,29JUN2011,MOHK,MOHK,0,-99999,-99999
2011,6,30JUN2011,GOLB,GOLB,0,-99999,-99999
2011,7,01JUL2011,GOLB,GOLB,0,-99999,-99999
2011,7,07JUL2011,MOHK,MOHK,0,-99999,-99999
2011,7,07JUL2011,ABUR,ABUR,0,-99999,-99999
2011,7,08JUL2011,AQUE,AQUE,0,-99999,-99999
2011,7,14JUL2011,GOLB,GOLB,0,-99999,-99999
2011,7,18JUL2011,CARP,CARP,0,-99999,-99999
2011,7,18JUL2011,CARP,CARP,0,-99999,-99999
2011,7,19JUL2011,NAPL,NAPL,0,-99999,-99999
2011,7,19JUL2011,NAPL,NAPL,0,-99999,-99999
2011,7,20JUL2011,MOHK,MOHK,0,-99999,-99999
2011,7,20JUL2011,ABUR,ABUR,0,-99999,-99999
2011,7,20JUL2011,MOHK,MOHK,0,-99999,-99999
2011,7,21JUL2011,NAPL,NAPL,0,-99999,-99999
2011,7,21JUL2011,AQUE,AQUE,0,-99999,-99999
2011,7,22JUL2011,AQUE,AQUE,0,-99999,-99999
2011,7,22JUL2011,CARP,CARP,0,-99999,-99999
2011,7,25JUL2011,BULL,BULL,0,-99999,-99999
2011,7,25JUL2011,AQUE,AQUE,0,-99999,-99999
2011,7,25JUL2011,BULL,BULL,0,-99999,-99999
2011,7,25JUL2011,AHND,AHND,0,-99999,-99999
2011,7,26JUL2011,SCTW,TWIN W,0,-99999,-99999
2011,7,26JUL2011,SCDI,DIABLO,0,-99999,-99999
2011,7,26JUL2011,IVEE,IVEE,0,-99999,-99999
2011,7,26JUL2011,GOLB,GOLB,0,-99999,-99999
2011,7,27JUL2011,SCTW,SCTW,0,-99999,-99999
2011,8,02AUG2011,GOLB,GOLB,0,-99999,-99999
2011,8,03AUG2011,ABUR,ABUR,0,-99999,-99999
2011,8,03AUG2011,MOHK,MOHK,0,-99999,-99999
2011,8,08AUG2011,GOLB,GOLB,0,-99999,-99999
2011,8,17AUG2011,SCDI,BC 1,0,-99999,-99999
2011,8,17AUG2011,SCDI,BC 2,0,-99999,-99999
2011,8,17AUG2011,SCDI,BC POINT,0,-99999,-99999
2011,8,18AUG2011,SCTW,TWIN E,0,-99999,-99999
2011,8,18AUG2011,SCTW,TWIN W,0,-99999,-99999
2011,8,22AUG2011,AQUE,AQUE,0,-99999,-99999
2011,8,22AUG2011,MOHK,MOHK,0,-99999,-99999
2011,8,23AUG2011,SCDI,DIABLO,0,-99999,-99999
2011,8,23AUG2011,SCDI,FERN 1,0,-99999,-99999
2011,8,23AUG2011,SCDI,FERN O,0,-99999,-99999
2011,8,25AUG2011,MOHK,MOHK,0,-99999,-99999
2011,8,25AUG2011,MOHK,MOHK,0,-99999,-99999
2011,8,30AUG2011,SCDI,FRY'S 1,0,-99999,-99999
2011,8,30AUG2011,SCDI,FRY'S 2,0,-99999,-99999
2011,8,30AUG2011,SCDI,FRY'S 3,0,-99999,-99999
2011,8,31AUG2011,CARP,CARP,0,-99999,-99999
2011,9,06SEP2011,MOHK,MOHK,0,-99999,-99999
2011,9,06SEP2011,ABUR,ABUR,0,-99999,-99999
2011,9,07SEP2011,AQUE,AQUE,0,-99999,-99999
2011,9,08SEP2011,NAPL,NAPL,0,-99999,-99999
2011,9,09SEP2011,MOHK,MOHK,0,-99999,-99999
2011,9,13SEP2011,GOLB,GOLB,0,-99999,-99999
2011,9,14SEP2011,GOLB,GOLB,0,-99999,-99999
2011,9,21SEP2011,SCTW,SCI,0,-99999,-99999
2011,9,26SEP2011,NAPL,NAPL,0,-99999,-99999
2011,9,27SEP2011,SCTW,TWIN W,0,-99999,-99999
2011,10,03OCT2011,MOHK,MOHK,0,-99999,-99999
2011,10,04OCT2011,ABUR,ABUR,0,-99999,-99999
2011,10,04OCT2011,IVEE,DEVEREUX,0,-99999,-99999
2011,10,07OCT2011,AQUE,AQUE,0,-99999,-99999
2011,10,07OCT2011,IVEE,IVEE,0,-99999,-99999
2011,10,11OCT2011,SCTW,SCI,0,-99999,-99999
2011,10,13OCT2011,IVEE,IVEE,0,-99999,-99999
2011,10,14OCT2011,IVEE,IVEE,0,-99999,-99999
2011,10,17OCT2011,CARP,CARP,0,-99999,-99999
2011,10,18OCT2011,SCTW,SCI,0,-99999,-99999
2011,10,19OCT2011,MOHK,MOHK,0,-99999,-99999
2011,10,20OCT2011,AQUE,AQUE,0,-99999,-99999
2011,10,20OCT2011,NAPL,NAPL,0,-99999,-99999
2011,10,21OCT2011,CARP,CARP,0,-99999,-99999
2011,10,24OCT2011,GOLB,GOLB,0,-99999,-99999
2011,10,25OCT2011,NAPL,NAPL,0,-99999,-99999
2011,10,26OCT2011,IVEE,IVEE,1,RAFTING,-99999
2011,10,27OCT2011,IVEE,IVEE,0,-99999,-99999
2011,10,28OCT2011,IVEE,IVEE,0,-99999,-99999
2011,10,28OCT2011,GOLB,GOLB,0,-99999,-99999
2011,10,30OCT2011,GOLB,GOLB,0,-99999,-99999
2011,11,01NOV2011,ABUR,ABUR,0,-99999,-99999
2011,11,01NOV2011,MOHK,MOHK,0,-99999,-99999
2011,11,02NOV2011,AQUE,AQUE,0,-99999,-99999
2011,11,17NOV2011,GOLB,GOLB,0,-99999,-99999
2011,11,18NOV2011,ABUR,ABUR,0,-99999,-99999
2011,11,28NOV2011,CARP,CARP,0,-99999,-99999
2011,11,29NOV2011,MOHK,MOHK,0,-99999,-99999
2011,11,30NOV2011,NAPL,NAPL,0,-99999,-99999
2011,12,05DEC2011,ABUR,ABUR,0,-99999,-99999
2011,12,05DEC2011,GOLB,GOLB,0,-99999,-99999
2011,12,08DEC2011,AQUE,AQUE,0,-99999,-99999
2011,12,16DEC2011,MOHK,MOHK,0,-99999,-99999
2011,12,15DEC2011,MOHK,MOHK,-99999,-99999,-99999
2011,12,20DEC2011,ABUR,ABUR,0,-99999,-99999
2011,12,21DEC2011,ABUR,ABUR,0,-99999,-99999
2011,12,21DEC2011,MOHK,MOHK,0,-99999,-99999
2011,12,22DEC2011,ABUR,ABUR,0,-99999,-99999
