DATE,SEASON,YEAR,PLOT,TRAP,RECAP,TAG_1_LT,TAG_2_RT,PIT_TAG,SEX,AGE,MASS,Comments,Capture_Site
06/18/10,SUMMER,2010,B,NA,RELEASE,349,249,,M,A,1085,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,348,248,,M,A,1580,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,347,246,,M,A,1350,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,245,346,,M,A,1130,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,244,,,M,A,1480,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,224,,M,A,1140,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,243,,M,A,1465,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,242,,M,A,1370,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,241,,M,A,1230,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,226,,,M,A,1700,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,223,,,F,A,1070,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,222,,,F,A,1190,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,221,,,F,A,810,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,295,,,F,A,1510,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,294,,,F,A,1520,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,293,,F,A,1380,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,292,,,F,A,1070,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,291,,,F,A,1090,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,290,,,F,A,1050,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,289,,,F,A,1110,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,288,,,F,A,650,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,287,,,F,A,590,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,285,,M,A,840,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,284,,,F,A,510,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,283,,,F,A,570,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,282,,,F,A,510,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,281,,F,A,570,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,280,,,M,A,920,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,279,,,M,A,,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,277,,,M,A,1260,,Emerson
06/18/10,SUMMER,2010,B,NA,RELEASE,276,,,F,A,1070,,Emerson
06/18/10,SUMMER,2010,B,NA,RELEASE,,,,M,J,195,not released,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,299,399,,M,A,1950,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,298,398,,M,A,1270,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,297,397,,M,A,1650,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,296,,,M,A,1290,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,227,,F,A,1080,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,228,,,F,A,1360,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,229,,,F,A,1000,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,231,,F,A,1060,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,232,,,F,A,1020,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,240,,F,A,1510,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,239,,F,A,1025,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,238,,F,A,1120,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,233,,,F,A,1080,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,237,,F,A,960,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,236,,F,A,990,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,234,,,F,A,580,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,235,,,F,A,620,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,275,,,F,A,620,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,274,,,M,A,820,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,273,,,F,A,610,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,272,,,F,A,580,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,271,,,F,A,600,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,270,,,M,A,1300,,Las Colinas
06/18/10,SUMMER,2010,B,NA,RELEASE,,269,,F,A,1150,,Emerson
06/18/10,SUMMER,2010,B,NA,RELEASE,,268,,F,A,1160,,Emerson
06/18/10,SUMMER,2010,B,NA,RELEASE,,267,,F,A,1220,,Emerson
06/20/10,SUMMER,2010,B,NA,RELEASE,,266,,F,A,960,,Whites
06/20/10,SUMMER,2010,B,NA,RELEASE,,219,,F,A,1120,,Whites
06/20/10,SUMMER,2010,B,NA,RELEASE,217,,,F,A,1130,,Whites
06/20/10,SUMMER,2010,B,NA,RELEASE,216,,,M,A,1200,,Whites
06/20/10,SUMMER,2010,B,NA,RELEASE,,215,,M,A,1270,,Whites
06/20/10,SUMMER,2010,B,NA,RELEASE,214,,,M,A,1300,,Whites
06/20/10,SUMMER,2010,B,NA,RELEASE,,213,,M,A,1370,,Whites
06/20/10,SUMMER,2010,B,NA,RELEASE,212,,,M,J,470,,Landau
06/20/10,SUMMER,2010,B,NA,RELEASE,211,,,F,J,370,,Landau
06/20/10,SUMMER,2010,B,NA,RELEASE,210,,,F,J,380,,Landau
06/20/10,SUMMER,2010,B,NA,RELEASE,,209,,F,A,700,,Mom
06/20/10,SUMMER,2010,B,NA,RELEASE,208,,,M,J,375,,Landau
06/20/10,SUMMER,2010,B,NA,RELEASE,,206,,M,A,1375,,Landau
06/20/10,SUMMER,2010,B,NA,RELEASE,205,,,M,J,440,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,204,,,F,A,675,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,203,,,M,J,400,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,202,,,F,J,350,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,201,,,M,J,540,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,265,,,F,A,840,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,264,,,F,A,830,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,263,,,M,J,420,,Raleys
06/20/10,SUMMER,2010,B,NA,RELEASE,262,,,F,A,750,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,261,,,F,A,700,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,260,,,F,A,680,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,259,,,M,A,860,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,258,,,M,A,960,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,257,,,M,A,1010,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,256,,,M,A,1000,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,255,,,F,J,480,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,254,,,M,J,360,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,253,,,M,J,590,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,252,,,F,J,470,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,251,,,F,A,840,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,343,,,F,A,480,yearling,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,342,,,F,A,790,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,341,,,M,A,870,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,220,,,F,A,1210,,Emerson
06/20/10,SUMMER,2010,B,NA,RELEASE,340,,,M,J,490,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,,339,,F,J,400,,Bosque Farms
06/20/10,SUMMER,2010,B,NA,RELEASE,338,,,M,J,560,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,376,,,M,J,300,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,377,,,F,J,420,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,378,,,M,J,355,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,379,,,F,A,580,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,380,,,F,A,515,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,,381,,F,J,250,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,382,,,F,J,390,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,383,,,F,A,665,,Las Colinas
06/28/10,SUMMER,2010,B,NA,RELEASE,,386,,F,A,620,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,385,,,F,A,620,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,388,,,M,J,405,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,389,,,F,A,480,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,393,,,M,A,890,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,390,,,F,J,465,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,391,,,M,A,760,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,394,,,F,A,700,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,392,387,,F,J,400,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,,402,,M,J,410,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,403,,,F,J,400,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,404,,,F,A,725,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,405,,,M,J,390,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,406,,,F,A,740,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,407,,,F,A,750,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,408,,,F,A,720,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,409,,,M,J,385,,Bosque Farms
06/28/10,SUMMER,2010,B,NA,RELEASE,410,,,F,A,685,tag on L or R,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,,411,,M,A,500,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,412,,,M,J,370,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,,413,,F,J,325,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,414,,,M,J,370,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,415,,,M,J,350,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,416,,,F,J,410,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,417,,,F,J,380,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,418,,,F,A,560,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,419,,,M,J,410,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,420,,,F,J,330,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,421,,,F,J,410,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,,422,,F,J,345,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,423,,,M,A,500,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,424,,,M,J,470,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,476,,,M,A,850,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,477,,,M,A,1030,,Whites
06/28/10,SUMMER,2010,B,NA,RELEASE,478,479,,M,J,380,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,480,,,F,J,390,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,482,481,,M,A,1120,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,,483,,F,A,720,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,485,,,F,J,340,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,,486,,M,J,355,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,,487,,M,J,340,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,488,,,M,J,440,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,489,,,F,J,360,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,490,,,M,J,360,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,491,,,F,J,390,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,492,,,M,J,410,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,493,,,F,J,340,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,,494,,M,J,400,,East Mountains
06/28/10,SUMMER,2010,B,NA,RELEASE,495,,,M,A,650,,Tramway
06/28/10,SUMMER,2010,B,NA,RELEASE,496,,,F,A,750,,Tramway
07/02/10,SUMMER,2010,B,NA,RELEASE,,361,,M,J,380,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,362,,,F,A,500,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,363,,,M,J,350,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,364,,,F,J,350,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,365,,,F,J,400,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,366,,,F,J,360,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,367,,,M,J,375,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,368,,,F,J,350,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,369,,,F,J,400,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,370,,,M,J,350,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,371,,,F,J,425,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,372,,,F,J,400,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,373,,,F,J,350,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,374,,,M,J,450,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,426,,,M,J,400,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,427,,,F,A,750,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,428,,,F,A,575,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,429,,,M,A,950,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,430,,,M,J,350,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,431,,,F,A,750,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,432,,,F,J,400,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,433,,,M,J,400,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,434,,,M,A,950,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,435,,,F,A,950,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,436,,,M,A,1080,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,437,,,M,J,350,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,438,,,F,J,325,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,439,,,M,J,480,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,440,,,M,J,400,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,441,,,F,A,750,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,442,,,F,J,350,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,443,,,F,J,330,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,326,,,F,A,600,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,327,,,M,A,950,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,328,,F,A,520,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,329,,F,A,590,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,330,,,F,J,400,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,332,,,M,A,950,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,333,,F,A,820,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,334,,F,J,470,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,300,400,,M,A,920,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,335,,F,A,640,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,336,,,M,J,410,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,301,,F,A,820,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,302,,,F,A,680,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,303,,M,A,920,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,304,,,F,A,610,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,305,,,M,A,880,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,306,,,M,J,450,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,307,,,F,J,430,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,308,,M,J,450,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,309,,,F,J,440,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,310,,M,J,520,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,311,,,F,J,420,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,312,,,F,A,520,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,313,,,M,J,400,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,314,,F,J,490,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,315,,,F,J,410,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,316,,,F,J,480,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,317,,,F,A,600,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,318,,,M,J,320,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,319,,,M,A,680,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,320,,,F,J,480,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,321,,,M,J,380,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,322,,,M,J,390,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,,323,,F,J,370,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,324,,,F,A,630,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,,325,,M,J,450,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,351,,,M,J,450,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,352,,,F,J,400,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,353,,,M,J,420,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,354,,,M,J,510,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,355,,,F,A,670,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,356,,,M,J,430,,Whites
07/02/10,SUMMER,2010,B,NA,RELEASE,357,,,F,J,370,,Whites
07/02/10,SUMMER,2010,B,NA,RELEASE,358,,,F,J,420,,Whites
07/02/10,SUMMER,2010,B,NA,RELEASE,359,,,F,A,650,,Whites
07/02/10,SUMMER,2010,B,NA,RELEASE,497,,,F,A,745,,Tramway
07/02/10,SUMMER,2010,B,NA,RELEASE,498,,,F,A,895,,Tramway
07/02/10,SUMMER,2010,B,NA,RELEASE,,499,,M,A,1110,,Tramway
07/02/10,SUMMER,2010,B,NA,RELEASE,500,,,F,A,690,,Tramway
07/02/10,SUMMER,2010,B,NA,RELEASE,,360,,F,A,740,,Tramway
07/02/10,SUMMER,2010,B,NA,RELEASE,475,,,F,A,751,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,474,,F,J,385,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,473,,,F,J,430,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,472,,,M,J,350,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,471,,F,A,660,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,470,,F,A,670,,Las Colinas
07/02/10,SUMMER,2010,B,NA,RELEASE,,469,,F,A,820,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,468,,,F,J,340,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,,467,,F,A,775,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,,466,,M,A,1040,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,,465,,F,A,820,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,464,,,F,J,325,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,,463,,F,A,720,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,462,,,F,A,830,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,461,,,F,J,370,,Indian School
07/02/10,SUMMER,2010,B,NA,RELEASE,460,,,M,J,395,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,459,,,F,J,390,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,458,,,M,J,450,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,,457,,M,J,480,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,456,,,F,J,400,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,,455,,F,J,350,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,,478,,M,J,410,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,84,,,F,J,360,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,444,,,F,J,375,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,445,,,F,J,350,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,446,,,F,J,400,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,447,,,M,J,410,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,448,,,F,J,450,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,449,,,F,J,420,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,450,,,M,J,375,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,452,,,F,J,400,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,451,,,F,J,380,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,375,,,F,J,390,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,454,,,M,J,400,,Bosque Farms
07/02/10,SUMMER,2010,B,NA,RELEASE,453,,,F,J,390,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,,4169,,M,J,360,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4172,,,M,J,360,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4166,,,F,J,380,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4167,,,F,J,430,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4168,,,F,J,370,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4170,,,M,J,345,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4171,,,F,J,410,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4175,,,M,J,380,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4174,,,F,J,340,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,,4173,,M,J,360,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4165,,,F,J,365,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4164,,,F,J,330,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4163,,,M,J,350,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4162,,,F,J,395,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4161,,,M,J,400,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4160,,,F,J,460,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4159,,,M,J,405,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4158,,,F,J,470,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4157,,,M,J,410,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,,4156,,F,J,360,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,,4155,,M,J,410,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4154,,,M,J,345,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4153,,,F,J,360,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4152,,,M,J,460,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4151,,,F,J,350,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4200,,,M,J,345,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,,4199,,F,J,395,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4198,,,M,J,355,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4197,,,M,J,380,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,,4196,,M,J,440,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,,4195,,F,J,430,,Bosque Farms
07/08/10,SUMMER,2010,D,NA,RELEASE,4194,,,F,A,650,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,4193,,,M,J,450,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,4192,,,F,A,810,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,4191,,,F,J,435,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,4190,,,F,J,405,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,4189,,,F,A,660,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,4188,,,F,J,420,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,4187,,,M,J,310,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,,4186,,F,J,430,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,,4185,,M,J,440,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,,4184,,F,J,270,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,,4183,,F,J,410,,DOT
07/08/10,SUMMER,2010,D,NA,RELEASE,,4182,,M,A,1020,,DOT
