"Colony","Year","UTMX","UTMY","Comment","species_code","count","Taxa_family","Taxa_genus","Taxa_species"
"CoardsMarshes",1996,471566,4205254,"No survey","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",1997,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",1998,471566,4205254,"No survey","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",1999,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2000,471566,4205254,"No survey","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2001,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2002,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2003,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2004,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2005,471566,4205254,"no survey","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2006,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2007,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2008,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2009,471566,4205254,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2010,NA,NA,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
"CoardsMarshes",2011,NA,NA,"","WI",NA,"Threskiornithidae","Eudocimus","albus"
