"year","location","season","night","web","trap","recap","Taxa_sppcode","sex","age","reprod","mass","Taxa_genus","Taxa_species","count","Taxa_family","Taxa_order"
1996,"5plarrea",1,3,3,"12","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",1,3,3,"18","y","disp","m","a","st","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",1,3,3,"144","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",1,3,5,"13","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",1,3,5,"120","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",1,3,5,"130","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",1,3,5,"138","y","nemi","f","a","na","na"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
1996,"5plarrea",1,3,5,"139","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"11","n","dime","f","a","na","49"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"28","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"33","n","dime","f","a","na","53"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"36","n","dime","m","a","st","38"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"56","n","dime","f","a","na","39"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"70","n","disp","f","a","na","150"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"72","n","disp","f","a","na","125"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"79","n","dime","f","a","l","50"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"80","n","dime","m","a","na","48"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"82","n","dime","f","a","na","48"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"96","n","dime","m","a","na","29"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"103","n","dime","f","a","na","38"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,1,"119","n","dime","m","a","st","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"5","n","dime","f","a","na","31"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"17","n","disp","m","a","st","158"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"18","n","disp","f","a","na","134"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"52","n","dime","f","a","l","48"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"57","n","dime","m","a","st","50"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"71","n","disp","f","a","na","113"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"96","n","disp","f","a","na","118"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"117","n","dime","f","a","na","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,3,"140","n","dime","f","a","v","27"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,5,"3","n","disp","f","a","na","140"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,5,"24","n","dime","f","a","p","48"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,5,"33","n","disp","m","a","na","162"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,1,5,"82","n","dime","f","a","v","48"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"18","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"24","n","dime","m","a","st","53"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"34","n","dime","m","a","st","34"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"36","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"60","n","pmtr","f","a","p","28",NA,NA,1,NA,NA
1996,"5plarrea",3,2,1,"70","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"84","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"94","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"96","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,1,"107","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,3,"17","y","disp","f","na","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,3,"18","y","disp","m","na","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,3,"108","y","disp","f","na","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,3,"116","y","dime","f","na","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,3,"118","n","dime","f","a","na","28"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,3,"136","y","dime","m","na","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,5,"19","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,5,"48","n","dime","f","a","na","27"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,2,5,"123","n","pgfv","m","a","st","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,1,"8","n","pmtr","f","a","p","29",NA,NA,1,NA,NA
1996,"5plarrea",3,3,1,"29","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,1,"50","n","neal","m","a","na","130"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"5plarrea",3,3,1,"56","n","neal","m","a","na","182"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"5plarrea",3,3,1,"73","n","disp","f","a","l","122"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,1,"96","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,1,"140","n","dime","m","a","st","51"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,3,"2","n","disp","f","a","na","108"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,3,"14","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,3,"15","n","nemi","m","a","na","120"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
1996,"5plarrea",3,3,3,"31","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,3,"33","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,3,"59","n","disp","m","a","st","155"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,3,"114","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,5,"6","n","nemi","m","a","na","138"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
1996,"5plarrea",3,3,5,"35","y","disp","m","a","st","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,5,"49","y","disp","f","a","na","133"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"5plarrea",3,3,5,"145","n","disp","m","a","st","130"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"goatdraw",1,1,1,"9","n","pmbo","m","a","na","18",NA,NA,1,NA,NA
1996,"goatdraw",1,1,1,"47","n","pmtr","m","a","na","25",NA,NA,1,NA,NA
1996,"goatdraw",1,1,1,"72","n","pmtr","f","a","na","24",NA,NA,1,NA,NA
1996,"goatdraw",1,1,1,"89","n","pmdi","m","a","na","18",NA,NA,1,NA,NA
1996,"goatdraw",1,1,1,"96","n","pmdi","m","a","na","22",NA,NA,1,NA,NA
1996,"goatdraw",1,1,3,"21","n","pmtr","m","a","na","22",NA,NA,1,NA,NA
1996,"goatdraw",1,1,3,"36","n","pmtr","f","a","na","22",NA,NA,1,NA,NA
1996,"goatdraw",1,1,3,"44","n","neal","f","a","na","81"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,1,3,"72","n","pmtr","m","a","na","22",NA,NA,1,NA,NA
1996,"goatdraw",1,1,3,"84","n","pmtr","m","a","na","26",NA,NA,1,NA,NA
1996,"goatdraw",1,1,3,"120","n","pmtr","f","a","na","28",NA,NA,1,NA,NA
1996,"goatdraw",1,1,3,"144","n","pmtr","m","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,1,5,"11","n","pmtr","m","a","na","26",NA,NA,1,NA,NA
1996,"goatdraw",1,1,5,"12","n","pmtr","f","a","na","26",NA,NA,1,NA,NA
1996,"goatdraw",1,1,5,"43","n","pmtr","f","a","na","16",NA,NA,1,NA,NA
1996,"goatdraw",1,1,5,"72","n","pmtr","m","a","st","27",NA,NA,1,NA,NA
1996,"goatdraw",1,1,5,"101","n","pmtr","f","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,1,5,"102","n","neal","f","j","na","58"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,1,5,"139","n","pmtr","m","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"11","n","pmbo","m","a","st","26",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"12","n","neal","f","a","na","130"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,2,1,"17","n","pmtr","f","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"43","n","pmtr","m","a","na","20",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"45","n","pmtr","f","a","na","22",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"47","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"59","y","pmtr","f","na","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"84","n","neal","f","a","na","132"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,2,1,"105","n","pmtr","m","a","st","25",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"120","n","pmtr","m","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"128","n","pmbo","m","a","na","20",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"132","n","pmtr","f","a","na","20",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"143","n","pmtr","m","a","na","20",NA,NA,1,NA,NA
1996,"goatdraw",1,2,1,"144","n","pmtr","m","a","na","26",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"13","n","pmtr","f","a","na","17",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"20","n","pmtr","f","a","p","28",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"23","n","pmtr","f","a","na","25",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"34","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"36","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"42","n","pgfv","m","a","na","10"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
1996,"goatdraw",1,2,3,"84","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"95","n","pmtr","m","a","st","27",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"106","n","pmtr","m","a","na","26",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"114","n","pmtr","f","a","p","25",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"120","n","pmtr","m","a","st","22",NA,NA,1,NA,NA
1996,"goatdraw",1,2,3,"128","n","pmtr","m","na","na","22",NA,NA,1,NA,NA
1996,"goatdraw",1,2,5,"22","n","neal","f","a","na","90"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,2,5,"23","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,2,5,"42","n","pmtr","f","a","na","17",NA,NA,1,NA,NA
1996,"goatdraw",1,2,5,"46","n","pmbo","m","a","na","20",NA,NA,1,NA,NA
1996,"goatdraw",1,2,5,"60","n","pmdi","f","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,2,5,"70","n","euqu","m","a","na","28"," Eutamias"," quadrivittatus",1,"Sciuridae","Rodentia"
1996,"goatdraw",1,2,5,"89","y","neal","f","j","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,2,5,"101","n","euqu","na","na","na","na"," Eutamias"," quadrivittatus",1,"Sciuridae","Rodentia"
1996,"goatdraw",1,2,5,"117","n","pmtr","m","a","na","24",NA,NA,1,NA,NA
1996,"goatdraw",1,2,5,"131","n","pmtr","m","a","na","19",NA,NA,1,NA,NA
1996,"goatdraw",1,2,5,"na","y","pmtr","f","na","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,1,"54","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,1,"67","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,1,"84","y","neal","f","a","l","127"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,3,1,"90","y","pmdi","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,1,"94","n","euqu","m","a","st","45"," Eutamias"," quadrivittatus",1,"Sciuridae","Rodentia"
1996,"goatdraw",1,3,1,"95","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
1996,"goatdraw",1,3,1,"104","n","pmbo","f","a","na","19",NA,NA,1,NA,NA
1996,"goatdraw",1,3,1,"130","n","pmtr","m","a","na","19",NA,NA,1,NA,NA
1996,"goatdraw",1,3,1,"138","n","pmdi","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,1,"144","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"6","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"20","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"48","n","pmbo","f","a","na","19",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"58","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"60","n","pmbo","f","a","na","19",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"72","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"95","n","pmtr","f","a","na","24",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"103","n","neal","m","j","na","76"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,3,3,"119","n","pmtr","m","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"120","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,3,"144","n","pmtr","m","a","na","20",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"18","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"22","y","neal","m","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",1,3,5,"23","n","pmtr","f","a","na","16",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"34","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"43","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"45","n","pmtr","m","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"46","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"53","n","pgfv","f","a","v","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
1996,"goatdraw",1,3,5,"66","n","pmtr","m","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"84","n","pmtr","f","a","na","20",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"107","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",1,3,5,"115","y","neal","f","j","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,1,1,"6","n","pmtr","m","a","na","26",NA,NA,1,NA,NA
1996,"goatdraw",3,1,1,"11","n","neal","f","a","na","142"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,1,1,"82","n","pmtr","f","a","na","31",NA,NA,1,NA,NA
1996,"goatdraw",3,1,3,"32","n","neal","m","a","na","136"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,1,3,"61","n","pmtr","m","a","st","27",NA,NA,1,NA,NA
1996,"goatdraw",3,1,3,"104","n","pmtr","m","a","st","30",NA,NA,1,NA,NA
1996,"goatdraw",3,1,5,"12","n","pmbo","m","j","na","14",NA,NA,1,NA,NA
1996,"goatdraw",3,1,5,"46","n","pmtr","f","a","l","22",NA,NA,1,NA,NA
1996,"goatdraw",3,1,5,"60","n","pmtr","m","a","st","33",NA,NA,1,NA,NA
1996,"goatdraw",3,1,5,"95","n","euqu","na","na","na","na"," Eutamias"," quadrivittatus",1,"Sciuridae","Rodentia"
1996,"goatdraw",3,2,1,"11","y","neal","f","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,2,1,"42","y","pmtr","f","na","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,2,1,"60","n","neal","f","a","na","120"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,2,1,"72","n","pmtr","m","a","na","24",NA,NA,1,NA,NA
1996,"goatdraw",3,2,1,"108","n","pmtr","m","a","na","27",NA,NA,1,NA,NA
1996,"goatdraw",3,2,1,"143","y","pmtr","m","na","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,2,3,"12","n","pmtr","f","a","na","21",NA,NA,1,NA,NA
1996,"goatdraw",3,2,3,"19","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,2,3,"20","y","neal","m","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,2,3,"24","n","pmsp","m","j","na","18",NA,NA,1,NA,NA
1996,"goatdraw",3,2,3,"67","n","pmtr","f","a","na","25",NA,NA,1,NA,NA
1996,"goatdraw",3,2,3,"127","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,2,5,"48","n","pmbo","m","j","na","12",NA,NA,1,NA,NA
1996,"goatdraw",3,2,5,"60","y","pmtr","f","na","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,2,5,"71","y","pmtr","m","na","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,2,5,"94","n","pmtr","f","a","p","27",NA,NA,1,NA,NA
1996,"goatdraw",3,2,5,"107","n","euqu","f","a","na","54"," Eutamias"," quadrivittatus",1,"Sciuridae","Rodentia"
1996,"goatdraw",3,2,5,"144","n","pmtr","m","a","st","22",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"11","y","neal","f","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,3,1,"47","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"48","n","pmtr","f","a","na","31",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"56","y","pmtr","f","a","p","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"58","n","pmsp","f","j","na","18",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"60","y","neal","f","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,3,1,"107","n","pmtr","f","a","na","23",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"108","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"128","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,1,"143","n","pmtr","m","a","na","31",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"19","n","pmtr","f","a","na","21",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"24","n","pmtr","m","a","st","24",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"32","y","neal","m","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"goatdraw",3,3,3,"34","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"35","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"47","n","pmtr","f","a","na","24",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"67","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"102","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,3,"144","n","pmtr","m","a","na","28",NA,NA,1,NA,NA
1996,"goatdraw",3,3,5,"60","y","pmtr","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,5,"68","y","pmsp","m","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,5,"72","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"goatdraw",3,3,5,"108","y","pmtr","f","a","na","na",NA,NA,1,NA,NA
1996,"rsgrass",1,1,1,"22","n","pmtr","f","a","na","28",NA,NA,1,NA,NA
1996,"rsgrass",1,1,1,"47","n","disp","m","a","st","132"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,1,"48","n","dime","m","a","na","49"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,1,"57","n","dime","f","a","p","49"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,1,"60","n","dime","m","a","st","48"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,1,"72","n","pmtr","m","a","na","25",NA,NA,1,NA,NA
1996,"rsgrass",1,1,1,"94","n","onle","f","a","p","40"," Onychomys"," leucogaster",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,1,1,"104","n","pgfl","f","a","na","7"," Perognathus"," flavescens",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,1,"120","n","dior","f","a","na","43"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,1,"144","n","dime","m","a","st","46"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"10","n","onle","m","j","na","23"," Onychomys"," leucogaster",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,1,4,"11","n","dime","m","a","st","46"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"16","n","dime","f","a","na","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"21","n","neal","m","a","na","180"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,1,4,"68","n","dior","f","a","na","49"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"82","n","dime","m","a","na","51"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"84","n","dime","m","a","st","50"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"93","n","dime","f","a","na","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"113","n","dior","m","a","st","53"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,4,"116","n","onle","m","j","na","14"," Onychomys"," leucogaster",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,1,5,"11","n","dime","f","a","na","43"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"24","n","dime","m","a","st","46"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"45","n","dime","m","a","na","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"60","n","dime","m","a","na","48"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"71","n","pgfl","m","a","na","12"," Perognathus"," flavescens",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"84","n","dime","m","a","st","46"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"88","n","onle","f","a","na","27"," Onychomys"," leucogaster",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,1,5,"102","n","onle","f","a","p","40"," Onychomys"," leucogaster",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,1,5,"107","n","dime","f","a","na","36"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"124","n","dior","f","a","na","42"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,1,5,"127","n","onle","na","na","na","na"," Onychomys"," leucogaster",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,1,5,"144","n","dior","m","a","st","46"," Dipodomys"," ordii",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,2,1,"4","n","neal","m","a","na","120"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
1996,"rsgrass",1,2,1,"47","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,2,1,"48","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,2,1,"58","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
1996,"rsgrass",1,2,1,"60","y","dime","m","a","st","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
