"year","location","season","night","web","trap","recap","Taxa_sppcode","sex","age","reprod","mass","Taxa_genus","Taxa_species","count","Taxa_family","Taxa_order"
2000,"5plarrea",1,1,3,"36","n","dime","m","j","na","22"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"47","n","disp","m","a","st","150"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"48","n","dime","f","a","l","41"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"53","n","dime","na","na","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"55","n","dime","f","a","l","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"57","n","dime","f","a","na","41"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"69","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"70","n","dime","m","a","st","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"83","n","disp","f","a","na","146"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"84","n","dime","f","a","na","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"106","n","dime","m","a","st","43"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"107","n","dime","f","a","l","39"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"120","n","dime","f","a","l","43"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"128","n","dime","m","a","st","43"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"138","n","onar","f","a","p","20"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,1,3,"141","n","dime","f","a","na","38"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,3,"144","n","dime","m","a","st","41"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"12","n","disp","f","a","na","128"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"34","n","disp","f","a","na","104"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"35","n","dime","m","a","st","40"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"47","n","dime","f","a","l","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"54","n","dime","f","a","p","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"55","n","dime","m","a","st","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"58","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"65","n","nemi","f","j","na","46"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,1,5,"77","n","pgfv","m","a","st","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"83","n","dime","m","a","st","39"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"94","n","disp","m","a","st","146"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"95","n","pgfv","m","a","st","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"96","n","dime","f","a","p","47"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"105","n","dime","f","a","na","33"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"108","n","dime","m","a","st","46"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"126","n","disp","m","a","na","98"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"128","n","disp","m","a","st","136"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"132","n","disp","f","a","na","110"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"139","n","dime","f","a","l","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,1,5,"140","n","onar","f","a","na","20"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,2,1,"6","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"12","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"15","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"20","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"21","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"22","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"24","n","pgfv","m","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"34","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"35","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"54","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"59","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"60","n","dime","m","a","st","58"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"67","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"68","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"77","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"78","n","pgfv","f","a","p","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"81","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"91","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"95","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"96","n","dime","m","a","na","29"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"129","n","dime","m","a","st","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"131","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"136","n","spsp","m","a","na","100"," Spermophilus"," spilosoma",1,"Sciuridae","Rodentia"
2000,"5plarrea",1,2,1,"143","n","pgfv","f","a","p","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,1,"143","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"5","n","spsp","m","a","st","100"," Spermophilus"," spilosoma",1,"Sciuridae","Rodentia"
2000,"5plarrea",1,2,3,"36","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"36","y","dime","m","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"47","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"48","n","spsp","f","a","p","112"," Spermophilus"," spilosoma",1,"Sciuridae","Rodentia"
2000,"5plarrea",1,2,3,"52","n","dime","f","a","p","40"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"57","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"58","n","onar","f","j","na","23"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,2,3,"70","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"78","n","onar","m","a","st","23"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,2,3,"83","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"88","n","dime","f","j","na","19"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"96","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"99","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"116","y","onar","f","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,2,3,"117","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"118","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"140","n","dime","f","a","p","36"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,3,"142","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"8","y","onar","f","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,2,5,"12","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"21","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"22","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"23","n","pgfv","f","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"29","n","pgfv","f","a","p","9"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"46","n","dime","f","j","na","28"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"48","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"58","n","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"60","n","dime","f","a","v","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"65","n","nemi","f","a","na","180"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,2,5,"69","n","pgfv","f","a","na","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"72","n","dime","m","a","st","58"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"93","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"96","n","dime","na","na","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"105","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"106","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"108","n","dime","f","a","p","43"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"112","n","pgfv","m","a","st","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"120","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"126","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,2,5,"132","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"13","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"20","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"26","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"45","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"55","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"59","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"60","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"83","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"118","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"120","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"137","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,1,"143","y","pgfv","f","a","na","na"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"22","n","nemi","m","a","na","169"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,3,3,"32","n","pgfv","f","a","p","8"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"35","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"39","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"42","n","pgfv","m","a","na","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"43","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"46","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"48","n","neal","f","a","na","168"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,3,3,"68","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"69","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"70","n","dime","m","a","st","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"84","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"86","y","dime","m","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"94","n","pgfv","f","a","na","6"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"96","n","disp","m","a","na","94"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"117","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"125","n","nemi","f","j","na","91"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,3,3,"132","n","dime","f","a","p","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"136","n","pgfv","f","a","p","10"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"141","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,3,"143","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"6","n","dime","f","a","l","38"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"8","y","onar","f","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,3,5,"12","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"22","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"24","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"33","n","disp","m","a","st","140"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"57","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"58","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"67","n","dime","m","a","st","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"72","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"84","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"90","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"98","n","nemi","m","a","st","211"," Neotoma"," micropus",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,3,5,"105","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"108","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"119","n","dime","f","a","l","41"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"125","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,3,5,"131","n","spsp","f","a","p","130"," Spermophilus"," spilosoma",1,"Sciuridae","Rodentia"
2000,"5plarrea",1,3,5,"132","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"20","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"21","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"22","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"44","y","dime","m","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"56","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"58","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"59","y","dime","m","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"60","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"78","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"90","y","onar","f","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,4,1,"95","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"106","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"107","n","dime","m","a","st","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"130","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"135","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,1,"143","y","pgfv","f","a","na","na"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"3","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"11","y","onar","f","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,4,3,"33","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"36","y","dime","m","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"42","y","pgfv","m","a","na","na"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"56","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"59","y","neal","f","a","na","na"," Neotoma"," albigula",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,4,3,"83","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"86","y","dime","m","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"95","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"141","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,3,"142","y","spsp","f","a","na","na"," Spermophilus"," spilosoma",1,"Sciuridae","Rodentia"
2000,"5plarrea",1,4,3,"143","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"17","y","onar","f","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,4,5,"22","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"23","n","spsp","m","a","st","112"," Spermophilus"," spilosoma",1,"Sciuridae","Rodentia"
2000,"5plarrea",1,4,5,"24","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"46","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"48","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"53","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"54","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"57","n","dime","m","a","st","40"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"58","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"72","y","dime","m","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"94","y","disp","m","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"96","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"108","n","dime","m","a","st","33"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"113","y","disp","f","a","na","na"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"117","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"119","y","onar","m","a","na","na"," Onychomys"," arenicola",1,"Cricetidae","Rodentia"
2000,"5plarrea",1,4,5,"132","n","disp","m","a","st","138"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"133","y","dime","f","j","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",1,4,5,"144","y","dime","f","a","na","na"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"10","n","dime","m","a","na","46"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"12","n","pmer","m","a","na","16",NA,NA,1,NA,NA
2000,"5plarrea",3,1,1,"23","n","dime","m","a","na","47"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"35","n","dime","m","a","na","42"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"44","n","pgfv","f","a","na","6"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"55","n","dime","m","a","na","40"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"57","n","dime","f","a","na","45"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"81","n","dime","m","a","na","41"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"82","n","pgfv","f","a","na","7"," Perognathus"," flavus",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"83","n","dime","m","a","na","43"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"93","n","dime","f","a","na","39"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"96","n","disp","f","a","na","134"," Dipodomys"," spectabilis",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"100","n","dime","m","a","na","46"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"108","n","dime","f","a","na","39"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
2000,"5plarrea",3,1,1,"118","n","dime","m","a","na","44"," Dipodomys"," merriami",1,"Heteromyidae","Rodentia"
