"SITE","DATE","TRAPDAY","TAG","SPECIES","FATE","SEX","TESTES","VAGINA","NIPPLES","PREGNANT","MASS","STATION","CAPNUM","SEASON","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","count"
"T1","12/04/94",3,"A760",2,2,"2","0","1","1","0","13","23",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",1,"G760",4,1,"2",NA,"1","1",NA,"64","25",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",1,"A761",4,1,"2","0","1","1","0","30","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",1,"G761",4,1,"1","1",NA,NA,NA,"58","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",1,"A762",4,1,"1","1","0","0","0","53","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",2,"A762",4,2,"1","1","0","0","0","53","7",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",1,"A763",2,1,"1","2","0","0","0","23","5",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/04/94",2,"A763",2,2,"1","2","0","0","0","23","5",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",1,"G763",4,1,"1","2",NA,NA,NA,"83","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",1,"A764",2,1,"1","1","0","0","0","12","15",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",1,"G764",4,1,"2",NA,"2","2",NA,"81","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",1,"A765",4,1,"2","0","2","2","0","61","22",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",3,"A765",4,2,"2","0","2","2","0","61","22",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",1,"G765",4,1,"1","1",NA,NA,NA,"82","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",1,"A766",4,1,"2","0","1","2","0","48","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",1,"G766",4,1,"1","1",NA,NA,NA,"83","9",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",1,"A767",4,1,"1","1","0","0","0","48","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A767",4,2,"1","1","0","0","0","48","41",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",1,"G767",4,1,"1","1",NA,NA,NA,"67","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",1,"A768",4,1,"2","0","2","2","0","36","40",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",1,"G768",4,1,"2",NA,"1","1",NA,"51","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",1,"A769",4,1,"1","1","0","0","0","62","63",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A769",4,2,"1","1","0","0","0","62","58",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",1,"G769",2,1,"2",NA,"1","1",NA,"10","101",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","12/04/94",1,"A770",4,1,"2","0","2","2","0","32","75",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/04",2,"G770",4,1,"1","1",NA,NA,NA,"58","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",2,"A771",4,1,"2","0","1","1","0","41","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/04",2,"G771",4,1,"2",NA,"1","1",NA,"42","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",2,"A772",2,1,"2","0","1","1","0","12","16",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/04",2,"G772",4,1,"1","1",NA,NA,NA,"43","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",2,"A773",4,1,"1","1","0","0","0","73","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",2,"G773",4,1,"2",NA,"1","2",NA,"71","17",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",2,"A774",4,1,"1","1","0","0","0","61","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",2,"G774",4,6,"2",NA,"1","2",NA,"65","16",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",2,"A775",4,1,"1","1","0","0","0","70","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",3,"A775",4,2,"1","1","0","0","0","70","5",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",2,"G775",4,1,"1","1",NA,NA,NA,"71","14",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","12/04/94",2,"A776",4,1,"0","0","0","0","0","51","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/04/94",2,"A777",2,1,"2","0","1","1","0","17","27",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/04/94",2,"A778",4,1,"2","0","1","1","0","36","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","12/04/94",2,"A779",2,1,"2","0","1","1","0","10","16",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/04/94",2,"A780",2,1,"2","0","1","2","0","16","13",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","05/02/95",2,"A780",2,2,"2","0","1","2","0","19","12",1,"Spring","Rodentia","Muridae","Mus","musculus",1
"T5","12/04/94",2,"A781",2,1,"1","2","0","0","0","15","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T5","12/04/94",3,"A781",2,2,"1","2","0","0","0","15","11",2,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/04/94",2,"A782",4,1,"2","0","1","1","0","58","62",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",2,"A783",4,1,"2","0","1","1","0","48","60",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",2,"A784",4,1,"1","1","0","0","0","37","40",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",2,"A785",4,1,"2","0","1","1","0","50","37",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",2,"A786",2,1,"1","1","0","0","0","11","23",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/04/94",2,"A787",4,1,"2","0","1","1","0","34","19",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","12/04/94",2,"A788",2,1,"2","0","1","1","0","15","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","12/04/94",2,"A789",4,1,"1","1","0","0","0","64","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A790",4,1,"2","0","1","1","0","45","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A790",4,2,"2","0","1","1","0","45","20",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A791",2,1,"1","1","0","0","0","12","17",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T2","12/04/94",2,"A792",4,1,"1","1","0","0","0","59","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A793",4,1,"2","0","1","1","0","43","21",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A794",4,1,"1","1","0","0","0","54","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A795",4,1,"2","0","1","2","0","60","26",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A796",4,1,"1","1","0","0","0","51","42",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A797",4,1,"1","1","0","0","0","57","45",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A798",4,1,"1","1","0","0","0","46","54",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A798",4,3,"1","1","0","0","0","46","54",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A799",4,1,"2","0","1","1","0","56","57",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","12/04/94",2,"A800",2,1,"1","1","0","0","0","20","62",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/17/04",2,"G801",4,1,"1","1",NA,NA,NA,"84","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",2,"G802",2,1,"1","1",NA,NA,NA,"13","9",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/17/04",2,"G803",4,1,"1","1",NA,NA,NA,"50","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",2,"G804",2,1,"1","1",NA,NA,NA,"18","3",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G805",4,1,"1","1",NA,NA,NA,"63","75",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G805",4,2,"1","1",NA,NA,NA,"63","75",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G806",4,1,"1","1",NA,NA,NA,"76","73",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G807",4,1,"2",NA,"1","2",NA,"57","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G808",4,1,"1","1",NA,NA,NA,"77","69",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G808",4,2,"1","1",NA,NA,NA,"77","68",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G809",4,1,"1","2",NA,NA,NA,"84","68",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",1,"C810",2,1,"2","0","1","1","0","11","26",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G810",4,1,"1","1",NA,NA,NA,"71","67",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G811",4,1,"2",NA,"1","1",NA,"55","64",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",1,"C812",2,1,"1","3","0","0","0","14","23",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G812",4,1,"1","1",NA,NA,NA,"86","63",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",1,"C813",4,1,"1","3","0","0","0","61","20",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",2,"C813",4,2,"1","3","0","0","0","61","19",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"C813",4,2,"1","3","0","0","0","61","20",3,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G813",4,1,"2",NA,"1","1",NA,"50","61",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",1,"C814",2,1,"1","3","0","0","0","18","10",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G814",4,1,"1","1",NA,NA,NA,"58","58",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",1,"C815",4,1,"2","0","1","1","0","46","7",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",2,"C815",4,2,"2","0","1","1","0","46","4",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",3,"C815",4,2,"2","0","1","1","0","46","6",3,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",1,"E815",2,1,"0","0","0","0","0","0","19",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G815",4,1,"1","2",NA,NA,NA,"95","48",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",1,"C816",4,1,"1","1","0","0","0","38","9",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/93",2,"C816",4,2,"1","1","0","0","0","38","8",2,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",1,"E816",2,1,"2","0","2","1","0","13","44",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G816",2,1,"1","1",NA,NA,NA,"18","43",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T4","11/17/93",1,"C817",4,1,"2","0","1","1","0","40","12",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",1,"E817",2,1,"1","2","0","0","0","19","25",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G817",4,1,"2",NA,"1","1",NA,"18","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/93",2,"C818",4,1,"2","0","1","1","0","24","15",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",1,"E818",4,1,"2","0","1","2","0","47","15",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G818",4,1,"1","1",NA,NA,NA,"56","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/93",1,"C819",2,1,"1","1","0","0","0","10","11",1,"Autumn","Rodentia","Muridae","Mus","musculus",1
"T1","08/05/89",1,"E819",2,1,"2","0","1","1","0","15","10",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",2,"G819",4,1,"1","1",NA,NA,NA,"65","6",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",4,"B820",4,1,"1","1","0","0","0","26","28",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",0,"E820",4,1,"2","0","1","1","0","46","20",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",5,"E820",4,2,"2","0","1","1","0","46","20",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",6,"E820",4,2,"2","0","1","1","0","46","21",3,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G820",4,1,"1","1",NA,NA,NA,"54","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",4,"B821",2,1,"2","0","1","1","0","22","12",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T2","08/05/89",1,"E821",2,1,"1","2","0","0","0","12","22",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T5","08/18/89",4,"B822",2,1,"2","0","1","2","0","16","10",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T2","08/05/89",1,"E822",4,1,"1","2","0","0","0","66","24",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",2,"E822",4,2,"1","2","0","0","0","66","20",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",3,"E822",4,2,"1","2","0","0","0","66","20",3,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",4,"E822",4,2,"1","2","0","0","0","66","19",4,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G822",4,1,"1","1",NA,NA,NA,"89","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",4,"B823",2,1,"2","0","1","2","0","16","4",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T5","08/18/89",5,"B823",2,7,"2","0","1","2","0","16","11",2,"Summer","Rodentia","Muridae","Mus","musculus",1
"T2","08/05/89",1,"E823",4,1,"1","2","0","0","0","51","30",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",2,"G823",4,1,"1","1",NA,NA,NA,"66","103",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B824",2,1,"1","3","0","0","0","16","4",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T2","08/05/89",1,"E824",2,1,"2","0","1","1","0","10","60",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",3,"G824",4,1,"2",NA,"1","1",NA,"34","72",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B825",4,1,"1","3","0","0","0","50","5",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",5,"B825",4,2,"1","3","0","0","0","50","5",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",1,"E825",2,1,"1","3","0","0","0","18","61",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",3,"G825",4,1,"2",NA,"1","1",NA,"51","71",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B826",2,1,"2","0","1","2","0","14","9",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","08/05/89",1,"E826",4,1,"1","2","0","0","0","68","46",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",3,"E826",4,7,"1","2","0","0","0","68","52",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G826",4,1,"1","2",NA,NA,NA,"75","69",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B827",2,1,"2","0","1","2","0","14","11",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T4","08/18/89",5,"B827",2,2,"2","0","1","2","0","14","13",2,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","08/05/89",1,"E827",4,1,"1","2","0","0","0","36","53",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G827",4,1,"2",NA,"1","1",NA,"57","66",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B828",2,1,"1","2","0","0","0","11","13",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","11/17/04",3,"G828",4,6,"1","1",NA,NA,NA,"102","61",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",1,"E829",4,1,"1","3","0","0","0","47","14",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",3,"E829",4,2,"1","3","0","0","0","47","75",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",5,"E829",4,2,"1","3","0","0","0","47","77",3,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G829",4,1,"2",NA,"1","1",NA,"58","59",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B830",4,1,"1","3","0","0","0","60","20",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",1,"E830",4,1,"1","3","0","0","0","50","48",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",5,"E830",4,2,"1","3","0","0","0","50","47",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G830",4,1,"1","2",NA,NA,NA,"77","45",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B831",4,1,"1","3","0","0","0","72","22",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T2","08/05/89",1,"E831",4,1,"0","0","0","0","0","0","52",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G831",4,1,"2",NA,"1","2","1","92","38",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",4,"B832",4,1,"1","3","0","0","0","74","23",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",1,"E832",4,1,"1","3","0","0","0","90","64",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",3,"E832",4,2,"1","3","0","0","0","90","63",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",4,"E832",4,2,"1","3","0","0","0","90","66",3,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",6,"E832",4,2,"1","3","0","0","0","90","64",4,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","11/17/04",3,"G832",4,1,"1","1",NA,NA,NA,"67","3",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",5,"B833",4,1,"2","0","1","2","0","46","27",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",2,"E833",2,1,"2","0","1","1","0","8","60",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T4","11/17/04",3,"G833",4,1,"1","1",NA,NA,NA,"43","18",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",5,"B834",4,1,"1","3","0","0","0","60","21",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",2,"E834",4,1,"1","2","0","0","0","25","57",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",3,"E834",4,2,"1","2","0","0","0","25","57",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",5,"E834",4,2,"1","2","0","0","0","25","57",3,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",3,"G834",4,1,"1","2",NA,NA,NA,"86","13",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",5,"B835",4,1,"1","3","0","0","0","60","20",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",2,"E835",4,1,"1","3","0","0","0","64","49",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",3,"E835",4,2,"1","3","0","0","0","64","47",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",3,"G835",4,1,"1","1",NA,NA,NA,"67","8",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",5,"B836",2,1,"1","3","0","0","0","20","10",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","08/05/89",2,"E836",4,1,"1","2","0","0","0","45","46",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",3,"E836",4,2,"1","2","0","0","0","45","43",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","11/17/04",3,"G836",4,1,"2",NA,"1","1",NA,"40","5",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","08/18/89",5,"B837",2,1,"2","0","1","2","0","15","4",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","08/05/89",2,"E837",2,1,"1","3","0","0","0","18","44",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/04",3,"G837",4,1,"1","1",NA,NA,NA,"96","28",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",5,"B838",2,1,"1","3","0","0","0","19","4",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T5","11/17/04",3,"G838",4,1,"2",NA,"1","1",NA,"37","29",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",5,"B839",2,1,"1","2","0","0","0","19","9",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","08/05/89",2,"E839",4,1,"2","0","1","2","1","53","39",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",3,"E839",4,2,"2","0","1","2","1","53","37",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",4,"E839",4,2,"2","0","1","2","1","53","36",3,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/04",3,"G839",4,1,"2",NA,"1","1",NA,"44","24",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
"T4","08/18/89",5,"B840",2,1,"2","0","1","2","1","21","10",1,"Summer","Rodentia","Muridae","Mus","musculus",1
"T1","08/05/89",2,"E840",4,1,"1","2","0","0","0","39","36",1,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T1","08/05/89",4,"E840",4,2,"1","2","0","0","0","39","35",2,"Summer","Rodentia","Cricetidae","Oryzomys","palustris",1
"T5","11/17/04",3,"G840",4,1,"1","1",NA,NA,NA,"48","23",1,"Autumn","Rodentia","Cricetidae","Oryzomys","palustris",1
