"DATE","SEASON","YEAR","PLOT","TRAP","RECAP","TAG_1_LT","TAG_2_RT","PIT_TAG","SEX","AGE","MASS","Comments","Capture_Site","Taxa_kingdom","Taxa_phylum","Taxa_class","Taxa_order","Taxa_family","Taxa_genus","Taxa_species","count"
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4380",NA,"","F","A","590","","Lomas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4381",NA,"","M","J","420","","Lomas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4382",NA,"","F","A","510","","Lomas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4383",NA,"","F","J","490","","Lomas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4384",NA,"","M","J","310","","Lomas-east","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4385",NA,"","M","A","700","","Lomas-east","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4386",NA,"","M","A","900","","Lomas-east","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4387",NA,"","F","J","400","","Lomas-east","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4388",NA,"","M","J","400","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4389",NA,"","F","J","360","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4390",NA,"","M","J","340","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4114",NA,"","F","A","930","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4391",NA,"","M","J","370","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4334",NA,"","F","A","880","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4392",NA,"","F","J","330","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/16/10","SUMMER",2010,"D",NA,"RELEASE","4453",NA,"","F","J","360","","Grace","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4466",NA,"","F","A","580","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4465",NA,"","M","A","1180","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4464",NA,"","F","A","800","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4463",NA,"","F","A","480","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4462",NA,"","F","A","520","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4461",NA,"","F","A","470","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4460",NA,"","M","A","840","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4454,"","F","A","500","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4459",NA,"","F","A","900","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4458",NA,"","M","A","1300","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4457,"","F","A","590","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4456",NA,"","M","A","1240","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4455",NA,"","F","A","1040","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4393",NA,"","M","A","840","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4400",NA,"","M","A","740","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4399",NA,"","F","J","270","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4396",NA,"","M","J","250","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4394",NA,"","F","J","250","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4395",NA,"","F","A","540","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4397",NA,"","M","A","840","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4425",NA,"","F","A","500","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4424,"","M","J","360","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4417",NA,"","F","A","520","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4415",NA,"","M","A","1150","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4416",NA,"","M","J","490","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4414",NA,"","M","J","320","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4413",NA,"","F","A","510","","Rover","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4410",NA,"","F","A","500","","Las Colinas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4110",NA,"","F","J","370","","Las Colinas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4411",NA,"","F","J","490","","Las Colinas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4476",NA,"","M","J","360","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4477",NA,"","F","A","510","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4478",NA,"","M","A","550","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4479",NA,"","F","A","570","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4480",NA,"","F","A","600","","Lomas NW- Rallys","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4483",NA,"","F","J","470","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4484",NA,"","F","A","480","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4485",NA,"","M","J","390","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4486,"","F","A","550","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4487",NA,"","M","A","910","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4488",NA,"","F","J","300","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4489",NA,"","F","J","440","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4490",NA,"","F","A","520","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4491",NA,"","F","J","380","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4492",NA,"","M","A","570","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4493",NA,"","F","J","360","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4495,"","M","A","880","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4496",NA,"","M","A","700","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4497",NA,"","F","A","840","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4498",NA,"","F","J","290","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4499",NA,"","F","A","500","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4500",NA,"","F","A","630","","DOT1","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4423",NA,"","M","A","1110","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4421",NA,"","F","A","780","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4422",NA,"","F","A","570","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4418",NA,"","M","A","710","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4419",NA,"","M","A","590","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4420",NA,"","F","A","610","","Menual","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4412",NA,"","F","A","630","","Las Colinas","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4450,"","F","J","450","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4449,"","M","A","520","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4448",NA,"","M","J","400","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4447",NA,"","F","J","295","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4446",NA,"","F","A","480","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4445",NA,"","F","J","310","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4444",NA,"","M","J","380","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4443",NA,"","F","J","350","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4442",NA,"","F","J","375","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4441,"","F","A","480","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4440",NA,"","F","A","400","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4439",NA,"","M","A","480","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4438,"","F","A","450","","Fire Station","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4437",NA,"","M","J","370","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4436,"","F","J","360","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4435",NA,"","M","A","420","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4434",NA,"","F","A","430","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4433,"","F","A","420","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4432,"","M","J","390","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4431",NA,"","M","J","330","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4481",4430,"","M","A","445","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4429",NA,"","F","J","380","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4428",NA,"","M","A","460","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4427,"","F","J","340","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4426,"","M","A","460","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4473,"","F","J","360","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4472",NA,"","F","J","400","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4471,"","M","J","360","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4470",4398,"","F","J","370","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","",4469,"","F","J","370","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4482",4468,"","F","A","460","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"07/22/10","SUMMER",2010,"D",NA,"RELEASE","4467",NA,"","F","J","320","","DOT2","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4404",NA,"","M","A","700","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4408",NA,"","M","A","950","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4406",NA,"","M","A","1110","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4405",NA,"","M","A","800","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4409",NA,"","F","A","645","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4407",NA,"","F","A","720","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4403",NA,"","M","A","680","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4402",NA,"","M","A","660","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4401",NA,"","F","A","770","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4547",NA,"","F","A","900","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4546",NA,"","F","A","910","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4548",NA,"","M","A","730","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4549",NA,"","M","A","740","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4550",NA,"","M","A","600","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","",4545,"","M","A","540","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4544",NA,"","F","A","650","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4543",NA,"","M","A","930","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4542",NA,"","M","A","620","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4541",NA,"","M","A","1140","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4540",NA,"","M","A","1420","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4539",NA,"","F","A","820","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4538",NA,"","M","A","600","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4537",NA,"","M","A","1480","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4536",NA,"","F","A","600","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4535",NA,"","M","A","900","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4534",NA,"","M","A","680","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4533",NA,"","M","A","660","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","",4532,"","F","A","700","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4531",NA,"","M","A","580","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4530",NA,"","F","A","550","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","",4529,"","F","A","500","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4528",NA,"","M","A","860","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4527",NA,"","M","A","1120","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","",4526,"","M","A","620","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4525",NA,"","F","A","500","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4524",NA,"","M","A","490","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4523",NA,"","F","A","790","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4522",NA,"","F","A","660","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
"08/19/10","SUMMER",2010,"D",NA,"RELEASE","4521",NA,"","M","A","940","","Bosque Farms","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Cynomys","gunnisoni",1
