"time","grid","trap","l_ear","r_ear","sex","age","weight","hindft","count","date"
NA,"bonrip","6c","a3091","a3092",NA,NA,"1500",NA,1,"2011-09-12"
NA,"bonrip","9c","a3130","a3131",NA,NA,"1400",NA,1,"2011-09-12"
NA,"bonrip","1a","a3251","a3252","f","j","1310","130",1,"2011-09-12"
NA,"bonrip","1b","a3253","a3254","f",NA,"1330","135",1,"2011-09-12"
NA,"bonrip","2d","a3255","a3256","m",NA,"1580","143",1,"2011-09-12"
NA,"bonrip","2c","a3257","a3258","m",NA,"1280","128",1,"2011-09-12"
NA,"bonrip","2b","a3259","a3260","f",NA,"1260","130",1,"2011-09-12"
NA,"bonrip","2a","a3261","a3262","f","j","1220","125",1,"2011-09-12"
NA,"bonrip","3b","a3263","a3264","f","j","1100","125",1,"2011-09-12"
NA,"bonrip","3c","a3265","a3266","f","j","1440","138",1,"2011-09-12"
NA,"bonrip","3d","a3267","a3268","f","j","1240","125",1,"2011-09-12"
NA,"bonrip","4d","a3269","a3270","m","j","1300","133",1,"2011-09-12"
NA,"bonrip","5a","a3271","a3272","f",NA,"1700","145",1,"2011-09-12"
NA,"bonrip","5b","a3273","a3274","f","j","1150","125",1,"2011-09-12"
NA,"bonrip","5d","a3275","a3276","f",NA,"1600","144",1,"2011-09-12"
NA,"bonrip","6e","a3277","a3278","f","j","1080","125",1,"2011-09-12"
NA,"bonrip","6b","a3279","a3280","f",NA,"1260","132",1,"2011-09-12"
NA,"bonrip","6a","a3281","a3282","f","j","1020","120",1,"2011-09-12"
NA,"bonrip","7a","a3283","a3284","f","j","640","90",1,"2011-09-12"
NA,"bonrip","7d","a3285","a3286","m","j","1160","125",1,"2011-09-12"
NA,"bonrip","8a","a3287","a3288","m","j","1080","125",1,"2011-09-12"
NA,"bonrip","9a","a3289","a3290","f",NA,"1300","130",1,"2011-09-12"
NA,"bonrip","10c","a3291","a3292","f",NA,"1680","140",1,"2011-09-12"
NA,"bonrip","10b","a3293","a3294","f",NA,"1290","120",1,"2011-09-12"
NA,"bonrip","6a","a3091","a3092",NA,NA,"1410",NA,1,"2011-09-13"
NA,"bonrip","8b","a3130","a3131",NA,NA,"1450",NA,1,"2011-09-13"
NA,"bonrip","1b","a3149","a3220",NA,NA,"1670",NA,1,"2011-09-13"
NA,"bonrip","7b","a3192","a3193",NA,NA,"1800",NA,1,"2011-09-13"
NA,"bonrip","9a","a3214","a3215",NA,NA,"1380",NA,1,"2011-09-13"
NA,"bonrip","2b","a3257","a3258",NA,NA,"1230",NA,1,"2011-09-13"
NA,"bonrip","2c","a3259","a3260",NA,NA,"1200",NA,1,"2011-09-13"
NA,"bonrip","3a","a3265","a3266",NA,NA,"1310",NA,1,"2011-09-13"
NA,"bonrip","4b","a3275","a3276",NA,NA,"1620",NA,1,"2011-09-13"
NA,"bonrip","7c","a3277","a3278",NA,NA,"1080",NA,1,"2011-09-13"
NA,"bonrip","9c","a3281","a3282",NA,NA,"960",NA,1,"2011-09-13"
NA,"bonrip","7d","a3283","a3284",NA,NA,"580",NA,1,"2011-09-13"
NA,"bonrip","10a","a3289","a2811",NA,NA,"1420",NA,1,"2011-09-13"
NA,"bonrip","10e","a3293","a3294",NA,NA,"1260",NA,1,"2011-09-13"
NA,"bonrip","2d","b2801","b2802","f",NA,"1460","141",1,"2011-09-13"
NA,"bonrip","2a","b2803","b2804","f",NA,"1230","132",1,"2011-09-13"
NA,"bonrip","5b","b2805","b2806","f",NA,"1530","140",1,"2011-09-13"
NA,"bonrip","7a","b2807","b2808","f",NA,"1300","135",1,"2011-09-13"
NA,"bonrip","8e","b2809","b2810","f",NA,"600","100",1,"2011-09-13"
NA,"bonrip","6b","a3091","a3092",NA,NA,"1320",NA,1,"2011-09-14"
NA,"bonrip","8b","a3130","a3131",NA,NA,"1380",NA,1,"2011-09-14"
NA,"bonrip","8a","a3214","a3215",NA,NA,"1320",NA,1,"2011-09-14"
NA,"bonrip","3c","a3230","a3270",NA,NA,"1240",NA,1,"2011-09-14"
NA,"bonrip","1c","a3251","a3252",NA,NA,"1240",NA,1,"2011-09-14"
NA,"bonrip","3d","a3257","a3258",NA,NA,"1220",NA,1,"2011-09-14"
NA,"bonrip","2b","a3261","a3262",NA,NA,"1160",NA,1,"2011-09-14"
NA,"bonrip","4d","a3265","a3266",NA,NA,"1300",NA,1,"2011-09-14"
NA,"bonrip","7a","a3277","a3278",NA,NA,"1080",NA,1,"2011-09-14"
NA,"bonrip","9e","a3281","a3282",NA,NA,"880",NA,1,"2011-09-14"
NA,"bonrip","9c","a3287","a3288",NA,NA,"1080",NA,1,"2011-09-14"
NA,"bonrip","10a","a3289","b2811",NA,NA,"1360",NA,1,"2011-09-14"
NA,"bonrip","10e","a3293","a3294",NA,NA,"1150",NA,1,"2011-09-14"
NA,"bonrip","3b","b2803","b2804",NA,NA,"1360",NA,1,"2011-09-14"
NA,"bonrip","7b","b2807","b2808",NA,NA,"1250",NA,1,"2011-09-14"
NA,"bonrip","5b","a3087","a3088",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","5a","a3091","a3092",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","7a","a3130","a3131",NA,NA,"1380",NA,1,"2011-09-15"
NA,"bonrip","9d","a3181","a3182",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","7b","a3192","a3193",NA,NA,"1750",NA,1,"2011-09-15"
NA,"bonrip","8a","a3214","a3215",NA,NA,"1250",NA,1,"2011-09-15"
NA,"bonrip","1b","a3220","a3149",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","1e","a3231","a3232","f",NA,"1290","135",1,"2011-09-15"
NA,"bonrip","4d","a3233","a3234","f",NA,"1570","150",1,"2011-09-15"
NA,"bonrip","9a","a3235","a3236","f",NA,"1350","134",1,"2011-09-15"
NA,"bonrip","9c","a3237","a3238","f",NA,"1100","129",1,"2011-09-15"
NA,"bonrip","10b","a3239","a3240","f",NA,"1300","135",1,"2011-09-15"
NA,"bonrip","4c","a3253","a3254",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","3e","a3257","a3258",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","2a","a3263","a3264",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","3b","a3265","a3266",NA,NA,"1290",NA,1,"2011-09-15"
NA,"bonrip","4b","a3273","a3274",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","7d","a3277","a3278",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","9b","a3287","a3288",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","10a","a3289","b2811",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","10d","a3293","a3294",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","6a","b2807","b2808",NA,NA,NA,NA,1,"2011-09-15"
NA,"bonrip","7a","b2832","b2833",NA,NA,NA,NA,1,"2012-09-10"
NA,"bonrip","1a","b2836","b2837",NA,NA,NA,NA,1,"2012-09-10"
NA,"bonbs","1b","2487","2488","f",NA,"1460",NA,1,"2009-04-14"
NA,"bonbs","1c","1780","1781","m",NA,"1280","139",1,"2009-04-14"
NA,"bonbs","1e","2465","1720","m",NA,"1340","140",1,"2009-04-14"
NA,"bonbs","2c","b2501","b2502","m",NA,"1180","126",1,"2009-04-14"
NA,"bonbs","2e","b2406","1766","f",NA,"1330","140",1,"2009-04-14"
NA,"bonbs","3a","1749","1750","f",NA,"1240","125",1,"2009-04-14"
NA,"bonbs","3c","2465","2436","m",NA,"1280","138",1,"2009-04-14"
NA,"bonbs","3d","2429","2430","m",NA,"1250","134",1,"2009-04-14"
NA,"bonbs","3e","b2407","b2408",NA,NA,"1210",NA,1,"2009-04-14"
NA,"bonbs","4b","1782","1783","f",NA,"1430","151",1,"2009-04-14"
NA,"bonbs","4e","1784","1785","m",NA,"1380","134",1,"2009-04-14"
NA,"bonbs","5c","2429","2430","m",NA,"1290","133",1,"2009-04-14"
NA,"bonbs","5d","1786","1787","m",NA,"1200","130",1,"2009-04-14"
NA,"bonbs","7e","2409","2410","m",NA,"1430","144",1,"2009-04-14"
NA,"bonbs","8c","1751","1752","f",NA,"1350","135",1,"2009-04-14"
NA,"bonbs","8d","2497","2498","f",NA,"1360","146",1,"2009-04-14"
NA,"bonbs","9c","1723","1724",NA,NA,"1350",NA,1,"2009-04-14"
NA,"bonbs","9d","2449","2450",NA,NA,"1295",NA,1,"2009-04-14"
NA,"bonbs","9e","2423","2424",NA,NA,"1410",NA,1,"2009-04-14"
NA,"bonbs","1a","2481","2482",NA,NA,"1480",NA,1,"2009-04-15"
NA,"bonbs","1b","1788","1789","f",NA,"1150","130",1,"2009-04-15"
NA,"bonbs","1c","2487","2488",NA,NA,"1430",NA,1,"2009-04-15"
NA,"bonbs","1d","1780","1781",NA,NA,"1260",NA,1,"2009-04-15"
NA,"bonbs","1e","2465","1720",NA,NA,"1330",NA,1,"2009-04-15"
NA,"bonbs","2b","b2501","b2502",NA,NA,"1140",NA,1,"2009-04-15"
NA,"bonbs","2c","1790","1791","f",NA,"1190","130",1,"2009-04-15"
NA,"bonbs","2d","1721","1722",NA,NA,"1510",NA,1,"2009-04-15"
NA,"bonbs","2e","2439","2440",NA,NA,"1510",NA,1,"2009-04-15"
NA,"bonbs","3a","2435","2436",NA,NA,"1440",NA,1,"2009-04-15"
NA,"bonbs","3b","1725","1726","f",NA,"1450","142",1,"2009-04-15"
NA,"bonbs","3e","b2407","b2408",NA,NA,"1270",NA,1,"2009-04-15"
NA,"bonbs","4c","1792","1793","f",NA,"1420","140",1,"2009-04-15"
NA,"bonbs","4d","1716","1717",NA,NA,"1240",NA,1,"2009-04-15"
NA,"bonbs","5e","2429","2430",NA,NA,"1280",NA,1,"2009-04-15"
NA,"bonbs","6b","1784","1785",NA,NA,"1360",NA,1,"2009-04-15"
NA,"bonbs","6e","1731","1732",NA,NA,"1610",NA,1,"2009-04-15"
NA,"bonbs","7c","1794","2226","m",NA,"1310","135",1,"2009-04-15"
NA,"bonbs","7d","1796","1797","f",NA,"1550","145",1,"2009-04-15"
NA,"bonbs","7e","2409","2410",NA,NA,"1430",NA,1,"2009-04-15"
NA,"bonbs","8e","2423","2424",NA,NA,"1290",NA,1,"2009-04-15"
NA,"bonbs","9a","a3099","a3100","m",NA,"1230","141",1,"2009-04-15"
NA,"bonbs","9c","2449","2450","m",NA,"1240","138",1,"2009-04-15"
NA,"bonbs","9d","1723","1724","m",NA,"1320","147",1,"2009-04-15"
NA,"bonbs","9e","2455","2456","f",NA,"1440","148",1,"2009-04-15"
NA,"bonbs","1b","b2501","b2502","m",NA,"1110","132",1,"2009-04-16"
NA,"bonbs","1c","1780","1781",NA,NA,"1260",NA,1,"2009-04-16"
NA,"bonbs","1d","2487","2488",NA,NA,"1450",NA,1,"2009-04-16"
NA,"bonbs","1e","2465","1720",NA,NA,"1250",NA,1,"2009-04-16"
NA,"bonbs","2b","1788","1789",NA,NA,"1050",NA,1,"2009-04-16"
NA,"bonbs","2e","1721","1722",NA,NA,"1390",NA,1,"2009-04-16"
NA,"bonbs","3a","2465","2466",NA,NA,"1390",NA,1,"2009-04-16"
NA,"bonbs","3c","1716","1717",NA,NA,"1160",NA,1,"2009-04-16"
NA,"bonbs","3d","b2407","b2408",NA,NA,"1260",NA,1,"2009-04-16"
NA,"bonbs","4c","1798","1799","f",NA,"1400","132",1,"2009-04-16"
NA,"bonbs","4d","1784","1785",NA,NA,"1340",NA,1,"2009-04-16"
NA,"bonbs","5a","1782","1783",NA,NA,"1390",NA,1,"2009-04-16"
NA,"bonbs","5c","2283","2284","m",NA,"1380","144",1,"2009-04-16"
NA,"bonbs","5d","1796","1797",NA,NA,"1450",NA,1,"2009-04-16"
NA,"bonbs","6d","2429","2430",NA,NA,"1230",NA,1,"2009-04-16"
NA,"bonbs","6e","2409","2410",NA,NA,"1360",NA,1,"2009-04-16"
NA,"bonbs","7c","1751","1752",NA,NA,"1320",NA,1,"2009-04-16"
NA,"bonbs","8a","2286","2287","m",NA,"1290","136",1,"2009-04-16"
NA,"bonbs","8d","2423","2424",NA,NA,"1300",NA,1,"2009-04-16"
NA,"bonbs","9a","2288","2289","m",NA,"1200","138",1,"2009-04-16"
NA,"bonbs","9b","2449","2450",NA,NA,"1130",NA,1,"2009-04-16"
NA,"bonbs","9c","2455","2456",NA,NA,"1380",NA,1,"2009-04-16"
NA,"bonbs","9d","1725","1726",NA,NA,"1230",NA,1,"2009-04-16"
NA,"bonbs","9e","1723","1724",NA,NA,"1210",NA,1,"2009-04-16"
NA,"bonbs","1b","1788","1789","m",NA,"1080","127",1,"2009-04-17"
NA,"bonbs","1d","1796","1797",NA,NA,"1470",NA,1,"2009-04-17"
NA,"bonbs","1e","2465","1720","d",NA,"1140",NA,1,"2009-04-17"
NA,"bonbs","2a","b2501","b2502","m",NA,"1550","132",1,"2009-04-17"
NA,"bonbs","2b","2298","2290","m",NA,"1300","137",1,"2009-04-17"
NA,"bonbs","2c","1721","1722","d",NA,"1330",NA,1,"2009-04-17"
NA,"bonbs","3a","2435","2436","d",NA,"1280",NA,1,"2009-04-17"
NA,"bonbs","3c","1784","1785","m",NA,"1300",NA,1,"2009-04-17"
NA,"bonbs","3d","1716","1717","d",NA,"1040",NA,1,"2009-04-17"
NA,"bonbs","3e","b2407","b2408","d",NA,"1110",NA,1,"2009-04-17"
NA,"bonbs","4a","1749","1750","f",NA,"1270","130",1,"2009-04-17"
NA,"bonbs","4b","2296","2297","m",NA,"1400","143",1,"2009-04-17"
NA,"bonbs","4c","2283","2284","m",NA,"1250","143",1,"2009-04-17"
NA,"bonbs","4d","1792","1793",NA,NA,"1430",NA,1,"2009-04-17"
NA,"bonbs","5c","1782","1783","f",NA,"1400","149",1,"2009-04-17"
NA,"bonbs","5d","1786","1787","f",NA,"1200","138",1,"2009-04-17"
NA,"bonbs","6b","2292","2293","f",NA,"1330","142",1,"2009-04-17"
NA,"bonbs","6c","2429","2430","d",NA,"1100",NA,1,"2009-04-17"
NA,"bonbs","6d","2294","2295","m",NA,"1370","146",1,"2009-04-17"
NA,"bonbs","7a","1794","2226","m",NA,"1250",NA,1,"2009-04-17"
NA,"bonbs","7c","1751","1752","f",NA,"1310","140",1,"2009-04-17"
NA,"bonbs","7d","1798","1799","f",NA,"1340","134",1,"2009-04-17"
NA,"bonbs","7e","1733","1734","m",NA,"1160","141",1,"2009-04-17"
NA,"bonbs","8a","1701","1702","f",NA,"1200","139",1,"2009-04-17"
NA,"bonbs","8b","2423","2424","m",NA,"1270","139",1,"2009-04-17"
NA,"bonbs","8c","2455","2456","f",NA,"1230","149",1,"2009-04-17"
NA,"bonbs","8d","1800","2252","m",NA,"1200","138",1,"2009-04-17"
NA,"bonbs","8e","2290","2291","m",NA,"1370","136",1,"2009-04-17"
NA,"bonbs","9a","2286","2287","m",NA,"1190","142",1,"2009-04-17"
NA,"bonbs","9b","2288","2289","m",NA,"1140","140",1,"2009-04-17"
NA,"bonbs","9c","1725","1726","f",NA,"1080","139",1,"2009-04-17"
NA,"bonbs","9d","1723","1724","d",NA,"1100",NA,1,"2009-04-17"
NA,"bonbs","9a","2201","2202","m",NA,"1180","134",1,"2009-06-09"
NA,"bonbs","8a","2203","2209","m",NA,"1300","132",1,"2009-06-09"
NA,"bonbs","8c","1800","2252","m",NA,"1300","138",1,"2009-06-09"
NA,"bonbs","8d","1798","1799","f",NA,"1590","128",1,"2009-06-09"
NA,"bonbs","8e","2290","2291","m",NA,"1310","130",1,"2009-06-09"
NA,"bonbs","6c","2292","2293","f",NA,"1480",NA,1,"2009-06-09"
NA,"bonbs","6e","2453","2300","f",NA,"1720","136",1,"2009-06-09"
NA,"bonbs","5e","1733","1734","m",NA,"1130","138",1,"2009-06-09"
NA,"bonbs","4d","2210","2211","m",NA,"1040","139",1,"2009-06-09"
NA,"bonbs","3e","2212","2213","f",NA,"1250","134",1,"2009-06-09"
NA,"bonbs","3d","2481","2482","f",NA,"1460",NA,1,"2009-06-09"
NA,"bonbs","3c","1782","1783",NA,NA,"1390",NA,1,"2009-06-09"
NA,"bonbs","3a","2294","2295","f",NA,"1220","145",1,"2009-06-09"
NA,"bonbs","2a","1749","1750","m",NA,"1400","135",1,"2009-06-09"
NA,"bonbs","2b","2283","2284","m",NA,"1070","141",1,"2009-06-09"
NA,"bonbs","2c","1786","1787","f",NA,"1400","131",1,"2009-06-09"
NA,"bonbs","2e","2214","2215","m",NA,"1270","139",1,"2009-06-09"
NA,"bonbs","1e","2459","2430","f",NA,"1520","147",1,"2009-06-09"
NA,"bonbs","1d","1790","1791","f",NA,"1090","129",1,"2009-06-09"
NA,"bonbs","1b","1784","1785","m",NA,"1180","131",1,"2009-06-09"
NA,"bonbs","1b","B2501","B2502","m",NA,"1140","125",1,"2009-06-10"
NA,"bonbs","1a","2487","2488","f",NA,"1740","139",1,"2009-06-10"
NA,"bonbs","1c","2390","2391","f",NA,"1520","139",1,"2009-06-10"
NA,"bonbs","1d","1784","1784",NA,NA,"1170",NA,1,"2009-06-10"
NA,"bonbs","1e","2439","2440",NA,NA,"1450",NA,1,"2009-06-10"
NA,"bonbs","2e","1751","1752","f",NA,"1370","132",1,"2009-06-10"
NA,"bonbs","2d","2481","2482","f",NA,"1440",NA,1,"2009-06-10"
NA,"bonbs","2c","1786","1787",NA,NA,"1330",NA,1,"2009-06-10"
NA,"bonbs","2b","2392","2393","f",NA,"1310","128",1,"2009-06-10"
NA,"bonbs","2a","2394","2395","f",NA,"1480","128",1,"2009-06-10"
NA,"bonbs","3c","2294","2295",NA,NA,"1160",NA,1,"2009-06-10"
NA,"bonbs","3d","2396","2397","f",NA,"1260","132",1,"2009-06-10"
NA,"bonbs","3e","2253","2480","m",NA,"1330","138",1,"2009-06-10"
NA,"bonbs","4d","1782","1783",NA,NA,"1390",NA,1,"2009-06-10"
NA,"bonbs","4a","2283","2284",NA,NA,"0",NA,1,"2009-06-10"
NA,"bonbs","5c","1733","1734",NA,NA,"1240",NA,1,"2009-06-10"
NA,"bonbs","6d","2398","2399","f",NA,"1470","141",1,"2009-06-10"
NA,"bonbs","7c","2290","2291",NA,NA,"1170",NA,1,"2009-06-10"
NA,"bonbs","7a","1701","1703",NA,NA,"1200","130",1,"2009-06-10"
NA,"bonbs","8a","2286","2287",NA,NA,"1080",NA,1,"2009-06-10"
NA,"bonbs","8e","A3015","A3016","m",NA,"1160","132",1,"2009-06-10"
NA,"bonbs","9b","2288","2289","m",NA,"1120","133",1,"2009-06-10"
NA,"bonbs","1a","2487","2488",NA,NA,"1920",NA,1,"2009-06-11"
NA,"bonbs","1c","1784","1785","m",NA,"1150","134",1,"2009-06-11"
NA,"bonbs","1d","2216","2217","f",NA,"1450","138",1,"2009-06-11"
NA,"bonbs","1e","2439","2440","f",NA,"1420","145",1,"2009-06-11"
NA,"bonbs","2e","1790","1791",NA,NA,"1070",NA,1,"2009-06-11"
NA,"bonbs","2d","B2501","B2502",NA,NA,"1110",NA,1,"2009-06-11"
NA,"bonbs","2c","1786","1787",NA,NA,"0",NA,1,"2009-06-11"
NA,"bonbs","2b","2296","2297","m",NA,"1330","131",1,"2009-06-11"
NA,"bonbs","3d","2392","2393",NA,NA,"1220",NA,1,"2009-06-11"
NA,"bonbs","3e","2481","2482","f",NA,"1510","133",1,"2009-06-11"
NA,"bonbs","4c","2210","2211","m?",NA,"1190",NA,1,"2009-06-11"
NA,"bonbs","4a","2218","2219","f",NA,"1470","128",1,"2009-06-11"
NA,"bonbs","5d","2212","1213",NA,NA,"1250",NA,1,"2009-06-11"
NA,"bonbs","5e","2453","2300",NA,NA,"1660",NA,1,"2009-06-11"
NA,"bonbs","6d","1733","1734",NA,NA,"1190",NA,1,"2009-06-11"
NA,"bonbs","7a","1701","1703",NA,NA,"1210",NA,1,"2009-06-11"
NA,"bonbs","7d","1800","2252",NA,NA,"1310",NA,1,"2009-06-11"
NA,"bonbs","7e","2220","2221","f",NA,"280","75",1,"2009-06-11"
NA,"bonbs","7e","2222","2223","f",NA,"270","73",1,"2009-06-11"
NA,"bonbs","8e","2224","2228","f",NA,"1580","128",1,"2009-06-11"
NA,"bonbs","8c","2290","2291",NA,NA,"1170",NA,1,"2009-06-11"
NA,"bonbs","8b","1782","1783",NA,NA,"1430",NA,1,"2009-06-11"
NA,"bonbs","9c","2203","2209",NA,NA,"1260",NA,1,"2009-06-11"
NA,"bonbs","9a","2288","2289",NA,NA,"1040",NA,1,"2009-06-11"
NA,"bonbs","9e","2290","2291",NA,NA,"920",NA,1,"2009-06-12"
NA,"bonbs","8a","1701","1703",NA,NA,"1290",NA,1,"2009-06-12"
NA,"bonbs","6c","2598","2399","f",NA,"1440","140",1,"2009-06-12"
NA,"bonbs","6d","2229","2230",NA,NA,"240","68",1,"2009-06-12"
NA,"bonbs","3a","2296","2297","m",NA,"1360","138",1,"2009-06-12"
NA,"bonbs","8e","2224","2228",NA,NA,"1690",NA,1,"2009-06-12"
NA,"bonbs","5d","2210","2211",NA,NA,"1150",NA,1,"2009-06-12"
NA,"bonbs","5c","2212","2213",NA,NA,"1250",NA,1,"2009-06-12"
NA,"bonbs","1a","2487","2488",NA,NA,"1670",NA,1,"2009-06-12"
NA,"bonbs","1c","1790","1791",NA,NA,"1020",NA,1,"2009-06-12"
NA,"bonbs","1d","1784","1785",NA,NA,"1080",NA,1,"2009-06-12"
NA,"bonbs","1e","2439","2440",NA,NA,"1400",NA,1,"2009-06-12"
NA,"bonbs","2e","2390","2391",NA,NA,"1530",NA,1,"2009-06-12"
NA,"bonbs","2d","2481","2482",NA,NA,"1600",NA,1,"2009-06-12"
NA,"bonbs","3d","2394","2395",NA,NA,"1310",NA,1,"2009-06-12"
NA,"bonbs","2c","B2501","B2502",NA,NA,"970",NA,1,"2009-06-12"
NA,"bonbs","9e","2232","2233","f",NA,"760","115",1,"2009-09-15"
NA,"bonbs","9b","2234","2235","f",NA,"1160","134",1,"2009-09-15"
NA,"bonbs","9a","2236","2237","f",NA,"1430","139",1,"2009-09-15"
NA,"bonbs","8a","2231","2238","f",NA,"560","97",1,"2009-09-15"
NA,"bonbs","8c","2239","2240","f",NA,"870","118",1,"2009-09-15"
NA,"bonbs","8d","2220","2221","f",NA,"1570","145",1,"2009-09-15"
NA,"bonbs","8e","2241","2242","m",NA,"840","121",1,"2009-09-15"
NA,"bonbs","7c","2203","2209","m",NA,"1580","138",1,"2009-09-15"
NA,"bonbs","6d","3015","3016","m",NA,"1780","144",1,"2009-09-15"
NA,"bonbs","5d","2243","2244","m",NA,"1440","139",1,"2009-09-15"
NA,"bonbs","5c","2491","2492","m",NA,"1460","137",1,"2009-09-15"
NA,"bonbs","5a","2245","2246","f",NA,"1200","137",1,"2009-09-15"
NA,"bonbs","4c","1782","1783","f",NA,"1760","149",1,"2009-09-15"
NA,"bonbs","4d","2501","2502","m",NA,"1500","134",1,"2009-09-15"
NA,"bonbs","3e","2247","2248","f",NA,"1340","142",1,"2009-09-15"
NA,"bonbs","3d","1784","1785","m",NA,"1600","138",1,"2009-09-15"
NA,"bonbs","3c","2249","2250","f",NA,"1440","139",1,"2009-09-15"
NA,"bonbs","2b","2487","2488","f",NA,"1660","144",1,"2009-09-15"
NA,"bonbs","1b","2251","2254","f",NA,"920","134",1,"2009-09-15"
NA,"bonbs","1c","2216","2217","f",NA,"1390","138",1,"2009-09-15"
NA,"bonbs","1e","2255","2256","m",NA,"1680","143",1,"2009-09-15"
NA,"bonbs","2e","2257","2258","f",NA,"1300","144",1,"2009-09-15"
NA,"bonbs","2d","2259","2260","f",NA,"1400","141",1,"2009-09-15"
NA,"bonbs","2c","2261","2262","f",NA,"880","128",1,"2009-09-15"
NA,"bonbs","9c","2229","2230","f",NA,"1520","143",1,"2009-09-15"
NA,"bonbs","9e","2220","2221",NA,NA,"1520",NA,1,"2009-09-16"
NA,"bonbs","9c","2229","2230",NA,NA,"1360",NA,1,"2009-09-16"
NA,"bonbs","9a","2263","2264","f",NA,"1130","135",1,"2009-09-16"
NA,"bonbs","8a","2288","2289","m",NA,"1440","141",1,"2009-09-16"
NA,"bonbs","8c","2265","2266","m",NA,"1060","135",1,"2009-09-16"
NA,"bonbs","8d","2232","2233",NA,NA,"860",NA,1,"2009-09-16"
NA,"bonbs","8e","2267","2268","f",NA,"960","128",1,"2009-09-16"
NA,"bonbs","7e","2224","2228",NA,NA,"1520",NA,1,"2009-09-16"
NA,"bonbs","7c","2269","2270","f",NA,"920","124",1,"2009-09-16"
NA,"bonbs","7b","2271","2272","f",NA,"800","116",1,"2009-09-16"
NA,"bonbs","7a","2218","2219","f",NA,"1490","138",1,"2009-09-16"
NA,"bonbs","6c","1798","1799","f",NA,"1760","137",1,"2009-09-16"
NA,"bonbs","6d","2398","2399","f",NA,"1720","152",1,"2009-09-16"
NA,"bonbs","5d","2501","2502",NA,NA,"1450",NA,1,"2009-09-16"
NA,"bonbs","5c","1786","1787","m",NA,"1500","138",1,"2009-09-16"
NA,"bonbs","5b","1749","1750","m",NA,"1380","133",1,"2009-09-16"
NA,"bonbs","4a","2273","2274",NA,NA,"1030","124",1,"2009-09-16"
NA,"bonbs","4b","2275","2276","f",NA,"810","117",1,"2009-09-16"
NA,"bonbs","4c","2296","2297","m",NA,"1700","143",1,"2009-09-16"
NA,"bonbs","4d","2277","2121","f",NA,"1030","129",1,"2009-09-16"
NA,"bonbs","4e","2278","9999",NA,NA,"1520",NA,1,"2009-09-16"
NA,"bonbs","3e","1784","1785",NA,NA,"1530",NA,1,"2009-09-16"
NA,"bonbs","3d","2249","2250",NA,NA,"1250",NA,1,"2009-09-16"
NA,"bonbs","3c","2279","2123","f",NA,"1050","128",1,"2009-09-16"
NA,"bonbs","3b","2247","2248",NA,NA,"1300",NA,1,"2009-09-16"
NA,"bonbs","3a","2280","2122","f",NA,"1000","128",1,"2009-09-16"
NA,"bonbs","2c","2487","2488",NA,NA,"1690",NA,1,"2009-09-16"
NA,"bonbs","2d","2281","2124","f",NA,"1360","131",1,"2009-09-16"
NA,"bonbs","2e","2282","9999","m",NA,"1370","146",1,"2009-09-16"
NA,"bonbs","1e","2285","9999","f",NA,"890","125",1,"2009-09-16"
NA,"bonbs","1d","1753","1754","f",NA,"1440","143",1,"2009-09-16"
NA,"bonbs","1b","2251","2254",NA,NA,"978",NA,1,"2009-09-16"
NA,"bonbs","9e","2232","2233",NA,NA,"830",NA,1,"2009-09-17"
NA,"bonbs","9d","2101","2102","f",NA,"1430","148",1,"2009-09-17"
NA,"bonbs","9c","2103","2104","f",NA,"1300","138",1,"2009-09-17"
NA,"bonbs","9b","2105","2106","f",NA,"1420","126",1,"2009-09-17"
NA,"bonbs","9a","2231","2238",NA,NA,"610",NA,1,"2009-09-17"
NA,"bonbs","8a","2107","2108","f",NA,"850","118",1,"2009-09-17"
NA,"bonbs","8d","2109","2110","f",NA,"1000","134",1,"2009-09-17"
NA,"bonbs","8e","2229","2230",NA,NA,"1300",NA,1,"2009-09-17"
NA,"bonbs","7e","2239","2240",NA,NA,"870",NA,1,"2009-09-17"
NA,"bonbs","7b","2111","2112","f",NA,"1370","141",1,"2009-09-17"
NA,"bonbs","6a","2218","2219",NA,NA,"1420",NA,1,"2009-09-17"
NA,"bonbs","6e","3015","3016",NA,NA,"1420",NA,1,"2009-09-17"
NA,"bonbs","5e","2243","2244",NA,NA,"1360",NA,1,"2009-09-17"
NA,"bonbs","5d","2113","2114","m",NA,"880","124",1,"2009-09-17"
NA,"bonbs","5a","2275","2276",NA,NA,"840",NA,1,"2009-09-17"
NA,"bonbs","4a","2247","2248",NA,NA,"1160",NA,1,"2009-09-17"
NA,"bonbs","4c","2115","2116","f",NA,"1400","139",1,"2009-09-17"
