"time","grid","trap","l_ear","r_ear","sex","age","weight","hindft","count","date"
"10","bonrip","2c","414d320671",NA,NA,NA,"1430",NA,1,"1998-11-26"
"10","bonrip","2d","414d103e3a",NA,NA,NA,"1430",NA,1,"1998-11-26"
"10","bonrip","4e","414d1d0559",NA,NA,NA,"1590",NA,1,"1998-11-26"
"10","bonrip","5c","414d0e236b",NA,NA,NA,"1710",NA,1,"1998-11-26"
"10","bonrip","5d","414d310e44",NA,NA,NA,"1780",NA,1,"1998-11-26"
"10","bonrip","5a","414d1e3557",NA,NA,NA,"1830",NA,1,"1998-11-26"
"10","bonrip","4b","414d12350c",NA,NA,NA,"2170",NA,1,"1998-11-26"
"10","bonrip","1a","414d096a08",NA,NA,NA,"1370",NA,1,"1998-11-26"
"10","bonrip","3b","414d2b4b58",NA,NA,NA,"1710",NA,1,"1998-11-26"
"10","bonrip","3d","414d193011",NA,NA,NA,"1890",NA,1,"1998-11-26"
"10","bonrip","4a","414d0f5b3d",NA,NA,NA,"2170",NA,1,"1998-11-26"
"10","bonrip","2e","414d262d43",NA,NA,NA,"1490",NA,1,"1998-11-26"
"10","bonrip","5e","414d2e6226",NA,NA,NA,"1730",NA,1,"1998-11-26"
"10","bonrip","4c","414d197c34",NA,NA,NA,"1510",NA,1,"1998-11-26"
"10","bonrip","8a","4109343929",NA,"m",NA,"1510",NA,1,"1998-11-27"
"10","bonrip","8e","41092a5a14",NA,"m",NA,"1620",NA,1,"1998-11-27"
"10","bonrip","2c","414d231059",NA,"m",NA,"1670",NA,1,"1998-11-27"
"10","bonrip","5c","41090f5e01",NA,"m",NA,"1690",NA,1,"1998-11-27"
"10","bonrip","7e","4109276054",NA,"m",NA,"1720",NA,1,"1998-11-27"
"10","bonrip","1e","414d363f65",NA,"m",NA,"1870",NA,1,"1998-11-27"
"10","bonrip","2b","414d320671",NA,"m",NA,NA,NA,1,"1998-11-27"
"10","bonrip","3b","414d2a247d",NA,"m",NA,NA,NA,1,"1998-11-27"
"10","bonrip","7c","41091a5978",NA,"m",NA,"1690",NA,1,"1998-11-27"
"10","bonrip","10c","410912535d",NA,"m",NA,"1670",NA,1,"1998-11-27"
"10","bonrip","3c","414d114458",NA,"m",NA,NA,NA,1,"1998-11-27"
"10","bonrip","6c","4109264b12",NA,"m",NA,"1750",NA,1,"1998-11-27"
"10","bonrip","4c","4109156d37",NA,"f",NA,"1670",NA,1,"1998-11-27"
"10","bonrip","1c","414d182b2a",NA,"f",NA,"1990",NA,1,"1998-11-27"
"10","bonrip","4b","410916792d",NA,"f",NA,NA,NA,1,"1998-11-27"
"10","bonrip","4e","414d2e6226",NA,"f",NA,NA,NA,1,"1998-11-27"
"10","bonrip","6a","41093a0623",NA,"f",NA,NA,NA,1,"1998-11-27"
"10","bonrip","7b","4109297f5d",NA,"f",NA,NA,NA,1,"1998-11-27"
"10","bonrip","8b","41091c6706",NA,"f",NA,NA,NA,1,"1998-11-27"
"10","bonrip","2a","414d171b7f",NA,"f",NA,"1650",NA,1,"1998-11-27"
"10","bonrip","5b","4109285a73",NA,"f",NA,"1770",NA,1,"1998-11-27"
"10","bonrip","9a","4109101c08",NA,"f",NA,"1790",NA,1,"1998-11-27"
"10","bonrip","6b","4109350e4d",NA,"f",NA,"1640",NA,1,"1998-11-27"
"10","bonrip","3e","414d193011",NA,"f",NA,NA,NA,1,"1998-11-27"
"10","bonrip","2e","414d0b2c38",NA,"f",NA,"1830",NA,1,"1998-11-27"
"10","bonrip","9d","4109257c11",NA,NA,NA,"1770",NA,1,"1998-11-27"
"10","bonrip","1d","414d103e3a",NA,"m",NA,"1370",NA,1,"1998-11-28"
"10","bonrip","1c","4109250570",NA,"m",NA,"1870",NA,1,"1998-11-28"
"10","bonrip","3d","414d197c34",NA,"m",NA,NA,NA,1,"1998-11-28"
"10","bonrip","5d","414d0e236b",NA,"m",NA,NA,NA,1,"1998-11-28"
"10","bonrip","3e","414d1d0559",NA,"m",NA,NA,NA,1,"1998-11-28"
"10","bonrip","9a","4109343929",NA,"m",NA,NA,NA,1,"1998-11-28"
"10","bonrip","6a","41090f6220",NA,"m",NA,"1770",NA,1,"1998-11-28"
"10","bonrip","2c","4109152f7a",NA,"f",NA,"1470",NA,1,"1998-11-28"
"10","bonrip","2b","414d1e3557",NA,"f",NA,"1670",NA,1,"1998-11-28"
"10","bonrip","6e","4109282708",NA,"f",NA,"1770",NA,1,"1998-11-28"
"10","bonrip","4b","414d2e6226",NA,"f",NA,NA,NA,1,"1998-11-28"
"10","bonrip","5a","4109187f32",NA,"f",NA,"1770",NA,1,"1998-11-28"
"10","bonrip","9b","4109314d2f",NA,"f",NA,"1720",NA,1,"1998-11-28"
"10","bonrip","8a","4109253d4b",NA,"f",NA,"1670",NA,1,"1998-11-28"
"10","bonrip","1e","414d0b2c38",NA,NA,NA,NA,NA,1,"1998-11-28"
"10","bonrip","8c","4109297f5d",NA,NA,NA,NA,NA,1,"1998-11-28"
"10","bonrip","7d","4109276054",NA,NA,NA,NA,NA,1,"1998-11-28"
"10","bonrip","7c","41091c6706",NA,NA,NA,NA,NA,1,"1998-11-28"
"10","bonrip","6b","4109285a73",NA,NA,NA,NA,NA,1,"1998-11-28"
"10","bonrip","8d","41092a5a14",NA,NA,NA,NA,NA,1,"1998-11-28"
"8:30","bonrip","9a","4109257c11",NA,"m",NA,"1580",NA,1,"1999-03-14"
"8:30","bonrip","4c","41090f5e01",NA,"m",NA,"1450",NA,1,"1999-03-14"
"8:30","bonrip","6c","4109264b12",NA,"m",NA,"1860",NA,1,"1999-03-14"
"8:30","bonrip","3e","413a366d15",NA,"f",NA,"1400",NA,1,"1999-03-14"
"8:30","bonrip","3a","413a3c760a",NA,"f",NA,"1940",NA,1,"1999-03-14"
"8:30","bonrip","9b","4142314a62",NA,"f",NA,"1480",NA,1,"1999-03-14"
"8:30","bonrip","1a","4109282708",NA,"f",NA,"1640",NA,1,"1999-03-14"
"8:30","bonrip","6b","413a0f6448",NA,"f",NA,"1780",NA,1,"1999-03-14"
"8:30","bonrip","1d","413a051820",NA,"f",NA,"1480",NA,1,"1999-03-14"
"8:30","bonrip","1c","413a0e011f",NA,"f",NA,"1670",NA,1,"1999-03-14"
"8:30","bonrip","10b","4142314a62",NA,"m",NA,"1500",NA,1,"1999-03-15"
"8:30","bonrip","7a","413a4a1e47",NA,"m",NA,"1660",NA,1,"1999-03-15"
"8:30","bonrip","9b","4109253d4b",NA,"m",NA,"1820",NA,1,"1999-03-15"
"8:30","bonrip","1c","4139741776",NA,"m",NA,"1560",NA,1,"1999-03-15"
"8:30","bonrip","6a","41093a0623",NA,"m",NA,"1600",NA,1,"1999-03-15"
"8:30","bonrip","9e","41092a5a14",NA,"m",NA,"1580",NA,1,"1999-03-15"
"8:30","bonrip","1b","413a0e011f",NA,NA,NA,"1760",NA,1,"1999-03-15"
"8:30","bonrip","5b","413a0f6448",NA,NA,NA,"1580",NA,1,"1999-03-15"
"8:30","bonrip","1e","413a051820",NA,NA,NA,NA,NA,1,"1999-03-15"
"8:30","bonrip","9a","4109257c11",NA,NA,NA,NA,NA,1,"1999-03-15"
"8:30","bonrip","6c","41090f5e01",NA,NA,NA,"1420",NA,1,"1999-03-15"
"8:54","bonrip","7c","4109264b12",NA,NA,NA,"1510",NA,1,"1999-03-15"
"12:51","bonmat","3a","41424f0455",NA,"m",NA,"1150",NA,1,"1999-03-16"
"8:33","bonrip","3b","41090f5e01",NA,"m",NA,"1200",NA,1,"1999-03-16"
"8:54","bonrip","7c","41090f6220",NA,"m",NA,"1300",NA,1,"1999-03-16"
"8:54","bonrip","7a","4139785059",NA,"f",NA,"1300",NA,1,"1999-03-16"
"8:54","bonrip","1b","414d182b2a",NA,"f",NA,"1700",NA,1,"1999-03-16"
"8:54","bonrip","1c","413a3c426d",NA,"f",NA,"1300",NA,1,"1999-03-16"
"12:51","bonmat","4e","4142124c28",NA,"f",NA,"1350",NA,1,"1999-03-16"
"12:51","bonmat","7e","4142156705",NA,"f",NA,"1400",NA,1,"1999-03-16"
"8:54","bonrip","3e","413a366d15",NA,NA,NA,"1350",NA,1,"1999-03-16"
"8:54","bonrip","7b","413a4a1e47",NA,NA,NA,NA,NA,1,"1999-03-16"
"8:54","bonrip","10c","4142314a62",NA,NA,NA,NA,NA,1,"1999-03-16"
"8:54","bonrip","7e","41092a5a14",NA,NA,NA,NA,NA,1,"1999-03-16"
"8:54","bonrip","8a","4109253d4b",NA,NA,NA,NA,NA,1,"1999-03-16"
"8:54","bonrip","6c","4109264b12",NA,NA,NA,NA,NA,1,"1999-03-16"
"8:54","bonrip","5a","41093a0623",NA,NA,NA,NA,NA,1,"1999-03-16"
"8:55","bonrip","8a","4109253d4b",NA,"f",NA,"1375",NA,1,"1999-03-17"
"8:26","bonrip","3b","41423b0c05",NA,"f",NA,"1780",NA,1,"1999-03-17"
"8:26","bonrip","5e","414249393c",NA,"f",NA,"1800",NA,1,"1999-03-17"
"8:26","bonrip","2b","4109282708",NA,"f",NA,"1780",NA,1,"1999-03-17"
"8:24","bonrip","6c","4109264b12",NA,NA,NA,NA,NA,1,"1999-03-17"
"8:26","bonrip","4c","41090f5e01",NA,NA,NA,"1320",NA,1,"1999-03-17"
"8:26","bonrip","3d","413a366d15",NA,NA,NA,"1380",NA,1,"1999-03-17"
"8:26","bonrip","5b","41093a0623",NA,NA,NA,"1470",NA,1,"1999-03-17"
"8:25","bonrip","7b","413a4a1e47",NA,NA,NA,NA,NA,1,"1999-03-17"
"8:26","bonrip","1b","413a3c426d",NA,NA,NA,NA,NA,1,"1999-03-17"
"10:33","bonmat","3e","4142124c28",NA,NA,NA,NA,NA,1,"1999-03-17"
"8:25","bonrip","9d","41092a5a14",NA,NA,NA,NA,NA,1,"1999-03-17"
"10:18","bonmat","4a","41424f0455",NA,NA,NA,"1080",NA,1,"1999-03-17"
"10:13","bonmat","6e","4142156705",NA,NA,NA,"1420",NA,1,"1999-03-17"
"8:25","bonrip","9a","4142314a62",NA,NA,NA,NA,NA,1,"1999-03-17"
"8:26","bonrip","1c","413a0e011f",NA,NA,NA,"1720",NA,1,"1999-03-17"
"8:50","bonrip","7e","41090f6220",NA,NA,NA,NA,NA,1,"1999-03-17"
"8:22","bonmat","5e","41420d1037",NA,"f",NA,"1580",NA,1,"1999-03-18"
"8:22","bonmat","6c","4142156705",NA,NA,NA,NA,NA,1,"1999-03-18"
"8:22","bonmat","4f","4142124c28",NA,NA,NA,NA,NA,1,"1999-03-18"
"17:13","bonrip","4d","74","75",NA,NA,"435",NA,1,"1999-06-23"
"6:33","bonrip","3d","72","73","m","j","445",NA,1,"1999-06-23"
"6:47","bonrip","4c","74","75","m","j","520",NA,1,"1999-06-23"
"17:23","bonrip","4c","78","79","m","j","430",NA,1,"1999-06-23"
"6:06","bonrip","2c","68","69","m","j","395",NA,1,"1999-06-23"
"6:57","bonrip","4b","76","77","m","j","410",NA,1,"1999-06-23"
"6:22","bonrip","2e","70","71","f","j","420",NA,1,"1999-06-23"
"18:42","bonmat","2a","102","103","m",NA,"620",NA,1,"1999-06-24"
"16:57","bonrip","3c","78","79",NA,NA,"425",NA,1,"1999-06-24"
"18:28","bonmat","2c","100","101","m","a","1380",NA,1,"1999-06-24"
"8:28","bonmat","7b","90","91","m","a","1795",NA,1,"1999-06-24"
"19:04","bonmat","3e","104","105","m","j","570",NA,1,"1999-06-24"
"17:38","bonrip","9a","98","99","m","j","590",NA,1,"1999-06-24"
"6:00","bonrip","2b","80","81","m","j","545",NA,1,"1999-06-24"
"17:04","bonrip","3a","94","95","m","j","425",NA,1,"1999-06-24"
"6:19","bonrip","3e","82","83","m","j","480",NA,1,"1999-06-24"
"7:46","bonmat","4c","86","87","f","j","570",NA,1,"1999-06-24"
"7:38","bonmat","3a",NA,NA,"f","j","390",NA,1,"1999-06-24"
"6:41","bonrip","5d","84","85","f","j","530",NA,1,"1999-06-24"
"8:38","bonmat","7c","92","93","f","j","470",NA,1,"1999-06-24"
"8:09","bonmat","6e","88","89","f","j","545",NA,1,"1999-06-24"
"17:22","bonrip","8d","96","97","f","j","355",NA,1,"1999-06-24"
"19:22","bonmat","6b","106","107","f","j","475",NA,1,"1999-06-24"
"8:54","bonmat","3e","120","121","f",NA,"1760",NA,1,"1999-06-25"
"17:57","bonmat","3b","118","119",NA,NA,"615",NA,1,"1999-06-25"
"6:04","bonrip","2b","78","79",NA,NA,"425",NA,1,"1999-06-25"
"6:55","bonrip","6d","84","85",NA,NA,NA,NA,1,"1999-06-25"
"8:41","bonmat","4c","106","107",NA,NA,"465",NA,1,"1999-06-25"
"8:09","bonmat","2c","116","117","m","a","1175",NA,1,"1999-06-25"
"9:40","bonmat","5f","126","125",NA,"j","500",NA,1,"1999-06-25"
"7:16","bonrip","10a","114","115","m","j","425",NA,1,"1999-06-25"
"6:44","bonrip","5d","110","111","m","j","395",NA,1,"1999-06-25"
"6:30","bonrip","3a","108","109","m","j","400",NA,1,"1999-06-25"
"7:05","bonrip","7b","112","113","m","j","660",NA,1,"1999-06-25"
"17:35","bonmat","1b","127","128","m","j","545",NA,1,"1999-06-25"
"17:47","bonmat","2c","129","130","f","j","570",NA,1,"1999-06-25"
"9:05","bonmat","3f","122","123","f","j","305",NA,1,"1999-06-25"
"8:29","bonmat","4a","118","119","f","j","605",NA,1,"1999-06-25"
"6:44","bonmat","3f","104","105",NA,NA,"525",NA,1,"1999-06-26"
"6:36","bonmat","3e","122","123",NA,NA,"315",NA,1,"1999-06-26"
"6:23","bonmat","4c","106","107",NA,NA,"475",NA,1,"1999-06-26"
"7:54","bonrip","2b","501","502","m","a","1310",NA,1,"1999-08-24"
"8:06","bonrip","2a","503","504","m","a","1180",NA,1,"1999-08-24"
"7:59","bonmat","4d","407","408","m","a","1405",NA,1,"1999-08-24"
"9:36","bonrip","7d","514","515","m","a","1010",NA,1,"1999-08-24"
"8:20","bonmat","5e","411","412","m","a","1270",NA,1,"1999-08-24"
"10:06","bonrip","8c","520","521","m","a","1140",NA,1,"1999-08-24"
"9:03","bonmat","7e","415","416","m","a","1530",NA,1,"1999-08-24"
"10:03","bonrip","7b","425","426","m","a","1190",NA,1,"1999-08-24"
"10:16","bonrip","8e","522","523","f","a","1810",NA,1,"1999-08-24"
"8:36","bonmat","6c","413","414","f","a","1140",NA,1,"1999-08-24"
"9:57","bonrip","7c","518","519","f","a","1040",NA,1,"1999-08-24"
"9:26","bonrip","6d","512","513","f","a","1060",NA,1,"1999-08-24"
"10:28","bonrip","10c","524","525","f","a","1170",NA,1,"1999-08-24"
"8:59","bonrip","4d","508","509","f","a","1000",NA,1,"1999-08-24"
"9:32","bonrip","4a","417","418","f","a","1180",NA,1,"1999-08-24"
"8:45","bonmat","7a","90","91","f","a","1910",NA,1,"1999-08-24"
"8:11","bonmat","5d","409","410","f","a","1310",NA,1,"1999-08-24"
"9:12","bonrip","5d","510","511","f","a","1750",NA,1,"1999-08-24"
"9:54","bonrip","6b","423","424","f","a","1350",NA,1,"1999-08-24"
"10:19","bonrip","9c","429","430","f","a","1510",NA,1,"1999-08-24"
"17:38","bonrip","8e","431","432","f","a","1290",NA,1,"1999-08-24"
"9:47","bonrip","7e","516","517","m","j","990",NA,1,"1999-08-24"
"8:27","bonrip","3d","72","505","m","j","1400",NA,1,"1999-08-24"
"9:39","bonrip","5a","419","420","m","j","1040",NA,1,"1999-08-24"
"8:49","bonrip","4e","110","111","m","j","1180",NA,1,"1999-08-24"
"7:57","bonmat","4c","403","404","m","j","1060",NA,1,"1999-08-24"
"9:46","bonrip","5b","421","422","m","j","910",NA,1,"1999-08-24"
"8:37","bonrip","3e","507","506","m","j","930",NA,1,"1999-08-24"
"7:28","bonrip","2e","98","99","m","j","1380",NA,1,"1999-08-24"
"8:19","bonrip","3c","78","79","f","j","1090",NA,1,"1999-08-24"
"7:20","bonmat","3f","122","123","f","j","1380",NA,1,"1999-08-24"
"10:12","bonrip","8b","427","428","f","j","1020",NA,1,"1999-08-24"
"10:29","bonrip","7c","542","543","m","a","1290",NA,1,"1999-08-25"
"10:06","bonrip","8e","540","541","m","a","1780",NA,1,"1999-08-25"
"10:33","bonrip","8b","462","463","m","a","1380",NA,1,"1999-08-25"
"8:50","bonrip","4a","445","446","m","a","1080",NA,1,"1999-08-25"
"19:11","bonrip","6d","468","469","m","a","1470",NA,1,"1999-08-25"
"8:32","bonrip","2b","443","444","m","a","1160",NA,1,"1999-08-25"
"8:21","bonrip","2c","441","442","m","a","1060",NA,1,"1999-08-25"
"5:35","bonmat","3f","116","117","m","a","1510",NA,1,"1999-08-25"
"9:50","bonrip","7d","454","455","m","a","1210",NA,1,"1999-08-25"
"19:54","bonrip","2b","473","474","m","a","1200",NA,1,"1999-08-25"
"7:28","bonmat","7a","526","527","m","a","1710",NA,1,"1999-08-25"
"7:36","bonrip","1e","435","436","m","a","1860",NA,1,"1999-08-25"
"9:01","bonmat","1b","534","535","m","a","1190",NA,1,"1999-08-25"
"8:03","bonmat","5c","530","531","f","a","1680",NA,1,"1999-08-25"
"18:26","bonrip","8e","466","467","f","a","1060",NA,1,"1999-08-25"
"20:07","bonrip","1b","415","476","f","a","1900",NA,1,"1999-08-25"
"10:12","bonrip","6c","458","459","f","a","1950",NA,1,"1999-08-25"
"10:42","bonrip","7b","544","545","f","a","1330",NA,1,"1999-08-25"
"5:17","bonmat","2b","464","465","f","a","1580",NA,1,"1999-08-25"
"7:23","bonrip","1a","433","434","f","a","1050",NA,1,"1999-08-25"
"8:12","bonrip","2d","439","440","f","a","1060",NA,1,"1999-08-25"
"9:12","bonmat","2d","536","537","f","a","1540",NA,1,"1999-08-25"
"19:40","bonrip","4d","471","472","f","a","1080",NA,1,"1999-08-25"
"7:57","bonrip","3e","437","438","f","a","1840",NA,1,"1999-08-25"
"9:59","bonrip","6d","456","457","f","a","1150",NA,1,"1999-08-25"
"19:03","bonrip","5b","508","509",NA,"a","1130",NA,1,"1999-08-25"
"18:46","bonrip","8c","520","521",NA,"a","1200",NA,1,"1999-08-25"
"19:24","bonrip","5d","470",NA,NA,"a","1130",NA,1,"1999-08-25"
"10:23","bonrip","8c","520","521",NA,"a","1100",NA,1,"1999-08-25"
"7:48","bonrip","2e","501","502",NA,"a","1320",NA,1,"1999-08-25"
"20:13","bonrip","1a","443","444",NA,"a","1180",NA,1,"1999-08-25"
"18:36","bonrip","8d","425","426",NA,"a","1210",NA,1,"1999-08-25"
"18:51","bonrip","7b","427","428",NA,"a","1110",NA,1,"1999-08-25"
"10:14","bonrip","8d","425","426",NA,"a","1170",NA,1,"1999-08-25"
"18:15","bonrip","9b","114","115","m","j","1410",NA,1,"1999-08-25"
"10:25","bonrip","8a","460","461","m","j","910",NA,1,"1999-08-25"
"8:05","bonrip","3d","110","111","m","j","1160",NA,1,"1999-08-25"
"8:44","bonrip","3a","108","109","m","j","1160",NA,1,"1999-08-25"
"7:48","bonmat","7a","528","529","m","j","1090",NA,1,"1999-08-25"
"8:42","bonmat","5b","532","533","m","j","920",NA,1,"1999-08-25"
"9:23","bonrip","5e","452","453","f","j","960",NA,1,"1999-08-25"
"8:25","bonmat","3f","122","123","f","j","1350",NA,1,"1999-08-25"
"9:50","bonrip","10c","538","539","f","j","1090",NA,1,"1999-08-25"
"9:14","bonrip","5d","450","451","f","j","960",NA,1,"1999-08-25"
"9:00","bonrip","5b","448","449","f","j","960",NA,1,"1999-08-25"
"8:13","bonmat","4d","106","107","f","j","1430",NA,1,"1999-08-25"
"19:35","bonrip","3d","72","505",NA,"j","1350",NA,1,"1999-08-25"
"20:01","bonrip","2e","98","99",NA,"j","1390",NA,1,"1999-08-25"
"19:22","bonrip","5e","110","111",NA,"j","1230",NA,1,"1999-08-25"
"9:31","bonrip","4e","72","505",NA,"j","1320",NA,1,"1999-08-25"
"9:11","bonrip","2b","439","440",NA,NA,"980",NA,1,"1999-08-26"
"17:13","bonrip","1c","566","567","m","a","1360",NA,1,"1999-08-26"
"8:56","bonrip","2c","552","553","m","a","1490",NA,1,"1999-08-26"
"9:23","bonmat","2b","489","490","m","a","1160",NA,1,"1999-08-26"
"9:42","bonrip","3c","558","559","m","a","1720",NA,1,"1999-08-26"
"10:58","bonrip","7a","497","498","m","a","1110",NA,1,"1999-08-26"
"8:24","bonrip","1e","548","549","m","a","1510",NA,1,"1999-08-26"
"17:52","bonrip","5b","603","604","m","a","1710",NA,1,"1999-08-26"
"10:47","bonrip","7d","495","496","m","a","1230",NA,1,"1999-08-26"
"8:29","bonmat","5d","483","484","m","a","1110",NA,1,"1999-08-26"
"7:35","bonrip","1a","546","547","f","a","1220",NA,1,"1999-08-26"
"10:19","bonrip","4b","563","562","f","a","1480",NA,1,"1999-08-26"
"9:31","bonrip","3b","556","557","f","a","1120",NA,1,"1999-08-26"
"9:13","bonrip","2a","554","555","f","a","1580",NA,1,"1999-08-26"
"9:57","bonrip","4a","491",NA,"f","a","2090",NA,1,"1999-08-26"
"10:45","bonrip","5c","564","565","f","a","1530",NA,1,"1999-08-26"
"10:07","bonrip","4d","560","561","f","a","1530",NA,1,"1999-08-26"
"7:44","bonmat","6a","90","91","f","a","1710",NA,1,"1999-08-26"
"7:35","bonmat","7a","477","478","f","a","1320",NA,1,"1999-08-26"
"18:39","bonmat","1b","605","606","f","a","1260",NA,1,"1999-08-26"
"10:13","bonrip","9a","493","494","f","a","1200",NA,1,"1999-08-26"
"10:28","bonrip","10c","538","539",NA,"a","1050",NA,1,"1999-08-26"
"10:41","bonrip","5a","458","459",NA,"a","1930",NA,1,"1999-08-26"
"10:40","bonrip","8d","516","517",NA,"a","1170",NA,1,"1999-08-26"
"11:07","bonrip","6d","512","513",NA,"a","1150",NA,1,"1999-08-26"
"17:44","bonrip","5a","458","459",NA,"a","2060",NA,1,"1999-08-26"
"8:17","bonmat","4c","403","404",NA,"a","1050",NA,1,"1999-08-26"
"8:07","bonrip","1c","501","502",NA,"a","1420",NA,1,"1999-08-26"
"9:11","bonmat","3b","529","528",NA,"a","1180",NA,1,"1999-08-26"
"17:27","bonrip","2e","501","502",NA,"a","1460",NA,1,"1999-08-26"
"10:23","bonrip","9c","429","430",NA,"a","1430",NA,1,"1999-08-26"
"9:55","bonrip","3e","72","505","m","j","1280",NA,1,"1999-08-26"
"8:38","bonrip","2e","550","551","m","j","900",NA,1,"1999-08-26"
"17:36","bonrip","7a","601","602","m","j","1070",NA,1,"1999-08-26"
"18:27","bonmat","2f","568","569","m","j","930",NA,1,"1999-08-26"
"8:22","bonmat","4d","481","482","m","j","1070",NA,1,"1999-08-26"
"7:18","bonmat","7e","126","125","f","j","1470",NA,1,"1999-08-26"
"11:07","bonrip","6a","499","500","f","j","710",NA,1,"1999-08-26"
"11:18","bonrip","6c","96","97","f","j","1620",NA,1,"1999-08-26"
"8:55","bonmat","2f","487","488","f","j","420",NA,1,"1999-08-26"
"8:52","bonrip","2d","78","79","f","j","1080",NA,1,"1999-08-26"
"7:55","bonmat","6b","479","480","f","j","820",NA,1,"1999-08-26"
"8:39","bonmat","5e","485","486","f","j","1010",NA,1,"1999-08-26"
"17:15","bonrip","10c","114","115",NA,"j","1410",NA,1,"1999-08-26"
"17:38","bonrip","3d","72","505",NA,"j","1320",NA,1,"1999-08-26"
"11:01","bonrip","5e","450","451",NA,"j","990",NA,1,"1999-08-26"
"17:28","bonrip","7e","514","515",NA,"j","940",NA,1,"1999-08-26"
"8:07","bonmat","4a","532","533",NA,"j","910",NA,1,"1999-08-26"
"10:32","bonrip","5b","458","459",NA,NA,NA,NA,1,"1999-08-27"
"10:57","bonrip","6d","590","591","m","a","1350",NA,1,"1999-08-27"
"10:07","bonrip","4b","586","587","m","a","1650",NA,1,"1999-08-27"
"10:26","bonrip","8d","623","624","m","a","1700",NA,1,"1999-08-27"
"9:56","bonrip","9b","621","622","m","a","1360",NA,1,"1999-08-27"
"9:18","bonrip","10b","619","620","m","a","1110",NA,1,"1999-08-27"
"9:13","bonrip","1c","578","579","m","a","1680",NA,1,"1999-08-27"
"8:57","bonmat","2b","443","444","m","a","1100",NA,1,"1999-08-27"
"7:25","bonmat","1e","609","610","m","a","1530",NA,1,"1999-08-27"
"7:56","bonmat","4c","611","612","m","a","1190",NA,1,"1999-08-27"
"18:23","bonrip","10b","627","628","f","a","2200",NA,1,"1999-08-27"
"8:56","bonrip","10a","615","616","f","a","1100",NA,1,"1999-08-27"
"7:51","bonmat","6a","90","91","f","a","1650",NA,1,"1999-08-27"
"7:39","bonmat","7a","570","571","f","a","1290",NA,1,"1999-08-27"
"9:50","bonrip","9d","520","521",NA,"a","1280",NA,1,"1999-08-27"
"7:47","bonmat","4b","529","528",NA,"a","1200",NA,1,"1999-08-27"
"10:21","bonrip","8e","522","523",NA,"a","1780",NA,1,"1999-08-27"
"10:52","bonrip","7c","454","455",NA,"a","1170",NA,1,"1999-08-27"
"10:13","bonrip","8c","516","517",NA,"a","1100",NA,1,"1999-08-27"
"18:40","bonrip","8e","522","523",NA,"a","1920",NA,1,"1999-08-27"
"18:47","bonrip","7e","516","517",NA,"a","1140",NA,1,"1999-08-27"
"10:53","bonrip","5d","564","565",NA,"a","1380",NA,1,"1999-08-27"
"18:31","bonrip","5d","445","446",NA,"a","1140",NA,1,"1999-08-27"
"10:08","bonrip","8b","462","463",NA,"a","1350",NA,1,"1999-08-27"
"18:50","bonrip","7a","462","463",NA,"a","1400",NA,1,"1999-08-27"
"18:32","bonrip","10d","538","539",NA,"a","1180",NA,1,"1999-08-27"
"10:47","bonrip","5d","563","562",NA,"a","1370",NA,1,"1999-08-27"
"10:44","bonrip","7d","542","543",NA,"a","1420",NA,1,"1999-08-27"
"18:59","bonrip","7b","427","428",NA,"a","1130",NA,1,"1999-08-27"
"10:33","bonrip","7e","431","432",NA,"a","1340",NA,1,"1999-08-27"
"5:27","bonmat","2g","120","121",NA,"a","1880",NA,1,"1999-08-27"
"18:05","bonrip","4c","471","472",NA,"a","1220",NA,1,"1999-08-27"
"7:18","bonmat","6d","415","416",NA,"a","1520",NA,1,"1999-08-27"
"9:44","bonrip","3d","582","583","m","j","1000",NA,1,"1999-08-27"
"10:14","bonrip","3a","108","109","m","j","1030",NA,1,"1999-08-27"
"10:21","bonrip","5a","588","589","m","j","980",NA,1,"1999-08-27"
"11:07","bonrip","7a","625","626","m","j","1000",NA,1,"1999-08-27"
"9:53","bonrip","3c","584","585","m","j","1030",NA,1,"1999-08-27"
"9:35","bonrip","3e","580","581","m","j","1060",NA,1,"1999-08-27"
"8:29","bonmat","5g","104","105","m","j","1190",NA,1,"1999-08-27"
"5:24","bonmat","4g","104","105","m","j","1170",NA,1,"1999-08-27"
"9:02","bonmat","1b","576","577","m","j","1050",NA,1,"1999-08-27"
"7:17","bonmat","1g","607","608","m","j","1070",NA,1,"1999-08-27"
"8:22","bonmat","5d","574","575","m","j","990",NA,1,"1999-08-27"
"8:52","bonmat","2a","439","440","f","j","980",NA,1,"1999-08-27"
"9:09","bonrip","10b","617","618","f","j","1080",NA,1,"1999-08-27"
"8:05","bonmat","4d","106","107","f","j","1330",NA,1,"1999-08-27"
"8:08","bonmat","6b","572","573","f","j","820",NA,1,"1999-08-27"
"8:15","bonmat","3e","613","614","f","j","450",NA,1,"1999-08-27"
"10:00","bonrip","4d","508","509",NA,"j","1020",NA,1,"1999-08-27"
"9:27","bonrip","2e","452","453",NA,"j","1000",NA,1,"1999-08-27"
"18:20","bonrip","5c","450","451",NA,"j","1010",NA,1,"1999-08-27"
"18:36","bonrip","5e","452","453",NA,"j","1040",NA,1,"1999-08-27"
"10:41","bonrip","5c","445","446",NA,"j","1060",NA,1,"1999-08-27"
"10:59","bonrip","7b","427","428",NA,"j","1070",NA,1,"1999-08-27"
